calls	60656
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/coercion.dag
3_self_span	53	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/compile.dag
3_self_span	394	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/complexity.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/dag_collect_support.dag
3_self_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/expected_red_roster_join.dag
3_self_span	187	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/languages.dag
3_self_span	82	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/ownership.dag
3_self_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/stage0_crates.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/trace.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/trait_derive_emit.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/extdeps/languages/rust/capabilities.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/algebra.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/algebra.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/effects.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/effects.dag
1_resolved_span	27	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/keyed_roster.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/keyed_roster.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/keyed_row.dag
1_resolved_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/measure.dag
1_resolved_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/occurrence_binding.dag
3_self_span	21	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/occurrence_binding.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/occurrence_binding_resolve.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/realization_schedule.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/realization_schedule.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/roster_frontier.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/trait_derive_shape.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/trait_derive_shape.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2013	dag/std/types.dag
3_self_span	760	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	<kernel:Bool>
3_self_span	3448	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	<kernel:Int>
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	<kernel:K>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	<kernel:M>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	<kernel:R>
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/extdeps/languages/rust/emit.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/extdeps/rust/version.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/effects.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/induction.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/integer.dag
3_self_span	24	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/keyed_roster.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/keyed_row.dag
3_self_span	32	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/occurrence_binding_candidates.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/occurrence_binding_resolve.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/occurrence_identity.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/reference_binding_observation.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/termination.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	dag/std/trait_derive_shape.dag
3_self_span	238	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/00_core.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/01_tokenize.dag
3_self_span	89	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/02_parse.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/03_normalize.dag
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/03_resolve.dag
3_self_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_access.dag
3_self_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_emit_info.dag
3_self_span	54	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_env.dag
3_self_span	321	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_infer.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_items.dag
3_self_span	48	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_lookup.dag
3_self_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_method.dag
3_self_span	30	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_patterns.dag
3_self_span	75	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_resolve.dag
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_service.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_sigs.dag
3_self_span	92	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/04_types.dag
3_self_span	215	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/05_emit.dag
3_self_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/05_emit_core_support.dag
3_self_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/05_emit_go.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/05_emit_python.dag
3_self_span	447	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/05_emit_rust.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/annotation_bind.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/coercion.dag
3_self_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/compile.dag
3_self_span	159	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/complexity.dag
3_self_span	13	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/dag_collect.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/dag_collect_support.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/gunbc/occurrence_binding_parser_walk.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/ownership.dag
3_self_span	32	src/v1/stage0/src/v1_compiler_emit_rust.rs:2253	src/v1/trait_derive_emit.dag
3_self_span	13	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	<kernel:Int>
3_self_span	22	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	<kernel:String>
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/extdeps/version.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/extdeps/version/semver.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/std/integer.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/std/machine_constraints.dag
3_self_span	97	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/std/measure.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/std/realization_schedule.dag
3_self_span	23	src/v1/stage0/src/v1_compiler_emit_rust.rs:2535	dag/std/types.dag
1_resolved_span	24	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/integer.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/integer.dag
1_resolved_span	52	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/measure.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/measure.dag
3_self_span	44	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/nat.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/realization_schedule.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2559	dag/std/types.dag
1_resolved_span	24	src/v1/stage0/src/v1_compiler_emit_rust.rs:2564	dag/std/integer.dag
1_resolved_span	52	src/v1/stage0/src/v1_compiler_emit_rust.rs:2564	dag/std/measure.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:2564	dag/std/measure.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2564	dag/std/realization_schedule.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:2564	dag/std/types.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:30930	dag/extdeps/rust/version.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:30930	dag/std/realization_schedule.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:30930	dag/std/types.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	<kernel:Bool>
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	<kernel:Int>
3_self_span	477	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	<kernel:String>
3_self_span	41	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/external_authority.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/dag/emit.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/dag/syntax.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/dag/types.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/go/emit.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/go/syntax.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/go/types.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/python/emit.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/python/syntax.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/python/types.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/rust/derive_contracts.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/rust/emit.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/rust/syntax.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/languages/rust/types.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/rust/cargo.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/rust/version.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/units/iso_80000_3.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/extdeps/version.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/gunbc/stage0_crate_layout_generated.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/gunbc/stage0_crate_partition_generated.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/algebra.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/coercion.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/disposition.dag
3_self_span	24	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/dissolution.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/node.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/occurrence_binding_candidates.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/occurrence_identity.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/pareto.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/realization_schedule.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/syntax.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/termination.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	dag/std/types.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	src/v1/00_core.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	src/v1/01_tokenize.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	src/v1/02_parse.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	src/v1/05_emit_rust.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:3154	src/v1/trait_derive_emit.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/extdeps/languages/rust/capabilities.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/extdeps/languages/rust/capabilities.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/algebra.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/algebra.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/effects.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/effects.dag
1_resolved_span	27	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/keyed_roster.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/keyed_roster.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/keyed_row.dag
1_resolved_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/measure.dag
3_self_span	115	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/measure.dag
3_self_span	13	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/nat.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/occurrence_binding.dag
3_self_span	23	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/occurrence_binding.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/occurrence_binding_resolve.dag
3_self_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/occurrence_identity.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/realization_schedule.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/realization_schedule.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/roster_frontier.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/roster_frontier.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/termination.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/trait_derive_shape.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:816	dag/std/trait_derive_shape.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/extdeps/languages/rust/capabilities.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/extdeps/languages/rust/capabilities.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/algebra.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/algebra.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/effects.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/effects.dag
1_resolved_span	27	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/keyed_roster.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/keyed_roster.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/keyed_row.dag
1_resolved_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/measure.dag
3_self_span	115	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/measure.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/occurrence_binding.dag
3_self_span	23	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/occurrence_binding.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/occurrence_binding_resolve.dag
3_self_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/occurrence_identity.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/realization_schedule.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/realization_schedule.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/roster_frontier.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/roster_frontier.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/termination.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/trait_derive_shape.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:820	dag/std/trait_derive_shape.dag
