calls	60656
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/effects.dag
1_resolved_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/keyed_roster.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/keyed_row.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/occurrence_binding_resolve.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/occurrence_binding_resolve.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/roster_frontier.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1661	dag/std/termination.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1705	dag/std/effects.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1705	dag/std/termination.dag
3_self_span	65	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:Bool>
3_self_span	127	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:Int>
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:K>
3_self_span	40	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:List>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:M>
3_self_span	102	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:Map>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:R>
3_self_span	1073	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:String>
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:Unit>
3_self_span	26	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	<kernel:Unit>
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/container/oci/digest.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/external_authority.dag
3_self_span	32	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/external_authority.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/dag/emit.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/dag/syntax.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/dag/types.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/go/emit.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/go/syntax.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/go/types.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/python/emit.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/python/syntax.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/python/types.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/capabilities.dag
3_self_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/capabilities.dag
3_self_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/derive_contracts.dag
1_resolved_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/emit.dag
3_self_span	51	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/emit.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/syntax.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/languages/rust/types.dag
3_self_span	26	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/rust/cargo.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/rust/version.dag
1_resolved_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/uri.dag
3_self_span	71	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/uri.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/uri_path.dag
3_self_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/uri_path.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/version.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/version/semver.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/extdeps/version/semver.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/gunbc/stage0_crate_layout_generated.dag
3_self_span	20	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/gunbc/stage0_crate_partition_generated.dag
1_resolved_span	50	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/algebra.dag
3_self_span	110	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/algebra.dag
3_self_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/checked_arithmetic.dag
3_self_span	45	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/coercion.dag
3_self_span	50	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/computation.dag
3_self_span	20	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/content_hash.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/currency.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/decl_ref.dag
3_self_span	13	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/decl_ref.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/disposition.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/dissolution.dag
3_self_span	40	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/dissolution.dag
1_resolved_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/effects.dag
3_self_span	74	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/effects.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/emit_model.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/error_primitives.dag
3_self_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/execution_mode.dag
1_resolved_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/graph.dag
3_self_span	39	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/graph.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/http_path.dag
3_self_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/http_path.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/induction.dag
3_self_span	262	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/induction.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/integer.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/interface_summary.dag
3_self_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/interface_summary.dag
1_resolved_span	43	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/keyed_roster.dag
3_self_span	51	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/keyed_roster.dag
1_resolved_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/keyed_row.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/keyed_row.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/logic.dag
1_resolved_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/measure.dag
3_self_span	164	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/measure.dag
3_self_span	131	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/nat.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/node.dag
1_resolved_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding.dag
3_self_span	40	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding.dag
1_resolved_span	48	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding_candidates.dag
3_self_span	391	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding_candidates.dag
1_resolved_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding_resolve.dag
3_self_span	18	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_binding_resolve.dag
1_resolved_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_identity.dag
3_self_span	160	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/occurrence_identity.dag
1_resolved_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/pareto.dag
3_self_span	69	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/pareto.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/process_termination.dag
1_resolved_span	21	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/realization_schedule.dag
3_self_span	134	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/realization_schedule.dag
3_self_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/reference_binding_observation.dag
1_resolved_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/roster_frontier.dag
3_self_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/roster_frontier.dag
3_self_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/serialization.dag
1_resolved_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/source_annotation.dag
3_self_span	70	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/source_annotation.dag
3_self_span	98	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/syntax.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/termination.dag
3_self_span	143	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/termination.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/trait_derive_shape.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/trait_derive_shape.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/types.dag
3_self_span	135	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/types.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/unicode/types.dag
3_self_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	dag/std/witness_admission.dag
1_resolved_span	77	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/00_core.dag
3_self_span	2186	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/00_core.dag
1_resolved_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/01_tokenize.dag
3_self_span	54	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/01_tokenize.dag
1_resolved_span	135	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/02_parse.dag
3_self_span	552	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/02_parse.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/03_normalize.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/03_normalize.dag
1_resolved_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/03_resolve.dag
3_self_span	81	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/03_resolve.dag
1_resolved_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_access.dag
3_self_span	17	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_access.dag
1_resolved_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_cycle.dag
3_self_span	34	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_cycle.dag
1_resolved_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_emit_info.dag
3_self_span	186	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_emit_info.dag
1_resolved_span	60	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_env.dag
3_self_span	391	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_env.dag
1_resolved_span	341	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_infer.dag
3_self_span	946	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_infer.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_items.dag
3_self_span	145	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_items.dag
1_resolved_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_lookup.dag
3_self_span	110	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_lookup.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_method.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_occurrence_binding.dag
3_self_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_occurrence_binding.dag
1_resolved_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_patterns.dag
3_self_span	58	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_patterns.dag
1_resolved_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_resolve.dag
3_self_span	137	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_resolve.dag
1_resolved_span	23	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_service.dag
3_self_span	42	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_service.dag
1_resolved_span	31	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_sigs.dag
3_self_span	99	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_sigs.dag
1_resolved_span	43	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_types.dag
3_self_span	138	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/04_types.dag
1_resolved_span	120	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit.dag
3_self_span	302	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit.dag
1_resolved_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_core_support.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_core_support.dag
1_resolved_span	29	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_go.dag
3_self_span	30	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_go.dag
1_resolved_span	27	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_python.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_python.dag
1_resolved_span	833	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_rust.dag
3_self_span	839	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/05_emit_rust.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/annotation_bind.dag
3_self_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/annotation_bind.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/artifact.dag
3_self_span	87	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/artifact.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/coercion.dag
3_self_span	31	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/coercion.dag
1_resolved_span	61	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/compile.dag
3_self_span	132	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/compile.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/compiler_tests_rust.dag
1_resolved_span	271	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/complexity.dag
3_self_span	518	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/complexity.dag
1_resolved_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/dag_collect.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/dag_collect.dag
1_resolved_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/dag_collect_support.dag
3_self_span	21	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/dag_collect_support.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/expected_red_roster_join.dag
3_self_span	37	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/expected_red_roster_join.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/frontend_observation.dag
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/frontend_observation.dag
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/gunbc/namespace_reference_derived_closure_production_observations.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/gunbc/occurrence_binding_parser_walk.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/languages.dag
3_self_span	206	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/languages.dag
1_resolved_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/ownership.dag
3_self_span	80	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/ownership.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/stage0_crates.dag
3_self_span	70	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/stage0_crates.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trace.dag
3_self_span	43	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trace.dag
1_resolved_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trait_bound_witness.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trait_bound_witness.dag
1_resolved_span	238	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trait_derive_emit.dag
3_self_span	122	src/v1/stage0/src/v1_compiler_emit_rust.rs:1765	src/v1/trait_derive_emit.dag
3_self_span	244	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:Bool>
3_self_span	437	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:Int>
3_self_span	14	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:K>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:M>
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:R>
3_self_span	1676	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:String>
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	<kernel:V>
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/container/oci/digest.dag
3_self_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/external_authority.dag
3_self_span	11	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/languages/rust/capabilities.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/rust/cargo.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/uri.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/extdeps/version/semver.dag
3_self_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/gunbc/stage0_crate_partition_generated.dag
3_self_span	15	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/algebra.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/coercion.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/computation.dag
3_self_span	16	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/content_hash.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/currency.dag
3_self_span	21	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/decl_ref.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/dissolution.dag
1_resolved_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/effects.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/effects.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/execution_mode.dag
3_self_span	46	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/graph.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/http_path.dag
3_self_span	37	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/induction.dag
3_self_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/integer.dag
3_self_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/interface_summary.dag
1_resolved_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/keyed_roster.dag
3_self_span	13	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/measure.dag
3_self_span	9	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/nat.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding.dag
1_resolved_span	3	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding_candidates.dag
3_self_span	290	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding_candidates.dag
1_resolved_span	7	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding_resolve.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_binding_resolve.dag
1_resolved_span	12	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_identity.dag
3_self_span	357	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/occurrence_identity.dag
3_self_span	24	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/pareto.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/process_termination.dag
1_resolved_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/realization_schedule.dag
3_self_span	10	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/realization_schedule.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/roster_frontier.dag
3_self_span	52	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/source_annotation.dag
3_self_span	23	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/syntax.dag
3_self_span	40	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/termination.dag
3_self_span	25	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/trait_derive_shape.dag
3_self_span	760	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	dag/std/types.dag
3_self_span	4174	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/00_core.dag
3_self_span	48	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/01_tokenize.dag
3_self_span	1619	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/02_parse.dag
3_self_span	1	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/03_normalize.dag
3_self_span	110	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/03_resolve.dag
3_self_span	6	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_access.dag
3_self_span	8	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_cycle.dag
3_self_span	390	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_emit_info.dag
3_self_span	1388	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_env.dag
3_self_span	1635	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_infer.dag
3_self_span	555	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_items.dag
3_self_span	28	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_lookup.dag
3_self_span	4	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_patterns.dag
3_self_span	282	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_resolve.dag
3_self_span	26	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_service.dag
3_self_span	92	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_sigs.dag
3_self_span	76	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/04_types.dag
3_self_span	50	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/05_emit.dag
3_self_span	44	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/05_emit_core_support.dag
3_self_span	93	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/05_emit_rust.dag
3_self_span	2	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/annotation_bind.dag
3_self_span	5	src/v1/stage0/src/v1_compiler_emit_rust.rs:19036	src/v1/artifact.dag
