imports_removed	file
18	gunbc/fleet_host_budget.dag
30	gunbc/fleet_intent.dag
2	gunbc/fleet_intent_network.dag
6	gunbc/fleet_lifecycle_observation.dag
8	gunbc/fleet_physical_inventory.dag
7	gunbc/fleet_posix_accounts.dag
4	gunbc/fleet_reach.dag
13	gunbc/fleet_runner_connectivity.dag
1	gunbc/fleet_secrets_config.dag
7	gunbc/fleet_shell_transport_observation.dag
1	gunbc/fleet_show_effective_read.dag
6	gunbc/fleet_ssh_access.dag
3	gunbc/float_add_associativity_observation.dag
8	gunbc/floor_component_receipt.dag
5	gunbc/floor_component_receipt_document.dag
3	gunbc/floor_discovery_scaffold.dag
4	gunbc/floor_resolve_realization.dag
4	gunbc/generated_artifact.dag
1	gunbc/generated_artifact_assessment.dag
20	gunbc/generated_artifact_emit.dag
5	gunbc/generated_artifact_observation.dag
3	gunbc/generated_projection_paths.dag
7	gunbc/git_diff_change_window.dag
1	gunbc/gitattributes_emit.dag
3	gunbc/githooks_pre_commit_emit.dag
3	gunbc/githooks_pre_push_cli.dag
4	gunbc/githooks_pre_push_emit.dag
2	gunbc/githooks_pre_push_fmt_transport_scaffold.dag
5	gunbc/githooks_pre_push_plan.dag
4	gunbc/githooks_repo_local_git_config_emit.dag
1	gunbc/gitignore_authority.dag
6	gunbc/gitignore_emit.dag
3	gunbc/guarantee_measurement.dag
10	gunbc/guarantee_probe_corpus.dag
6	gunbc/gunbhub_serve.dag
2	gunbc/gunbhub_serve_html.dag
10	gunbc/heal_push_plan.dag
3	gunbc/heal_revalidation.dag
3	gunbc/host_assimilation_program.dag
5	gunbc/host_authorized_keys_reconcile.dag
4	gunbc/host_axis_caps.dag
6	gunbc/host_budget_source.dag
4	gunbc/host_build_cache_catalog_gate.dag
13	gunbc/host_build_cache_provision.dag
6	gunbc/host_build_cache_provision_script.dag
7	gunbc/host_compile_pool.dag
13	gunbc/host_converge.dag
3	gunbc/host_converge_realize.dag
14	gunbc/host_converge_slice1.dag
7	gunbc/host_disk_observation.dag
21	gunbc/host_effect.dag
11	gunbc/host_effect_nbd_proxy_serve.dag
8	gunbc/host_effect_plan.dag
57	gunbc/host_effect_realize.dag
4	gunbc/host_hygiene_liveness.dag
4	gunbc/host_hygiene_liveness_script.dag
5	gunbc/host_hygiene_reaper.dag
4	gunbc/host_hygiene_reaper_script.dag
14	gunbc/host_identity_converge.dag
1	gunbc/host_identity_observation.dag
2	gunbc/host_layout.dag
7	gunbc/host_network_diagnosis.dag
12	gunbc/host_phase_status.dag
3	gunbc/host_realization.dag
2	gunbc/host_resource.dag
7	gunbc/host_runner_memory_cap_plan_emit.dag
9	gunbc/host_runner_memory_cap_verify.dag
16	gunbc/host_runner_memory_provision.dag
10	gunbc/host_swap_backing.dag
9	gunbc/host_toolchain_components.dag
16	gunbc/host_toolchain_ensure.dag
5	gunbc/hostname_allocation.dag
6	gunbc/hostname_read.dag
6	gunbc/hostname_set.dag
2	gunbc/infer_occurrence_binding_scaffold.dag
6	gunbc/install_server_emit.dag
3	gunbc/language_module_home.dag
1	gunbc/language_subject_scope_scaffold.dag
29	gunbc/language_target_registry.dag
1	gunbc/legacy_test_behavior_disposition.dag
3	gunbc/legacy_test_inflow.dag
16	gunbc/live_deploy/apply.dag
7	gunbc/live_deploy/candidate.dag
1	gunbc/live_deploy/deployed_tree_scope.dag
27	gunbc/live_deploy/emit.dag
7	gunbc/live_deploy/intent.dag
4	gunbc/live_deploy/operations.dag
20	gunbc/live_deploy/readiness.dag
3	gunbc/live_deploy/revision.dag
8	gunbc/live_deploy/service_ready.dag
13	gunbc/live_deploy/spec.dag
7	gunbc/live_rust_observation.dag
5	gunbc/local_tidy_spec.dag
6	gunbc/managed_directory.dag
1	gunbc/materialization_kernel_closing_frontier_audit.dag
3	gunbc/materialization_provider_consumer_scaffold.dag
9	gunbc/materialization_provider_targets.dag
6	gunbc/membership_reconcile.dag
15	gunbc/merge_admission.dag
9	gunbc/merge_admission_produce.dag
3	gunbc/merge_admission_subject.dag
6	gunbc/merge_lifecycle.dag
3	gunbc/namespace_census_receipt.dag
2	gunbc/namespace_clause_e_projection_law.dag
3	gunbc/namespace_pool_independence.dag
5	gunbc/namespace_reference_derived_closure_admission.dag
2	gunbc/namespace_reference_derived_closure_contract.dag
5	gunbc/native_scm_interaction_contract.dag
3	gunbc/native_witness_transition_receipt.dag
15	gunbc/nbd_proxy_virtual_media_install.dag
10	gunbc/network_identity_subsumption.dag
5	gunbc/node_http_server_emit.dag
2	gunbc/non_fold_residue.dag
8	gunbc/observation_ci_render.dag
4	gunbc/observation_emit_census.dag
12	gunbc/observation_seed_render.dag
9	gunbc/observation_tty_render.dag
2	gunbc/occurrence_identity_acceptance_closure.dag
9	gunbc/oomd_install.dag
13	gunbc/os_install.dag
9	gunbc/os_install_actuator_selection.dag
6	gunbc/os_install_claim_evidence.dag
3	gunbc/os_install_deduction.dag
6	gunbc/os_install_emit.dag
4	gunbc/os_install_mechanism.dag
1	gunbc/output_policy.dag
7	gunbc/owned_ci.dag
5	gunbc/owned_ci_page.dag
8	gunbc/owned_ci_seed.dag
7	gunbc/owned_ci_serve.dag
1	gunbc/ownership.dag
1	gunbc/p1_retention_cohort_receipt.dag
16	gunbc/package_delivery.dag
4	gunbc/physics/bach_double_slit_path_additivity.dag
2	gunbc/physics/which_path_four_model_comparison.dag
2	gunbc/plan.dag
8	gunbc/plan_registry.dag
9	gunbc/plan_registry_batch_b.dag
8	gunbc/plan_registry_batch_c.dag
8	gunbc/plan_registry_batch_d.dag
8	gunbc/plan_registry_batch_e.dag
10	gunbc/plan_registry_batch_f.dag
18	gunbc/plan_registry_batch_g.dag
4	gunbc/plans/affected_set_self_confirmation.dag
3	gunbc/plans/algebraic_rewrite_optimization.dag
3	gunbc/plans/axiom_syllogism_lens.dag
3	gunbc/plans/bounded_input_cost_envelope_scheduling.dag
3	gunbc/plans/branch_merge_admission_model.dag
3	gunbc/plans/budget_tree.dag
3	gunbc/plans/cardinality_refinement.dag
3	gunbc/plans/ci_floor_fractal_gantt.dag
3	gunbc/plans/ci_humming.dag
3	gunbc/plans/ci_merge_freshness.dag
3	gunbc/plans/ci_oom_reclassification.dag
3	gunbc/plans/ci_performance_tanking_evidence.dag
3	gunbc/plans/ci_process_end_to_end.dag
3	gunbc/plans/ci_selection_vs_scheduling.dag
3	gunbc/plans/cli_run_hollowing_plan.dag
3	gunbc/plans/compile_clean_forcecheck.dag
3	gunbc/plans/compute_envelope_model.dag
3	gunbc/plans/construction_justification_rule.dag
3	gunbc/plans/dag_v2_defork_audit.dag
3	gunbc/plans/discrete_cost_derivation.dag
3	gunbc/plans/disposition_carrier.dag
3	gunbc/plans/edge_b_rust_dag_provenance_brief.dag
3	gunbc/plans/emission_ingestion_inverse.dag
3	gunbc/plans/expressibility_frontier.dag
4	gunbc/plans/extdeps_modeling_preflight.dag
3	gunbc/plans/fail_closed_lockdown.dag
3	gunbc/plans/fleet_acceptance_criteria.dag
4	gunbc/plans/fleet_subsumption_manual_gaps.dag
3	gunbc/plans/fold_ergonomics.dag
3	gunbc/plans/format_model_reconciliation.dag
4	gunbc/plans/host_convergence_circuit_residue.dag
3	gunbc/plans/host_effect_orchestration.dag
3	gunbc/plans/idea_machine.dag
3	gunbc/plans/inert_layer_lens.dag
3	gunbc/plans/input_envelope_roadmap.dag
3	gunbc/plans/intent_linearity_design_draft.dag
3	gunbc/plans/interpreter_kernel_d.dag
3	gunbc/plans/invert_hand_maintained.dag
3	gunbc/plans/language_target_self_host_frontier.dag
3	gunbc/plans/m4_universal_hermetic_corpus.dag
3	gunbc/plans/m5_fixture_store_consolidation.dag
1	gunbc/plans/md_helpers.dag
4	gunbc/plans/merge_admission_gate_shape_proposal.dag
3	gunbc/plans/model_realization_fork.dag
3	gunbc/plans/p1_where_clause_lowering.dag
3	gunbc/plans/realization_measurement_loop.dag
3	gunbc/plans/reference_grounding_migration.dag
3	gunbc/plans/regime2_shared_emission_fold.dag
3	gunbc/plans/representation_minimization.dag
3	gunbc/plans/resolver_pathology_profile_receipt.dag
3	gunbc/plans/resolver_type_name_collision_wall.dag
3	gunbc/plans/seed_debt_bundle_item_2.dag
3	gunbc/plans/self_applying_lenses.dag
3	gunbc/plans/shell_emission_model.dag
3	gunbc/plans/solve_higher_order_design.dag
3	gunbc/plans/structural_quadratic_wall_coverage_audit.dag
3	gunbc/plans/testgen_oracle.dag
4	gunbc/plans/transport_argv_anemia_dissolution.dag
3	gunbc/plans/typescript_gap_census.dag
3	gunbc/plans/v2_complexity_capability_parity.dag
3	gunbc/plans/v2_self_hosting.dag
3	gunbc/plans/value_null_split.dag
3	gunbc/plans/wave2_prep_design.dag
3	gunbc/plans/wiring_liveness_preflight.dag
4	gunbc/principal_projection.dag
5	gunbc/proactive_verification_ledger.dag
3	gunbc/process_algebra.dag
2	gunbc/prose_row_frontier.dag
2	gunbc/provider_account.dag
6	gunbc/provider_interface_binding.dag
6	gunbc/provider_readiness_claim_evidence.dag
5	gunbc/provider_standing.dag
7	gunbc/provider_standing_live_probes.dag
2	gunbc/provider_standing_probe_bridge.dag
1	gunbc/provider_turn_adjudication.dag
8	gunbc/provider_wire_evidence.dag
3	gunbc/public_projection.dag
3	gunbc/publication_admission_delta.dag
3	gunbc/publication_decision.dag
1	gunbc/publication_policy.dag
3	gunbc/readback_independence.dag
7	gunbc/realization_vocab_confinement_census.dag
2	gunbc/repo_identity.dag
10	gunbc/repo_local_git_config.dag
1	gunbc/repo_local_git_config_clone_bootstrap.dag
2	gunbc/repository.dag
5	gunbc/repository_census_coverage.dag
4	gunbc/repository_census_observation.dag
3	gunbc/resolved_graph_cache_hand_rust_scaffold.dag
3	gunbc/retained_shell_script.dag
6	gunbc/roadmap_acceptance_history_carrier.dag
11	gunbc/roadmap_acceptance_history_observation.dag
5	gunbc/roadmap_acceptance_history_projection.dag
1	gunbc/roadmap_altitude.dag
11	gunbc/roadmap_authority.dag
9	gunbc/roadmap_belt.dag
44	gunbc/roadmap_belt_actuate.dag
18	gunbc/roadmap_component.dag
7	gunbc/roadmap_dashboard_instance.dag
16	gunbc/roadmap_dashboard_instance_apply.dag
23	gunbc/roadmap_dispatch_actuator.dag
10	gunbc/roadmap_dispatch_environment.dag
3	gunbc/roadmap_document.dag
3	gunbc/roadmap_emit.dag
2	gunbc/roadmap_execution_contract.dag
3	gunbc/roadmap_focus.dag
9	gunbc/roadmap_forecast.dag
3	gunbc/roadmap_identity.dag
14	gunbc/roadmap_instrument_motion.dag
17	gunbc/roadmap_instrument_sandbox.dag
14	gunbc/roadmap_instrument_tuner.dag
9	gunbc/roadmap_interaction.dag
5	gunbc/roadmap_model.dag
17	gunbc/roadmap_page.dag
10	gunbc/roadmap_presentation.dag
6	gunbc/roadmap_program_view.dag
5	gunbc/roadmap_provider_events.dag
7	gunbc/roadmap_publish.dag
8	gunbc/roadmap_publish_observe.dag
14	gunbc/roadmap_sandbox.dag
21	gunbc/roadmap_serve.dag
4	gunbc/roadmap_site_healthz_validate.dag
8	gunbc/roadmap_site_surface_expect.dag
9	gunbc/roadmap_site_surface_observe.dag
8	gunbc/roadmap_site_surface_render.dag
3	gunbc/roadmap_site_surface_types.dag
8	gunbc/roadmap_site_surface_witness.dag
6	gunbc/roadmap_spawner.dag
19	gunbc/roadmap_static_site.dag
2	gunbc/roadmap_status.dag
14	gunbc/roadmap_style.dag
8	gunbc/roadmap_validation_oracle.dag
10	gunbc/roadmap_verification_receipt.dag
12	gunbc/roadmap_verify.dag
3	gunbc/roadmap_workflow_command.dag
11	gunbc/roadmap_workflow_progress.dag
1	gunbc/roadmap_workflow_stage.dag
1	gunbc/roster_registry.dag
6	gunbc/runner_activation.dag
5	gunbc/runner_broker_progress_watchdog.dag
8	gunbc/runner_capacity_operator_access.dag
7	gunbc/runner_capacity_plan.dag
8	gunbc/runner_capacity_realize.dag
7	gunbc/runner_connectivity_recovery.dag
5	gunbc/runner_connectivity_repair_plan.dag
10	gunbc/runner_deploy_emit.dag
10	gunbc/runner_host_deploy.dag
6	gunbc/runner_incarnation.dag
15	gunbc/runner_lifecycle.dag
7	gunbc/runner_lifecycle_realize.dag
7	gunbc/runner_slot_allocation.dag
8	gunbc/runner_slot_enforcement.dag
9	gunbc/runner_slot_provision.dag
6	gunbc/runner_spec_from_offer.dag
4	gunbc/running_release_identity.dag
1	gunbc/rust_item_identity.dag
7	gunbc/scm_compatibility/git.dag
5	gunbc/scm_compatibility/mercurial.dag
7	gunbc/scm_compatibility/pijul.dag
2	gunbc/scm_compatibility_shape.dag
8	gunbc/secret_provision.dag
4	gunbc/seed_growth.dag
9	gunbc/seed_growth_admission.dag
5	gunbc/selection_degradation_receipt.dag
9	gunbc/served_surface_browser_observation.dag
4	gunbc/session_auto_publish.dag
2	gunbc/session_auto_publish_ctrl_ingest.dag
2	gunbc/session_lease.dag
6	gunbc/session_residency.dag
3	gunbc/shell_bash_runner.dag
6	gunbc/shell_target_conformance.dag
11	gunbc/site/accent_study.dag
1	gunbc/site/constellation.dag
1	gunbc/site/interaction.dag
1	gunbc/site/mark.dag
1	gunbc/site/markup.dag
14	gunbc/site/moodboard.dag
1	gunbc/site/register_principles.dag
3	gunbc/site/starlight.dag
1	gunbc/site/theme_transition.dag
2	gunbc/site/tokens.dag
9	gunbc/source_integration_claim_evidence.dag
10	gunbc/source_integration_landing_spine.dag
4	gunbc/source_integration_proof_kernel.dag
5	gunbc/spark_bootstrap_credential.dag
9	gunbc/spark_provisioning.dag
1	gunbc/srv3_actuate_shell_paths.dag
10	gunbc/srv3_bmc_credential_resolve.dag
8	gunbc/srv3_boot_once_cd.dag
12	gunbc/srv3_install_media_fetch.dag
6	gunbc/srv3_nbd_proxy_serve_intent.dag
10	gunbc/srv3_os_install_actuate_scope.dag
4	gunbc/srv3_os_install_actuate_workflow.dag
7	gunbc/srv3_os_install_actuator_toolchain_ensure.dag
16	gunbc/srv3_os_install_diagnostic.dag
6	gunbc/srv3_seeded_install_media_artifact.dag
1	gunbc/srv3_ubuntu_install_media_artifact.dag
6	gunbc/srv4_seeded_install_media_artifact.dag
2	gunbc/srv4_uefi_observed.dag
3	gunbc/stage0_cargo_manifest.dag
4	gunbc/stage0_crate_layout_emit.dag
1	gunbc/stage0_crate_layout_generated.dag
4	gunbc/stage0_crate_partition_emit.dag
1	gunbc/stage0_crate_partition_generated.dag
2	gunbc/stage0_emit_model.dag
5	gunbc/stage0_emit_plan.dag
2	gunbc/stage0_emit_plan_emit.dag
1	gunbc/stage0_emit_plan_generated.dag
7	gunbc/stage0_rust_honest_frontier_integration.dag
5	gunbc/stage0_rust_honest_frontier_projection.dag
13	gunbc/stage0_rust_host_observation.dag
7	gunbc/stage0_rust_lifecycle_totality.dag
6	gunbc/stage0_rust_maintenance_census_report.dag
6	gunbc/stage0_rust_product_reachability.dag
16	gunbc/stage0_rust_source_lifecycle_scaffold.dag
3	gunbc/systemctl_list_units.dag
2	gunbc/systemctl_set_property.dag
7	gunbc/systemctl_show_read.dag
6	gunbc/systemctl_status_read.dag
3	gunbc/test_module_hygiene.dag
3	gunbc/test_module_hygiene_scaffold.dag
9	gunbc/tool_readiness.dag
15	gunbc/tools/bmc_onboard.dag
2	gunbc/tools/review.dag
2	gunbc/tools/review_codex.dag
4	gunbc/tools/roadmap_spawn_request.dag
3	gunbc/type_ref_hit_ne_bind_measure/authority.dag
3	gunbc/type_reference_binding_context.dag
3	gunbc/type_reference_containment_binding.dag
5	gunbc/typed_argv_exec.dag
7	gunbc/typed_module_cache_capacity.dag
2	gunbc/uefi_boot_config.dag
2	gunbc/uefi_boot_install_decision.dag
4	gunbc/uefi_shell_over_sol.dag
3	gunbc/v1_compiler_tests_typecheck_module_callers_scaffold.dag
4	gunbc/v1_complexity_capability_census.dag
6	gunbc/v1_complexity_decl_classification.dag
2	gunbc/v1_complexity_decl_classification_roster.dag
2	gunbc/v1_complexity_decl_classification_types.dag
1	gunbc/v1_deletion_plan.dag
6	gunbc/v1_interpreter_dispatch_emit.dag
2	gunbc/v1_interpreter_primitive_surface.dag
3	gunbc/walk_plan_stage_fixture_scaffold.dag
8	gunbc/web_motion_binding.dag
1	gunbc/witness_deferral_freeze.dag
2	gunbc/witness_family_fanout.dag
10	gunbc/witness_row_cost.dag
3	gunbc/worker_lifecycle.dag
5	gunbc/workflow/types.dag
1	gunbc/workflow_escalation.dag
5	gunbc/workflow_reconcile.dag
12	lens/affected_set.dag
5	lens/affected_set/boundary_prune_receipt.dag
10	lens/affected_set/corpus_dependency_view.dag
5	lens/affected_set/data_dep_not_in_frontier.dag
6	lens/affected_set/declared_source_ref_selection.dag
6	lens/affected_set/dimension_seed_rerun.dag
18	lens/affected_set/edit_locus_resolver_test.dag
13	lens/affected_set/entry_selection.dag
6	lens/affected_set/excluded_propagation_proof.dag
6	lens/affected_set/fail_closed_pending_escalation.dag
5	lens/affected_set/irt1_boundary_prune_receipt.dag
6	lens/affected_set/irt1_dimension_seed_receipt.dag
10	lens/affected_set/irt1_empty_diff_frontier_receipt.dag
6	lens/affected_set/irt1_excluded_propagation_receipt.dag
7	lens/affected_set/irt1_fail_closed_absorption_receipt.dag
10	lens/affected_set/irt1_leaf_claim_suite.dag
5	lens/affected_set/projection_dep_in_frontier.dag
15	lens/affected_set/provenance_producer.dag
8	lens/affected_set/sg_claims_test.dag
5	lens/affected_set/verified_by_in_frontier.dag
6	lens/affected_set_examples.dag
10	lens/application.dag
5	lens/application/application_subterm_at_empty_path.dag
5	lens/application/apply_lens_enforce_uses_projection.dag
8	lens/application/apply_lens_introspect_rejection_is_advisory.dag
11	lens/application/empty_required_lenses_skip_gate.dag
8	lens/application/enforce_rejecting_gate_fires.dag
8	lens/application/introspect_clean_tree_passes.dag
13	lens/application/rejecting_lens_blocks_before_compile.dag
5	lens/application/substitute_at_ambiguous_duplicate_name.dag
5	lens/application/substitute_at_depth_three.dag
5	lens/application/substitute_at_depth_two.dag
5	lens/application/subterm_at_ambiguous_duplicate_name.dag
8	lens/cited_symbol_resolution.dag
4	lens/common/algebraic_composition.dag
6	lens/common/chain_generalization.dag
2	lens/common/construction_justification.dag
8	lens/common/graph_invariant.dag
7	lens/common/infer_fixture.dag
8	lens/complexity.dag
7	lens/complexity/map_id_test.dag
9	lens/complexity/nested_test.dag
6	lens/complexity/typescript_type_alias_task.dag
9	lens/complexity_accumulator_copy.dag
12	lens/complexity_accumulator_copy/compile_gate.dag
1	lens/complexity_linearity_audit.dag
10	lens/cost.dag
4	lens/cost/arrow_body_cost_domain_excluded.dag
5	lens/cost/atom_zero_test.dag
8	lens/cost/bounded_summation_test.dag
7	lens/cost/copied_port_citations.dag
8	lens/cost/copied_port_derivation.dag
6	lens/cost/copied_port_derivation_test.dag
5	lens/cost/disj_max.dag
4	lens/cost/expr.dag
7	lens/cost/expr_refusal_test.dag
5	lens/cost/loop_illegal_named.dag
5	lens/cost/loop_linear.dag
5	lens/cost/loop_unknown.dag
5	lens/cost/map_linear.dag
5	lens/cost/nested_product.dag
4	lens/cost/p9_llvm_instruction_cost_registry_owner.dag
1	lens/cost/summary.dag
5	lens/cost/summary_span_test.dag
10	lens/cost/valuation.dag
10	lens/cost/valuation_test.dag
4	lens/coverage/discriminant_predicate_defect_key.dag
4	lens/coverage/hollow_type_defect_key_test.dag
4	lens/coverage/near_miss_vacuous_not_parallel.dag
4	lens/coverage/parallel_authority_defect_key.dag
4	lens/coverage/sibling_degenerate_not_hollow.dag
13	lens/determinism.dag
8	lens/determinism/reach_witness_test.dag
17	lens/disposition_redundancy_test.dag
3	lens/doc_reachability_test.dag
8	lens/duplicate_computation.dag
12	lens/effect.dag
12	lens/effect/effect_depends_on.dag
14	lens/effect_reach.dag
4	lens/emitted_binary_effect_confinement.dag
6	lens/enforcement/complexity_contract_subject.dag
11	lens/enforcement/contract.dag
10	lens/enforcement/gate.dag
11	lens/enforcement/lens_module_gate.dag
14	lens/enforcement/receipts.dag
4	lens/fact_density/computation_not_type_carrier.dag
4	lens/fact_density/conj_positional_only_no_fact.dag
7	lens/fact_density/fact_bundle_compile_lens_passes.dag
6	lens/fact_density/fact_bundle_named.dag
7	lens/fact_density/hollow_alias_blocked_in_run_gates.dag
7	lens/fact_density/hollow_alias_blocked_via_always_required_lenses.dag
7	lens/fact_density/hollow_alias_compile_lens_rejects.dag
6	lens/fact_density/hollow_alias_nested_rejected.dag
4	lens/fact_density/hollow_alias_no_fact.dag
6	lens/fact_density/hollow_alias_vtc_empty_lenses_rejected.dag
4	lens/fact_density/kernel_ambient_bool.dag
13	lens/fallback_arm_census.dag
12	lens/idempotency.dag
13	lens/idempotency/write_effect.dag
4	lens/inert_carrier.dag
5	lens/inert_carrier_test.dag
12	lens/machine_shape.dag
15	lens/mandatory_tag.dag
5	lens/mandatory_tag/corpus_scan.dag
3	lens/mandatory_tag/corpus_scan_witness_test.dag
8	lens/meta_exec_confinement.dag
10	lens/module_graph.dag
9	lens/module_impact_query.dag
7	lens/mutation_adequacy_test.dag
9	lens/no_dual_representation_test.dag
9	lens/no_dual_representation_test/scan.dag
2	lens/non_fold_residue_test.dag
11	lens/ownership.dag
6	lens/ownership/subject_roster.dag
12	lens/parallelism.dag
15	lens/parallelism/data_dependency.dag
14	lens/production_qualification_origin_probe.dag
7	lens/realization_vocabulary_containment.dag
2	lens/reference_deps.dag
11	lens/registry/completeness.dag
5	lens/registry/completeness_test.dag
3	lens/registry/sg_claims_test.dag
7	lens/roster_registry.dag
9	lens/schedule_lens.dag
6	lens/simulated_relationship.dag
2	lens/structural_resolution/facts_lookup_miss.dag
2	lens/structural_resolution/unbound_symbol_at_use.dag
2	lens/structural_resolution/unresolved_infer_witness.dag
6	lens/structural_similarity.dag
4	lens/synthesis/constant_not_dominated_by_linear.dag
6	lens/synthesis/exponential_dominates_polynomial.dag
6	lens/synthesis/factorial_dominates_exponential.dag
6	lens/synthesis/linear_not_dominated_by_polynomial.dag
6	lens/synthesis/polynomial_dominates_linear_test.dag
8	lens/synthesis/synthesis_gap_information_theoretic.dag
8	lens/synthesis/synthesis_gap_polynomial.dag
5	lens/synthesis/synthesis_no_technique_diagnostic.dag
5	lens/test_migration_debt.dag
18	lens/testgen.dag
7	lens/testgen/dag_input_surface_test.dag
3	lens/testgen/generator_provenance_test.dag
4	lens/testgen/shadow_ci_receipt_test.dag
5	lens/unit_modeling/bitwidth_flat_scalar_flagged_test.dag
5	lens/unit_modeling/bitwidth_modeled_passes_test.dag
5	lens/unit_modeling/coordinate_index_not_flagged_test.dag
5	lens/unit_modeling/electrical_blocked_pending_flagged_test.dag
5	lens/unit_modeling/flat_scalar_unit_leaf_flagged_test.dag
5	lens/unit_modeling/label_version_not_flagged_test.dag
7	lens/unit_modeling/modeled_unit_field_admitted_via_always_required_lenses_test.dag
5	lens/unit_modeling/modeled_unit_field_passes_test.dag
5	lens/unit_modeling/novel_unit_flagged_test.dag
7	lens/unit_modeling/unit_modeling_blocked_via_always_required_lenses_test.dag
19	lens/vacuity.dag
1	lens/vacuity_self_application_fixture.dag
10	lens/vacuity_test.dag
12	lens/wiring_liveness.dag
12	lens/wiring_liveness_preflight.dag
9	lens/wiring_liveness_preflight_test.dag
2	product/budget_tree.dag
1	product/hardware_selection.dag
4	product/network_topology.dag
4	product/placement_supply.dag
20	program.dag
1	std/access.dag
1	std/algebra.dag
2	std/algebra.dag
3	std/algebra_law.dag
3	std/algebra_laws/field_patch_monoid.dag
4	std/algebra_laws/is_prefix_of_prefix_check.dag
4	std/algebra_laws/nat_semiring.dag
4	std/algebra_laws/zip_eq_list_equality.dag
5	std/anti_unification.dag
2	std/approximate_field.dag
6	std/artifact_store.dag
5	std/artifact_store_scratch_grant.dag
3	std/authorization_profile.dag
1	std/bit.dag
1	std/bmc.dag
6	std/bounded_lattice_completeness.dag
4	std/bytes.dag
2	std/cache_identity.dag
8	std/cache_interface.dag
8	std/cardinality.dag
3	std/change.dag
6	std/change.dag
14	std/citation.dag
3	std/claim_evidence.dag
10	std/coercion.dag
8	std/collection.dag
5	std/compilers/body_lowering.dag
11	std/compilers/compilation_unit.dag
4	std/compilers/coproduct_variant_shape.dag
11	std/compilers/lexing.dag
11	std/compilers/semantic_decl_emission.dag
7	std/compilers/sugar.dag
20	std/compilers/target_model.dag
3	std/computation.dag
1	std/computation_identity.dag
6	std/concept_index.dag
1	std/constraint_satisfaction_predicate.dag
5	std/constraints.dag
1	std/content_hash.dag
1	std/credentials.dag
4	std/cross_tree/import_model.dag
1	std/currency.dag
3	std/data_index.dag
4	std/data_initializer_identity.dag
6	std/datetime.dag
2	std/decimal.dag
7	std/decl_facts_skeleton.dag
1	std/decl_ref.dag
4	std/decl_ref_resolution.dag
4	std/dependency.dag
4	std/dependents.dag
4	std/dependents/dependents_test.dag
3	std/diagnostic.dag
2	std/disposition.dag
2	std/effect_axes.dag
5	std/effect_grant.dag
7	std/effect_plan.dag
1	std/effect_reach.dag
3	std/effects.dag
2	std/effects.dag
1	std/emit_model.dag
5	std/emit_on_demand.dag
5	std/emit_on_demand.dag
6	std/encoding.dag
2	std/exact_structural_equality_zip_fold_predicate.dag
5	std/execution_envelope.dag
1	std/execution_mode.dag
5	std/execution_surface.dag
2	std/fidelity.dag
3	std/filesystem.dag
2	std/filesystem_path_grant.dag
10	std/find_witness.dag
4	std/float.dag
6	std/float.dag
6	std/fn_index.dag
6	std/fold_assembly.dag
2	std/frame_boundary.dag
13	std/grammar.dag
3	std/grammar_choice_ambiguity.dag
1	std/graph.dag
8	std/grounding/runtime_value_node_projection_test.dag
6	std/grounding/value_carrier_laws_test.dag
7	std/host_run.dag
8	std/host_transport.dag
3	std/human_intervention.dag
2	std/induction.dag
1	std/inhabitant_bridge.dag
10	std/inhabitant_neutralization.dag
5	std/integer.dag
12	std/integer.dag
4	std/integer_value_set.dag
4	std/interface_summary.dag
2	std/keyed_roster.dag
1	std/keyed_row.dag
5	std/language_model.dag
4	std/language_target_identity.dag
1	std/languages.dag
1	std/layout.dag
6	std/leaf_model_verification.dag
4	std/lens_verdict.dag
1	std/live_read.dag
3	std/logic.dag
1	std/machine.dag
1	std/machine_constraints.dag
2	std/machine_shape.dag
1	std/markdown.dag
1	std/markup.dag
4	std/materialization_ladder.dag
8	std/materialization_provider.dag
8	std/materialize.dag
6	std/measure.dag
6	std/model_core.dag
6	std/model_core/bool_fact_lookup_test.dag
2	std/namespace_alias.dag
2	std/nat.dag
3	std/nat.dag
5	std/nat_semiring/rung_0_to_2_three_targets.dag
4	std/nat_semiring/rung_l1_go_compiler_slice.dag
5	std/nat_semiring/rung_l1_python_runtime.dag
7	std/native_agreement.dag
3	std/network.dag
1	std/node.dag
1	std/node.dag
6	std/node_minimal.dag
5	std/node_query.dag
4	std/node_shape.dag
10	std/observation.dag
2	std/occurrence_binding.dag
7	std/occurrence_binding_candidates.dag
4	std/occurrence_binding_resolve.dag
2	std/occurrence_id.dag
2	std/occurrence_identity.dag
2	std/operation_argv.dag
6	std/orchestration.dag
5	std/orchestration_emit.dag
1	std/os/types.dag
3	std/pareto.dag
1	std/passing_candidate_fold.dag
1	std/patch.dag
2	std/path_intent.dag
6	std/primitive_identity.dag
9	std/probe_selector.dag
3	std/process.dag
1	std/program_segment.dag
4	std/project_to_core_predicate.dag
2	std/projection.dag
7	std/provenance.dag
11	std/qualified_name.dag
7	std/qualified_name/from_node.dag
5	std/realization.dag
5	std/realization_measurement.dag
3	std/realization_reconcile.dag
11	std/realization_schedule.dag
5	std/realization_width.dag
3	std/realize_pack.dag
2	std/reducible.dag
5	std/reducible_test.dag
4	std/reference_binding_observation.dag
4	std/refinement.dag
4	std/refinement_widening_predicate.dag
3	std/render.dag
2	std/report.dag
4	std/resources.dag
