index,x_mm,y_mm,pad_dia_mm
1648,-6.7219,15.1154,0.46
1649,-5.7261,15.1154,0.46
1650,-4.7302,15.1154,0.46
1651,-3.7344,15.1154,0.46
1652,-2.7386,15.1154,0.46
1653,-1.7427,15.1154,0.46
1654,-0.7469,15.1154,0.46
1655,0.2845,15.1154,0.46
1656,1.2448,15.1154,0.46
1657,2.2762,15.1154,0.46
1658,3.2720,15.1154,0.46
1659,4.2679,15.1154,0.46
1660,5.2637,15.1154,0.46
1661,6.2596,15.1154,0.46
1662,7.2910,15.1154,0.46
1663,8.2512,15.1154,0.46
1664,9.2471,15.1154,0.46
1665,10.2785,15.1154,0.46
1666,11.2743,15.1154,0.46
1667,12.2702,15.1154,0.46
1668,13.2660,15.1154,0.46
1669,14.2618,15.1154,0.46
1670,15.2577,15.1154,0.46
1671,16.2535,15.1154,0.46
1672,17.2494,15.1154,0.46
1673,18.2808,15.1154,0.46
1674,19.2766,15.1154,0.46
1675,20.2369,15.1154,0.46
1676,21.2683,15.1154,0.46
1677,22.2641,15.1154,0.46
1678,23.2599,15.1154,0.46
1679,24.2558,15.1154,0.46
1680,25.2516,15.1154,0.46
1681,26.2830,15.1154,0.46
1682,27.2789,15.1154,0.46
1683,28.2747,15.1154,0.46
1684,29.2705,15.1154,0.46
1685,30.2664,15.1154,0.46
1686,31.2622,15.1154,0.46
1687,-31.2267,14.2263,0.46
1688,-30.2308,14.2263,0.46
1689,-29.2350,14.2263,0.46
1690,-28.2391,14.2263,0.46
1691,-27.2433,14.2263,0.46
1692,-26.2119,14.2263,0.46
1693,-25.2516,14.2263,0.46
1694,-24.2558,14.2263,0.46
1695,-23.2244,14.2263,0.46
1696,-22.2285,14.2263,0.46
1697,-21.2327,14.2263,0.46
1698,-20.2369,14.2263,0.46
1699,-19.2410,14.2263,0.46
1700,-18.2452,14.2263,0.46
1701,-17.2138,14.2263,0.46
1702,-16.2535,14.2263,0.46
1703,-15.2221,14.2263,0.46
1704,-14.2263,14.2263,0.46
1705,-13.2304,14.2263,0.46
1706,-12.2346,14.2263,0.46
1707,-11.2388,14.2263,0.46
1708,-10.2073,14.2263,0.46
1709,-9.2471,14.2263,0.46
1710,-8.2512,14.2263,0.46
1711,-7.2198,14.2263,0.46
1712,-6.2240,14.2263,0.46
1713,-5.2282,14.2263,0.46
1714,-4.2323,14.2263,0.46
1715,-3.2365,14.2263,0.46
1716,-2.2406,14.2263,0.46
1717,-1.2448,14.2263,0.46
1718,0.7824,14.2263,0.46
1719,1.7783,14.2263,0.46
1720,2.7386,14.2263,0.46
1721,3.7700,14.2263,0.46
1722,4.7658,14.2263,0.46
1723,5.7616,14.2263,0.46
1724,6.7575,14.2263,0.46
1725,7.7533,14.2263,0.46
1726,8.7847,14.2263,0.46
1727,9.7450,14.2263,0.46
1728,10.7764,14.2263,0.46
1729,11.7722,14.2263,0.46
1730,12.7681,14.2263,0.46
1731,13.7639,14.2263,0.46
1732,14.7598,14.2263,0.46
1733,15.7556,14.2263,0.46
1734,16.7514,14.2263,0.46
1735,17.7828,14.2263,0.46
1736,18.7431,14.2263,0.46
1737,19.7745,14.2263,0.46
1738,20.7704,14.2263,0.46
1739,21.7662,14.2263,0.46
1740,22.7620,14.2263,0.46
1741,23.7579,14.2263,0.46
1742,24.7893,14.2263,0.46
1743,25.7495,14.2263,0.46
1744,26.7810,14.2263,0.46
1745,27.7768,14.2263,0.46
1746,28.7726,14.2263,0.46
1747,29.7685,14.2263,0.46
1748,30.7643,14.2263,0.46
1749,-31.7246,13.3371,0.46
1750,-30.7643,13.3371,0.46
1751,-29.7329,13.3371,0.46
1752,-28.7371,13.3371,0.46
1753,-27.7412,13.3371,0.46
1754,-26.7454,13.3371,0.46
1755,-25.7495,13.3371,0.46
1756,-24.7181,13.3371,0.46
1757,-23.7579,13.3371,0.46
1758,-22.7265,13.3371,0.46
1759,-21.7306,13.3371,0.46
1760,-20.7348,13.3371,0.46
1761,-19.7389,13.3371,0.46
1762,-18.7431,13.3371,0.46
1763,-17.7473,13.3371,0.46
1764,-16.7159,13.3371,0.46
1765,-15.7200,13.3371,0.46
1766,-14.7598,13.3371,0.46
1767,-13.7283,13.3371,0.46
1768,-12.7325,13.3371,0.46
1769,-11.7367,13.3371,0.46
1770,-10.7408,13.3371,0.46
1771,-9.7450,13.3371,0.46
1772,-8.7136,13.3371,0.46
1773,-7.7533,13.3371,0.46
1774,-6.7219,13.3371,0.46
1775,-5.7261,13.3371,0.46
1776,-4.7302,13.3371,0.46
1777,-3.7344,13.3371,0.46
1778,-2.7386,13.3371,0.46
1779,-1.7427,13.3371,0.46
1780,-0.7469,13.3371,0.46
1781,0.2845,13.3371,0.46
1782,1.2448,13.3371,0.46
1783,2.2762,13.3371,0.46
1784,3.2720,13.3371,0.46
1785,4.2679,13.3371,0.46
1786,5.2637,13.3371,0.46
1787,6.2596,13.3371,0.46
1788,7.2910,13.3371,0.46
1789,8.2512,13.3371,0.46
1790,9.2471,13.3371,0.46
1791,10.2785,13.3371,0.46
1792,11.2743,13.3371,0.46
1793,12.2702,13.3371,0.46
1794,13.2660,13.3371,0.46
1795,14.2618,13.3371,0.46
1796,15.2577,13.3371,0.46
1797,16.2535,13.3371,0.46
1798,17.2494,13.3371,0.46
1799,18.2808,13.3371,0.46
1800,19.2766,13.3371,0.46
1801,20.2369,13.3371,0.46
1802,21.2683,13.3371,0.46
1803,22.2641,13.3371,0.46
1804,23.2599,13.3371,0.46
1805,24.2558,13.3371,0.46
1806,25.2516,13.3371,0.46
1807,26.2830,13.3371,0.46
1808,27.2789,13.3371,0.46
1809,28.2747,13.3371,0.46
1810,29.2705,13.3371,0.46
1811,30.2664,13.3371,0.46
1812,31.2622,13.3371,0.46
1813,-31.2267,12.5191,0.46
1814,-30.2308,12.5191,0.46
1815,-29.2350,12.5191,0.46
1816,-28.2391,12.5191,0.46
1817,-27.2433,12.5191,0.46
1818,-26.2119,12.5191,0.46
1819,-25.2516,12.5191,0.46
1820,-24.2558,12.5191,0.46
1821,-23.2244,12.5191,0.46
1822,-22.2285,12.5191,0.46
1823,-21.2327,12.5191,0.46
1824,-20.2369,12.5191,0.46
1825,-19.2410,12.5191,0.46
1826,-18.2452,12.5191,0.46
1827,-17.2138,12.5191,0.46
1828,-16.2535,12.5191,0.46
1829,-15.2221,12.5191,0.46
1830,-14.2263,12.5191,0.46
1831,-13.2304,12.5191,0.46
1832,-12.2346,12.5191,0.46
1833,-11.2388,12.5191,0.46
1834,-10.2073,12.5191,0.46
1835,-9.2471,12.5191,0.46
1836,-8.2512,12.5191,0.46
1837,-7.2198,12.5191,0.46
1838,6.7575,12.5191,0.46
1839,7.7533,12.5191,0.46
1840,8.7847,12.5191,0.46
1841,9.7450,12.5191,0.46
1842,10.7764,12.5191,0.46
1843,11.7722,12.5191,0.46
1844,12.7681,12.5191,0.46
1845,13.7639,12.5191,0.46
1846,14.7598,12.5191,0.46
1847,15.7556,12.5191,0.46
1848,16.7514,12.5191,0.46
1849,17.7828,12.5191,0.46
1850,18.7431,12.5191,0.46
1851,19.7745,12.5191,0.46
1852,20.7704,12.5191,0.46
1853,21.7662,12.5191,0.46
1854,22.7620,12.5191,0.46
1855,23.7579,12.5191,0.46
1856,24.7893,12.5191,0.46
1857,25.7495,12.5191,0.46
1858,26.7810,12.5191,0.46
1859,27.7768,12.5191,0.46
1860,28.7726,12.5191,0.46
1861,29.7685,12.5191,0.46
1862,30.7643,12.5191,0.46
1863,-31.7246,11.6300,0.46
1864,-30.7643,11.6300,0.46
1865,-29.7329,11.6300,0.46
1866,-28.7371,11.6300,0.46
1867,-27.7412,11.6300,0.46
1868,-26.7454,11.6300,0.46
1869,-25.7495,11.6300,0.46
1870,-24.7181,11.6300,0.46
1871,-23.7579,11.6300,0.46
1872,-22.7265,11.6300,0.46
1873,-21.7306,11.6300,0.46
1874,-20.7348,11.6300,0.46
1875,-19.7389,11.6300,0.46
1876,-18.7431,11.6300,0.46
1877,-17.7473,11.6300,0.46
1878,-16.7159,11.6300,0.46
1879,-15.7200,11.6300,0.46
1880,-14.7598,11.6300,0.46
1881,-13.7283,11.6300,0.46
1882,-12.7325,11.6300,0.46
1883,-11.7367,11.6300,0.46
1884,-10.7408,11.6300,0.46
1885,-9.7450,11.6300,0.46
1886,-8.7136,11.6300,0.46
1887,-7.7533,11.6300,0.46
1888,7.2910,11.6300,0.46
1889,8.2512,11.6300,0.46
1890,9.2471,11.6300,0.46
1891,10.2785,11.6300,0.46
1892,11.2743,11.6300,0.46
1893,12.2702,11.6300,0.46
1894,13.2660,11.6300,0.46
1895,14.2618,11.6300,0.46
1896,15.2577,11.6300,0.46
1897,16.2535,11.6300,0.46
1898,17.2494,11.6300,0.46
1899,18.2808,11.6300,0.46
1900,19.2766,11.6300,0.46
1901,20.2369,11.6300,0.46
1902,21.2683,11.6300,0.46
1903,22.2641,11.6300,0.46
1904,23.2599,11.6300,0.46
1905,24.2558,11.6300,0.46
1906,25.2516,11.6300,0.46
1907,26.2830,11.6300,0.46
1908,27.2789,11.6300,0.46
1909,28.2747,11.6300,0.46
1910,29.2705,11.6300,0.46
1911,30.2664,11.6300,0.46
1912,31.2622,11.6300,0.46
1913,-31.2267,10.7764,0.46
1914,-30.2308,10.7764,0.46
1915,-29.2350,10.7764,0.46
1916,-28.2391,10.7764,0.46
1917,-27.2433,10.7764,0.46
1918,-26.2119,10.7764,0.46
1919,-25.2516,10.7764,0.46
1920,-24.2558,10.7764,0.46
1921,-23.2244,10.7764,0.46
1922,-22.2285,10.7764,0.46
1923,-21.2327,10.7764,0.46
1924,-20.2369,10.7764,0.46
1925,-19.2410,10.7764,0.46
1926,-18.2452,10.7764,0.46
1927,-17.2138,10.7764,0.46
1928,-16.2535,10.7764,0.46
1929,-15.2221,10.7764,0.46
1930,-14.2263,10.7764,0.46
1931,-13.2304,10.7764,0.46
1932,-12.2346,10.7764,0.46
1933,-11.2388,10.7764,0.46
1934,-10.2073,10.7764,0.46
1935,-9.2471,10.7764,0.46
1936,-8.2512,10.7764,0.46
1937,-7.2198,10.7764,0.46
1938,6.7575,10.7764,0.46
1939,7.7533,10.7764,0.46
1940,8.7847,10.7764,0.46
1941,9.7450,10.7764,0.46
1942,10.7764,10.7764,0.46
1943,11.7722,10.7764,0.46
1944,12.7681,10.7764,0.46
1945,13.7639,10.7764,0.46
1946,14.7598,10.7764,0.46
1947,15.7556,10.7764,0.46
1948,16.7514,10.7764,0.46
1949,17.7828,10.7764,0.46
1950,18.7431,10.7764,0.46
1951,19.7745,10.7764,0.46
1952,20.7704,10.7764,0.46
1953,21.7662,10.7764,0.46
1954,22.7620,10.7764,0.46
1955,23.7579,10.7764,0.46
1956,24.7893,10.7764,0.46
1957,25.7495,10.7764,0.46
1958,26.7810,10.7764,0.46
1959,27.7768,10.7764,0.46
1960,28.7726,10.7764,0.46
1961,29.7685,10.7764,0.46
1962,30.7643,10.7764,0.46
1963,-31.7246,9.8873,0.46
1964,-30.7643,9.8873,0.46
1965,-29.7329,9.8873,0.46
1966,-28.7371,9.8873,0.46
1967,-27.7412,9.8873,0.46
1968,-26.7454,9.8873,0.46
1969,-25.7495,9.8873,0.46
1970,-24.7181,9.8873,0.46
1971,-23.7579,9.8873,0.46
1972,-22.7265,9.8873,0.46
1973,-21.7306,9.8873,0.46
1974,-20.7348,9.8873,0.46
1975,-19.7389,9.8873,0.46
1976,-18.7431,9.8873,0.46
1977,-17.7473,9.8873,0.46
1978,-16.7159,9.8873,0.46
1979,-15.7200,9.8873,0.46
1980,-14.7598,9.8873,0.46
1981,-13.7283,9.8873,0.46
1982,-12.7325,9.8873,0.46
1983,-11.7367,9.8873,0.46
1984,-10.7408,9.8873,0.46
1985,-9.7450,9.8873,0.46
1986,-8.7136,9.8873,0.46
1987,-7.7533,9.8873,0.46
1988,7.2910,9.8873,0.46
1989,8.2512,9.8873,0.46
1990,9.2471,9.8873,0.46
1991,10.2785,9.8873,0.46
1992,11.2743,9.8873,0.46
1993,12.2702,9.8873,0.46
1994,13.2660,9.8873,0.46
1995,14.2618,9.8873,0.46
1996,15.2577,9.8873,0.46
1997,16.2535,9.8873,0.46
1998,17.2494,9.8873,0.46
1999,18.2808,9.8873,0.46
2000,19.2766,9.8873,0.46
2001,20.2369,9.8873,0.46
2002,21.2683,9.8873,0.46
2003,22.2641,9.8873,0.46
2004,23.2599,9.8873,0.46
2005,24.2558,9.8873,0.46
2006,25.2516,9.8873,0.46
2007,26.2830,9.8873,0.46
2008,27.2789,9.8873,0.46
2009,28.2747,9.8873,0.46
2010,29.2705,9.8873,0.46
2011,30.2664,9.8873,0.46
2012,31.2622,9.8873,0.46
2013,-31.2267,9.0337,0.46
2014,-30.2308,9.0337,0.46
2015,-29.2350,9.0337,0.46
2016,-28.2391,9.0337,0.46
2017,-27.2433,9.0337,0.46
2018,-26.2119,9.0337,0.46
2019,-25.2516,9.0337,0.46
2020,-24.2558,9.0337,0.46
2021,-23.2244,9.0337,0.46
2022,-22.2285,9.0337,0.46
2023,-21.2327,9.0337,0.46
2024,-20.2369,9.0337,0.46
2025,-19.2410,9.0337,0.46
2026,-18.2452,9.0337,0.46
2027,-17.2138,9.0337,0.46
2028,-16.2535,9.0337,0.46
2029,-15.2221,9.0337,0.46
2030,-14.2263,9.0337,0.46
2031,-13.2304,9.0337,0.46
2032,-12.2346,9.0337,0.46
2033,-11.2388,9.0337,0.46
2034,-10.2073,9.0337,0.46
2035,-9.2471,9.0337,0.46
2036,-8.2512,9.0337,0.46
2037,-7.2198,9.0337,0.46
2038,6.7575,9.0337,0.46
2039,7.7533,9.0337,0.46
2040,8.7847,9.0337,0.46
2041,9.7450,9.0337,0.46
2042,10.7764,9.0337,0.46
2043,11.7722,9.0337,0.46
2044,12.7681,9.0337,0.46
2045,13.7639,9.0337,0.46
2046,14.7598,9.0337,0.46
2047,15.7556,9.0337,0.46
2048,16.7514,9.0337,0.46
2049,17.7828,9.0337,0.46
2050,18.7431,9.0337,0.46
2051,19.7745,9.0337,0.46
2052,20.7704,9.0337,0.46
2053,21.7662,9.0337,0.46
2054,22.7620,9.0337,0.46
2055,23.7579,9.0337,0.46
2056,24.7893,9.0337,0.46
2057,25.7495,9.0337,0.46
2058,26.7810,9.0337,0.46
2059,27.7768,9.0337,0.46
2060,28.7726,9.0337,0.46
2061,29.7685,9.0337,0.46
2062,30.7643,9.0337,0.46
2063,-31.7246,8.1445,0.46
2064,-30.7643,8.1445,0.46
2065,-29.7329,8.1445,0.46
2066,-28.7371,8.1445,0.46
2067,-27.7412,8.1445,0.46
2068,-26.7454,8.1445,0.46
2069,-25.7495,8.1445,0.46
2070,-24.7181,8.1445,0.46
2071,-23.7579,8.1445,0.46
2072,-22.7265,8.1445,0.46
2073,-21.7306,8.1445,0.46
2074,-20.7348,8.1445,0.46
2075,-19.7389,8.1445,0.46
2076,-18.7431,8.1445,0.46
2077,-17.7473,8.1445,0.46
2078,-16.7159,8.1445,0.46
2079,-15.7200,8.1445,0.46
2080,-14.7598,8.1445,0.46
2081,-13.7283,8.1445,0.46
2082,-12.7325,8.1445,0.46
2083,-11.7367,8.1445,0.46
2084,-10.7408,8.1445,0.46
2085,-9.7450,8.1445,0.46
2086,-8.7136,8.1445,0.46
2087,-7.7533,8.1445,0.46
2088,7.2910,8.1445,0.46
2089,8.2512,8.1445,0.46
2090,9.2471,8.1445,0.46
2091,10.2785,8.1445,0.46
2092,11.2743,8.1445,0.46
2093,12.2702,8.1445,0.46
2094,13.2660,8.1445,0.46
2095,14.2618,8.1445,0.46
2096,15.2577,8.1445,0.46
2097,16.2535,8.1445,0.46
2098,17.2494,8.1445,0.46
2099,18.2808,8.1445,0.46
2100,19.2766,8.1445,0.46
2101,20.2369,8.1445,0.46
2102,21.2683,8.1445,0.46
2103,22.2641,8.1445,0.46
2104,23.2599,8.1445,0.46
2105,24.2558,8.1445,0.46
2106,25.2516,8.1445,0.46
2107,26.2830,8.1445,0.46
2108,27.2789,8.1445,0.46
2109,28.2747,8.1445,0.46
2110,29.2705,8.1445,0.46
2111,30.2664,8.1445,0.46
2112,31.2622,8.1445,0.46
2113,-31.2267,7.2910,0.46
2114,-30.2308,7.2910,0.46
2115,-29.2350,7.2910,0.46
2116,-28.2391,7.2910,0.46
2117,-27.2433,7.2910,0.46
2118,-26.2119,7.2910,0.46
2119,-25.2516,7.2910,0.46
2120,-24.2558,7.2910,0.46
2121,-23.2244,7.2910,0.46
2122,-22.2285,7.2910,0.46
2123,-21.2327,7.2910,0.46
2124,-20.2369,7.2910,0.46
2125,-19.2410,7.2910,0.46
2126,-18.2452,7.2910,0.46
2127,-17.2138,7.2910,0.46
2128,-16.2535,7.2910,0.46
2129,-15.2221,7.2910,0.46
2130,-14.2263,7.2910,0.46
2131,-13.2304,7.2910,0.46
2132,-12.2346,7.2910,0.46
2133,-11.2388,7.2910,0.46
2134,-10.2073,7.2910,0.46
2135,-9.2471,7.2910,0.46
2136,-8.2512,7.2910,0.46
2137,-7.2198,7.2910,0.46
2138,6.7575,7.2910,0.46
2139,7.7533,7.2910,0.46
2140,8.7847,7.2910,0.46
2141,9.7450,7.2910,0.46
2142,10.7764,7.2910,0.46
2143,11.7722,7.2910,0.46
2144,12.7681,7.2910,0.46
2145,13.7639,7.2910,0.46
2146,14.7598,7.2910,0.46
2147,15.7556,7.2910,0.46
2148,16.7514,7.2910,0.46
2149,17.7828,7.2910,0.46
2150,18.7431,7.2910,0.46
2151,19.7745,7.2910,0.46
2152,20.7704,7.2910,0.46
2153,21.7662,7.2910,0.46
2154,22.7620,7.2910,0.46
2155,23.7579,7.2910,0.46
2156,24.7893,7.2910,0.46
2157,25.7495,7.2910,0.46
2158,26.7810,7.2910,0.46
2159,27.7768,7.2910,0.46
2160,28.7726,7.2910,0.46
2161,29.7685,7.2910,0.46
2162,30.7643,7.2910,0.46
2163,-31.7246,6.4374,0.46
2164,-30.7643,6.4374,0.46
2165,-29.7329,6.4374,0.46
2166,-28.7371,6.4374,0.46
2167,-27.7412,6.4374,0.46
2168,-26.7454,6.4374,0.46
2169,-25.7495,6.4374,0.46
2170,-24.7181,6.4374,0.46
2171,-23.7579,6.4374,0.46
2172,-22.7265,6.4374,0.46
2173,-21.7306,6.4374,0.46
2174,-20.7348,6.4374,0.46
2175,-19.7389,6.4374,0.46
2176,-18.7431,6.4374,0.46
2177,-17.7473,6.4374,0.46
2178,-16.7159,6.4374,0.46
2179,-15.7200,6.4374,0.46
2180,-14.7598,6.4374,0.46
2181,-13.7283,6.4374,0.46
2182,-12.7325,6.4374,0.46
2183,-11.7367,6.4374,0.46
2184,-10.7408,6.4374,0.46
2185,-9.7450,6.4374,0.46
2186,-8.7136,6.4374,0.46
2187,-7.7533,6.4374,0.46
2188,7.2910,6.4374,0.46
2189,8.2512,6.4374,0.46
2190,9.2471,6.4374,0.46
2191,10.2785,6.4374,0.46
2192,11.2743,6.4374,0.46
2193,12.2702,6.4374,0.46
2194,13.2660,6.4374,0.46
2195,14.2618,6.4374,0.46
2196,15.2577,6.4374,0.46
2197,16.2535,6.4374,0.46
2198,17.2494,6.4374,0.46
2199,18.2808,6.4374,0.46
2200,19.2766,6.4374,0.46
2201,20.2369,6.4374,0.46
2202,21.2683,6.4374,0.46
2203,22.2641,6.4374,0.46
2204,23.2599,6.4374,0.46
2205,24.2558,6.4374,0.46
2206,25.2516,6.4374,0.46
2207,26.2830,6.4374,0.46
2208,27.2789,6.4374,0.46
2209,28.2747,6.4374,0.46
2210,29.2705,6.4374,0.46
2211,30.2664,6.4374,0.46
2212,31.2622,6.4374,0.46
2213,-31.2267,5.5482,0.46
2214,-30.2308,5.5482,0.46
2215,-29.2350,5.5482,0.46
2216,-28.2391,5.5482,0.46
2217,-27.2433,5.5482,0.46
2218,-26.2119,5.5482,0.46
2219,-25.2516,5.5482,0.46
2220,-24.2558,5.5482,0.46
2221,-23.2244,5.5482,0.46
2222,-22.2285,5.5482,0.46
2223,-21.2327,5.5482,0.46
2224,-20.2369,5.5482,0.46
2225,-19.2410,5.5482,0.46
2226,-18.2452,5.5482,0.46
2227,-17.2138,5.5482,0.46
2228,-16.2535,5.5482,0.46
2229,-15.2221,5.5482,0.46
2230,-14.2263,5.5482,0.46
2231,-13.2304,5.5482,0.46
2232,-12.2346,5.5482,0.46
2233,-11.2388,5.5482,0.46
2234,-10.2073,5.5482,0.46
2235,-9.2471,5.5482,0.46
2236,-8.2512,5.5482,0.46
2237,-7.2198,5.5482,0.46
2238,6.7575,5.5482,0.46
2239,7.7533,5.5482,0.46
2240,8.7847,5.5482,0.46
2241,9.7450,5.5482,0.46
2242,10.7764,5.5482,0.46
2243,11.7722,5.5482,0.46
2244,12.7681,5.5482,0.46
2245,13.7639,5.5482,0.46
2246,14.7598,5.5482,0.46
2247,15.7556,5.5482,0.46
2248,16.7514,5.5482,0.46
2249,17.7828,5.5482,0.46
2250,18.7431,5.5482,0.46
2251,19.7745,5.5482,0.46
2252,20.7704,5.5482,0.46
2253,21.7662,5.5482,0.46
2254,22.7620,5.5482,0.46
2255,23.7579,5.5482,0.46
2256,24.7893,5.5482,0.46
2257,25.7495,5.5482,0.46
2258,26.7810,5.5482,0.46
2259,27.7768,5.5482,0.46
2260,28.7726,5.5482,0.46
2261,29.7685,5.5482,0.46
2262,30.7643,5.5482,0.46
2263,-31.7246,4.6591,0.46
2264,-30.7643,4.6591,0.46
2265,-29.7329,4.6591,0.46
2266,-28.7371,4.6591,0.46
2267,-27.7412,4.6591,0.46
2268,-26.7454,4.6591,0.46
2269,-25.7495,4.6591,0.46
2270,-24.7181,4.6591,0.46
2271,-23.7579,4.6591,0.46
2272,-22.7265,4.6591,0.46
2273,-21.7306,4.6591,0.46
2274,-20.7348,4.6591,0.46
2275,-19.7389,4.6591,0.46
2276,-18.7431,4.6591,0.46
2277,-17.7473,4.6591,0.46
2278,-16.7159,4.6591,0.46
2279,-15.7200,4.6591,0.46
2280,-14.7598,4.6591,0.46
2281,-13.7283,4.6591,0.46
2282,-12.7325,4.6591,0.46
2283,-11.7367,4.6591,0.46
2284,-10.7408,4.6591,0.46
2285,-9.7450,4.6591,0.46
2286,-8.7136,4.6591,0.46
2287,-7.7533,4.6591,0.46
2288,7.2910,4.6591,0.46
2289,8.2512,4.6591,0.46
2290,9.2471,4.6591,0.46
2291,10.2785,4.6591,0.46
2292,11.2743,4.6591,0.46
2293,12.2702,4.6591,0.46
2294,13.2660,4.6591,0.46
2295,14.2618,4.6591,0.46
2296,15.2577,4.6591,0.46
2297,16.2535,4.6591,0.46
2298,17.2494,4.6591,0.46
2299,18.2808,4.6591,0.46
2300,19.2766,4.6591,0.46
2301,20.2369,4.6591,0.46
2302,21.2683,4.6591,0.46
2303,22.2641,4.6591,0.46
2304,23.2599,4.6591,0.46
2305,24.2558,4.6591,0.46
2306,25.2516,4.6591,0.46
2307,26.2830,4.6591,0.46
2308,27.2789,4.6591,0.46
2309,28.2747,4.6591,0.46
2310,29.2705,4.6591,0.46
2311,30.2664,4.6591,0.46
2312,31.2622,4.6591,0.46
2313,-31.2267,3.8055,0.46
2314,-30.2308,3.8055,0.46
2315,-29.2350,3.8055,0.46
2316,-28.2391,3.8055,0.46
2317,-27.2433,3.8055,0.46
2318,-26.2119,3.8055,0.46
2319,-25.2516,3.8055,0.46
2320,-24.2558,3.8055,0.46
2321,-23.2244,3.8055,0.46
2322,-22.2285,3.8055,0.46
2323,-21.2327,3.8055,0.46
2324,-20.2369,3.8055,0.46
2325,-19.2410,3.8055,0.46
2326,-18.2452,3.8055,0.46
2327,-17.2138,3.8055,0.46
2328,-16.2535,3.8055,0.46
2329,-15.2221,3.8055,0.46
2330,-14.2263,3.8055,0.46
2331,-13.2304,3.8055,0.46
2332,-12.2346,3.8055,0.46
2333,-11.2388,3.8055,0.46
2334,-10.2073,3.8055,0.46
2335,-9.2471,3.8055,0.46
2336,-8.2512,3.8055,0.46
2337,-7.2198,3.8055,0.46
2338,6.7575,3.8055,0.46
2339,7.7533,3.8055,0.46
2340,8.7847,3.8055,0.46
2341,9.7450,3.8055,0.46
2342,10.7764,3.8055,0.46
2343,11.7722,3.8055,0.46
2344,12.7681,3.8055,0.46
2345,13.7639,3.8055,0.46
2346,14.7598,3.8055,0.46
2347,15.7556,3.8055,0.46
2348,16.7514,3.8055,0.46
2349,17.7828,3.8055,0.46
2350,18.7431,3.8055,0.46
2351,19.7745,3.8055,0.46
2352,20.7704,3.8055,0.46
2353,21.7662,3.8055,0.46
2354,22.7620,3.8055,0.46
2355,23.7579,3.8055,0.46
2356,24.7893,3.8055,0.46
2357,25.7495,3.8055,0.46
2358,26.7810,3.8055,0.46
2359,27.7768,3.8055,0.46
2360,28.7726,3.8055,0.46
2361,29.7685,3.8055,0.46
2362,30.7643,3.8055,0.46
2363,-31.7246,2.9164,0.46
2364,-30.7643,2.9164,0.46
2365,-29.7329,2.9164,0.46
2366,-28.7371,2.9164,0.46
2367,-27.7412,2.9164,0.46
2368,-26.7454,2.9164,0.46
2369,-25.7495,2.9164,0.46
2370,-24.7181,2.9164,0.46
2371,-23.7579,2.9164,0.46
2372,-22.7265,2.9164,0.46
2373,-21.7306,2.9164,0.46
2374,-20.7348,2.9164,0.46
2375,-19.7389,2.9164,0.46
2376,-18.7431,2.9164,0.46
2377,-17.7473,2.9164,0.46
2378,-16.7159,2.9164,0.46
2379,-15.7200,2.9164,0.46
2380,-14.7598,2.9164,0.46
2381,-13.7283,2.9164,0.46
2382,-12.7325,2.9164,0.46
2383,-11.7367,2.9164,0.46
2384,-10.7408,2.9164,0.46
2385,-9.7450,2.9164,0.46
2386,-8.7136,2.9164,0.46
2387,-7.7533,2.9164,0.46
2388,7.2910,2.9164,0.46
2389,8.2512,2.9164,0.46
2390,9.2471,2.9164,0.46
2391,10.2785,2.9164,0.46
2392,11.2743,2.9164,0.46
2393,12.2702,2.9164,0.46
2394,13.2660,2.9164,0.46
2395,14.2618,2.9164,0.46
2396,15.2577,2.9164,0.46
2397,16.2535,2.9164,0.46
2398,17.2494,2.9164,0.46
2399,18.2808,2.9164,0.46
2400,19.2766,2.9164,0.46
2401,20.2369,2.9164,0.46
2402,21.2683,2.9164,0.46
2403,22.2641,2.9164,0.46
2404,23.2599,2.9164,0.46
2405,24.2558,2.9164,0.46
2406,25.2516,2.9164,0.46
2407,26.2830,2.9164,0.46
2408,27.2789,2.9164,0.46
2409,28.2747,2.9164,0.46
2410,29.2705,2.9164,0.46
2411,30.2664,2.9164,0.46
2412,31.2622,2.9164,0.46
2413,-31.2267,2.0628,0.46
2414,-30.2308,2.0628,0.46
2415,-29.2350,2.0628,0.46
2416,-28.2391,2.0628,0.46
2417,-27.2433,2.0628,0.46
2418,-26.2119,2.0628,0.46
2419,-25.2516,2.0628,0.46
2420,-24.2558,2.0628,0.46
2421,-23.2244,2.0628,0.46
2422,-22.2285,2.0628,0.46
2423,-21.2327,2.0628,0.46
2424,-20.2369,2.0628,0.46
2425,-19.2410,2.0628,0.46
2426,-18.2452,2.0628,0.46
2427,-17.2138,2.0628,0.46
2428,-16.2535,2.0628,0.46
2429,-15.2221,2.0628,0.46
2430,-14.2263,2.0628,0.46
2431,-13.2304,2.0628,0.46
2432,-12.2346,2.0628,0.46
2433,-11.2388,2.0628,0.46
2434,-10.2073,2.0628,0.46
2435,-9.2471,2.0628,0.46
2436,-8.2512,2.0628,0.46
2437,-7.2198,2.0628,0.46
2438,6.7575,2.0628,0.46
2439,7.7533,2.0628,0.46
2440,8.7847,2.0628,0.46
2441,9.7450,2.0628,0.46
2442,10.7764,2.0628,0.46
2443,11.7722,2.0628,0.46
2444,12.7681,2.0628,0.46
2445,13.7639,2.0628,0.46
2446,14.7598,2.0628,0.46
