index,x_mm,y_mm,pad_dia_mm
840,-4.2323,26.4253,0.46
841,-3.2365,26.4253,0.46
842,-2.2406,26.4253,0.46
843,-1.2448,26.4253,0.46
844,0.7824,26.4253,0.46
845,1.7783,26.4253,0.46
846,2.7386,26.4253,0.46
847,3.7700,26.4253,0.46
848,4.7658,26.4253,0.46
849,5.7616,26.4253,0.46
850,6.7575,26.4253,0.46
851,7.7533,26.4253,0.46
852,8.7847,26.4253,0.46
853,9.7450,26.4253,0.46
854,10.7764,26.4253,0.46
855,11.7722,26.4253,0.46
856,12.7681,26.4253,0.46
857,13.7639,26.4253,0.46
858,14.7598,26.4253,0.46
859,15.7556,26.4253,0.46
860,16.7514,26.4253,0.46
861,17.7828,26.4253,0.46
862,18.7431,26.4253,0.46
863,19.7745,26.4253,0.46
864,20.7704,26.4253,0.46
865,21.7662,26.4253,0.46
866,22.7620,26.4253,0.46
867,23.7579,26.4253,0.46
868,24.7893,26.4253,0.46
869,25.7495,26.4253,0.46
870,26.7810,26.4253,0.46
871,27.7768,26.4253,0.46
872,28.7726,26.4253,0.46
873,29.7685,26.4253,0.46
874,30.7643,26.4253,0.46
875,-31.7246,25.5362,0.46
876,-30.7643,25.5362,0.46
877,-29.7329,25.5362,0.46
878,-28.7371,25.5362,0.46
879,-27.7412,25.5362,0.46
880,-26.7454,25.5362,0.46
881,-25.7495,25.5362,0.46
882,-24.7181,25.5362,0.46
883,-23.7579,25.5362,0.46
884,-22.7265,25.5362,0.46
885,-21.7306,25.5362,0.46
886,-20.7348,25.5362,0.46
887,-19.7389,25.5362,0.46
888,-18.7431,25.5362,0.46
889,-17.7473,25.5362,0.46
890,-16.7159,25.5362,0.46
891,-15.7200,25.5362,0.46
892,-14.7598,25.5362,0.46
893,-13.7283,25.5362,0.46
894,-12.7325,25.5362,0.46
895,-11.7367,25.5362,0.46
896,-10.7408,25.5362,0.46
897,-9.7450,25.5362,0.46
898,-8.7136,25.5362,0.46
899,-7.7533,25.5362,0.46
900,-6.7219,25.5362,0.46
901,-5.7261,25.5362,0.46
902,-4.7302,25.5362,0.46
903,-3.7344,25.5362,0.46
904,-2.7386,25.5362,0.46
905,-1.7427,25.5362,0.46
906,-0.7469,25.5362,0.46
907,0.2845,25.5362,0.46
908,1.2448,25.5362,0.46
909,2.2762,25.5362,0.46
910,3.2720,25.5362,0.46
911,4.2679,25.5362,0.46
912,5.2637,25.5362,0.46
913,6.2596,25.5362,0.46
914,7.2910,25.5362,0.46
915,8.2512,25.5362,0.46
916,9.2471,25.5362,0.46
917,10.2785,25.5362,0.46
918,11.2743,25.5362,0.46
919,12.2702,25.5362,0.46
920,13.2660,25.5362,0.46
921,14.2618,25.5362,0.46
922,15.2577,25.5362,0.46
923,16.2535,25.5362,0.46
924,17.2494,25.5362,0.46
925,18.2808,25.5362,0.46
926,19.2766,25.5362,0.46
927,20.2369,25.5362,0.46
928,21.2683,25.5362,0.46
929,22.2641,25.5362,0.46
930,23.2599,25.5362,0.46
931,24.2558,25.5362,0.46
932,25.2516,25.5362,0.46
933,26.2830,25.5362,0.46
934,27.2789,25.5362,0.46
935,28.2747,25.5362,0.46
936,29.2705,25.5362,0.46
937,30.2664,25.5362,0.46
938,31.2622,25.5362,0.46
939,-31.2267,24.6826,0.46
940,-30.2308,24.6826,0.46
941,-29.2350,24.6826,0.46
942,-28.2391,24.6826,0.46
943,-27.2433,24.6826,0.46
944,-26.2119,24.6826,0.46
945,-25.2516,24.6826,0.46
946,-24.2558,24.6826,0.46
947,-23.2244,24.6826,0.46
948,-22.2285,24.6826,0.46
949,-21.2327,24.6826,0.46
950,-20.2369,24.6826,0.46
951,-19.2410,24.6826,0.46
952,-18.2452,24.6826,0.46
953,-17.2138,24.6826,0.46
954,-16.2535,24.6826,0.46
955,-15.2221,24.6826,0.46
956,-14.2263,24.6826,0.46
957,-13.2304,24.6826,0.46
958,-12.2346,24.6826,0.46
959,-11.2388,24.6826,0.46
960,-10.2073,24.6826,0.46
961,-9.2471,24.6826,0.46
962,-8.2512,24.6826,0.46
963,-7.2198,24.6826,0.46
964,-6.2240,24.6826,0.46
965,-5.2282,24.6826,0.46
966,-4.2323,24.6826,0.46
967,-3.2365,24.6826,0.46
968,-2.2406,24.6826,0.46
969,-1.2448,24.6826,0.46
970,0.7824,24.6826,0.46
971,1.7783,24.6826,0.46
972,2.7386,24.6826,0.46
973,3.7700,24.6826,0.46
974,4.7658,24.6826,0.46
975,5.7616,24.6826,0.46
976,6.7575,24.6826,0.46
977,7.7533,24.6826,0.46
978,8.7847,24.6826,0.46
979,9.7450,24.6826,0.46
980,10.7764,24.6826,0.46
981,11.7722,24.6826,0.46
982,12.7681,24.6826,0.46
983,13.7639,24.6826,0.46
984,14.7598,24.6826,0.46
985,15.7556,24.6826,0.46
986,16.7514,24.6826,0.46
987,17.7828,24.6826,0.46
988,18.7431,24.6826,0.46
989,19.7745,24.6826,0.46
990,20.7704,24.6826,0.46
991,21.7662,24.6826,0.46
992,22.7620,24.6826,0.46
993,23.7579,24.6826,0.46
994,24.7893,24.6826,0.46
995,25.7495,24.6826,0.46
996,26.7810,24.6826,0.46
997,27.7768,24.6826,0.46
998,28.7726,24.6826,0.46
999,29.7685,24.6826,0.46
1000,30.7643,24.6826,0.46
1001,-31.7246,23.8290,0.46
1002,-30.7643,23.8290,0.46
1003,-29.7329,23.8290,0.46
1004,-28.7371,23.8290,0.46
1005,-27.7412,23.8290,0.46
1006,-26.7454,23.8290,0.46
1007,-25.7495,23.8290,0.46
1008,-24.7181,23.8290,0.46
1009,-23.7579,23.8290,0.46
1010,-22.7265,23.8290,0.46
1011,-21.7306,23.8290,0.46
1012,-20.7348,23.8290,0.46
1013,-19.7389,23.8290,0.46
1014,-18.7431,23.8290,0.46
1015,-17.7473,23.8290,0.46
1016,-16.7159,23.8290,0.46
1017,-15.7200,23.8290,0.46
1018,-14.7598,23.8290,0.46
1019,-13.7283,23.8290,0.46
1020,-12.7325,23.8290,0.46
1021,-11.7367,23.8290,0.46
1022,-10.7408,23.8290,0.46
1023,-9.7450,23.8290,0.46
1024,-8.7136,23.8290,0.46
1025,-7.7533,23.8290,0.46
1026,-6.7219,23.8290,0.46
1027,-5.7261,23.8290,0.46
1028,-4.7302,23.8290,0.46
1029,-3.7344,23.8290,0.46
1030,-2.7386,23.8290,0.46
1031,-1.7427,23.8290,0.46
1032,-0.7469,23.8290,0.46
1033,0.2845,23.8290,0.46
1034,1.2448,23.8290,0.46
1035,2.2762,23.8290,0.46
1036,3.2720,23.8290,0.46
1037,4.2679,23.8290,0.46
1038,5.2637,23.8290,0.46
1039,6.2596,23.8290,0.46
1040,7.2910,23.8290,0.46
1041,8.2512,23.8290,0.46
1042,9.2471,23.8290,0.46
1043,10.2785,23.8290,0.46
1044,11.2743,23.8290,0.46
1045,12.2702,23.8290,0.46
1046,13.2660,23.8290,0.46
1047,14.2618,23.8290,0.46
1048,15.2577,23.8290,0.46
1049,16.2535,23.8290,0.46
1050,17.2494,23.8290,0.46
1051,18.2808,23.8290,0.46
1052,19.2766,23.8290,0.46
1053,20.2369,23.8290,0.46
1054,21.2683,23.8290,0.46
1055,22.2641,23.8290,0.46
1056,23.2599,23.8290,0.46
1057,24.2558,23.8290,0.46
1058,25.2516,23.8290,0.46
1059,26.2830,23.8290,0.46
1060,27.2789,23.8290,0.46
1061,28.2747,23.8290,0.46
1062,29.2705,23.8290,0.46
1063,30.2664,23.8290,0.46
1064,31.2622,23.8290,0.46
1065,-31.2267,22.7620,0.46
1066,-30.2308,22.7620,0.46
1067,-29.2350,22.7620,0.46
1068,-28.2391,22.7620,0.46
1069,-27.2433,22.7620,0.46
1070,-26.2119,22.7620,0.46
1071,-25.2516,22.7620,0.46
1072,-24.2558,22.7620,0.46
1073,-23.2244,22.7620,0.46
1074,-22.2285,22.7620,0.46
1075,-21.2327,22.7620,0.46
1076,-20.2369,22.7620,0.46
1077,-19.2410,22.7620,0.46
1078,-18.2452,22.7620,0.46
1079,-17.2138,22.7620,0.46
1080,-16.2535,22.7620,0.46
1081,-15.2221,22.7620,0.46
1082,-14.2263,22.7620,0.46
1083,-13.2304,22.7620,0.46
1084,-12.2346,22.7620,0.46
1085,-11.2388,22.7620,0.46
1086,-10.2073,22.7620,0.46
1087,-9.2471,22.7620,0.46
1088,-8.2512,22.7620,0.46
1089,-7.2198,22.7620,0.46
1090,-6.2240,22.7620,0.46
1091,-5.2282,22.7620,0.46
1092,-4.2323,22.7620,0.46
1093,-3.2365,22.7620,0.46
1094,-2.2406,22.7620,0.46
1095,-1.2448,22.7620,0.46
1096,0.7824,22.7620,0.46
1097,1.7783,22.7620,0.46
1098,2.7386,22.7620,0.46
1099,3.7700,22.7620,0.46
1100,4.7658,22.7620,0.46
1101,5.7616,22.7620,0.46
1102,6.7575,22.7620,0.46
1103,7.7533,22.7620,0.46
1104,8.7847,22.7620,0.46
1105,9.7450,22.7620,0.46
1106,10.7764,22.7620,0.46
1107,11.7722,22.7620,0.46
1108,12.7681,22.7620,0.46
1109,13.7639,22.7620,0.46
1110,14.7598,22.7620,0.46
1111,15.7556,22.7620,0.46
1112,16.7514,22.7620,0.46
1113,17.7828,22.7620,0.46
1114,18.7431,22.7620,0.46
1115,19.7745,22.7620,0.46
1116,20.7704,22.7620,0.46
1117,21.7662,22.7620,0.46
1118,22.7620,22.7620,0.46
1119,23.7579,22.7620,0.46
1120,24.7893,22.7620,0.46
1121,25.7495,22.7620,0.46
1122,26.7810,22.7620,0.46
1123,27.7768,22.7620,0.46
1124,28.7726,22.7620,0.46
1125,29.7685,22.7620,0.46
1126,30.7643,22.7620,0.46
1127,-31.7246,22.0863,0.46
1128,-30.7643,22.0863,0.46
1129,-29.7329,22.0863,0.46
1130,-28.7371,22.0863,0.46
1131,-27.7412,22.0863,0.46
1132,-26.7454,22.0863,0.46
1133,-25.7495,22.0863,0.46
1134,-24.7181,22.0863,0.46
1135,-23.7579,22.0863,0.46
1136,-22.7265,22.0863,0.46
1137,-21.7306,22.0863,0.46
1138,-20.7348,22.0863,0.46
1139,-19.7389,22.0863,0.46
1140,-18.7431,22.0863,0.46
1141,-17.7473,22.0863,0.46
1142,-16.7159,22.0863,0.46
1143,-15.7200,22.0863,0.46
1144,-14.7598,22.0863,0.46
1145,-13.7283,22.0863,0.46
1146,-12.7325,22.0863,0.46
1147,-11.7367,22.0863,0.46
1148,-10.7408,22.0863,0.46
1149,-9.7450,22.0863,0.46
1150,-8.7136,22.0863,0.46
1151,-7.7533,22.0863,0.46
1152,-6.7219,22.0863,0.46
1153,-5.7261,22.0863,0.46
1154,-4.7302,22.0863,0.46
1155,-3.7344,22.0863,0.46
1156,-2.7386,22.0863,0.46
1157,-1.7427,22.0863,0.46
1158,-0.7469,22.0863,0.46
1159,0.2845,22.0863,0.46
1160,1.2448,22.0863,0.46
1161,2.2762,22.0863,0.46
1162,3.2720,22.0863,0.46
1163,4.2679,22.0863,0.46
1164,5.2637,22.0863,0.46
1165,6.2596,22.0863,0.46
1166,7.2910,22.0863,0.46
1167,8.2512,22.0863,0.46
1168,9.2471,22.0863,0.46
1169,10.2785,22.0863,0.46
1170,11.2743,22.0863,0.46
1171,12.2702,22.0863,0.46
1172,13.2660,22.0863,0.46
1173,14.2618,22.0863,0.46
1174,15.2577,22.0863,0.46
1175,16.2535,22.0863,0.46
1176,17.2494,22.0863,0.46
1177,18.2808,22.0863,0.46
1178,19.2766,22.0863,0.46
1179,20.2369,22.0863,0.46
1180,21.2683,22.0863,0.46
1181,22.2641,22.0863,0.46
1182,23.2599,22.0863,0.46
1183,24.2558,22.0863,0.46
1184,25.2516,22.0863,0.46
1185,26.2830,22.0863,0.46
1186,27.2789,22.0863,0.46
1187,28.2747,22.0863,0.46
1188,29.2705,22.0863,0.46
1189,30.2664,22.0863,0.46
1190,31.2622,22.0863,0.46
1191,-31.2267,21.1971,0.46
1192,-30.2308,21.1971,0.46
1193,-29.2350,21.1971,0.46
1194,-28.2391,21.1971,0.46
1195,-27.2433,21.1971,0.46
1196,-26.2119,21.1971,0.46
1197,-25.2516,21.1971,0.46
1198,-24.2558,21.1971,0.46
1199,-23.2244,21.1971,0.46
1200,-22.2285,21.1971,0.46
1201,-21.2327,21.1971,0.46
1202,-20.2369,21.1971,0.46
1203,-19.2410,21.1971,0.46
1204,-18.2452,21.1971,0.46
1205,-16.2535,21.1971,0.46
1206,-15.2221,21.1971,0.46
1207,-14.2263,21.1971,0.46
1208,-13.2304,21.1971,0.46
1209,-12.2346,21.1971,0.46
1210,-11.2388,21.1971,0.46
1211,-10.2073,21.1971,0.46
1212,-9.2471,21.1971,0.46
1213,-8.2512,21.1971,0.46
1214,-7.2198,21.1971,0.46
1215,-6.2240,21.1971,0.46
1216,-5.2282,21.1971,0.46
1217,-4.2323,21.1971,0.46
1218,-3.2365,21.1971,0.46
1219,-2.2406,21.1971,0.46
1220,-1.2448,21.1971,0.46
1221,0.7824,21.1971,0.46
1222,1.7783,21.1971,0.46
1223,2.7386,21.1971,0.46
1224,3.7700,21.1971,0.46
1225,4.7658,21.1971,0.46
1226,5.7616,21.1971,0.46
1227,6.7575,21.1971,0.46
1228,7.7533,21.1971,0.46
1229,8.7847,21.1971,0.46
1230,9.7450,21.1971,0.46
1231,10.7764,21.1971,0.46
1232,11.7722,21.1971,0.46
1233,12.7681,21.1971,0.46
1234,13.7639,21.1971,0.46
1235,14.7598,21.1971,0.46
1236,15.7556,21.1971,0.46
1237,17.7828,21.1971,0.46
1238,18.7431,21.1971,0.46
1239,19.7745,21.1971,0.46
1240,20.7704,21.1971,0.46
1241,21.7662,21.1971,0.46
1242,22.7620,21.1971,0.46
1243,23.7579,21.1971,0.46
1244,24.7893,21.1971,0.46
1245,25.7495,21.1971,0.46
1246,26.7810,21.1971,0.46
1247,27.7768,21.1971,0.46
1248,28.7726,21.1971,0.46
1249,29.7685,21.1971,0.46
1250,30.7643,21.1971,0.46
1251,-31.7246,20.3436,0.46
1252,-30.7643,20.3436,0.46
1253,-29.7329,20.3436,0.46
1254,-28.7371,20.3436,0.46
1255,-27.7412,20.3436,0.46
1256,-26.7454,20.3436,0.46
1257,-25.7495,20.3436,0.46
1258,-24.7181,20.3436,0.46
1259,-23.7579,20.3436,0.46
1260,-22.7265,20.3436,0.46
1261,-21.7306,20.3436,0.46
1262,-20.7348,20.3436,0.46
1263,-19.7389,20.3436,0.46
1264,-18.7431,20.3436,0.46
1265,-15.7200,20.3436,0.46
1266,-14.7598,20.3436,0.46
1267,-13.7283,20.3436,0.46
1268,-12.7325,20.3436,0.46
1269,-11.7367,20.3436,0.46
1270,-10.7408,20.3436,0.46
1271,-9.7450,20.3436,0.46
1272,-8.7136,20.3436,0.46
1273,-7.7533,20.3436,0.46
1274,-6.7219,20.3436,0.46
1275,-5.7261,20.3436,0.46
1276,-4.7302,20.3436,0.46
1277,-3.7344,20.3436,0.46
1278,-2.7386,20.3436,0.46
1279,-1.7427,20.3436,0.46
1280,-0.7469,20.3436,0.46
1281,0.2845,20.3436,0.46
1282,1.2448,20.3436,0.46
1283,2.2762,20.3436,0.46
1284,3.2720,20.3436,0.46
1285,4.2679,20.3436,0.46
1286,5.2637,20.3436,0.46
1287,6.2596,20.3436,0.46
1288,7.2910,20.3436,0.46
1289,8.2512,20.3436,0.46
1290,9.2471,20.3436,0.46
1291,10.2785,20.3436,0.46
1292,11.2743,20.3436,0.46
1293,12.2702,20.3436,0.46
1294,13.2660,20.3436,0.46
1295,14.2618,20.3436,0.46
1296,15.2577,20.3436,0.46
1297,18.2808,20.3436,0.46
1298,19.2766,20.3436,0.46
1299,20.2369,20.3436,0.46
1300,21.2683,20.3436,0.46
1301,22.2641,20.3436,0.46
1302,23.2599,20.3436,0.46
1303,24.2558,20.3436,0.46
1304,25.2516,20.3436,0.46
1305,26.2830,20.3436,0.46
1306,27.2789,20.3436,0.46
1307,28.2747,20.3436,0.46
1308,29.2705,20.3436,0.46
1309,30.2664,20.3436,0.46
1310,31.2622,20.3436,0.46
1311,-31.2267,19.4544,0.46
1312,-30.2308,19.4544,0.46
1313,-29.2350,19.4544,0.46
1314,-28.2391,19.4544,0.46
1315,-27.2433,19.4544,0.46
1316,-26.2119,19.4544,0.46
1317,-25.2516,19.4544,0.46
1318,-24.2558,19.4544,0.46
1319,-23.2244,19.4544,0.46
1320,-22.2285,19.4544,0.46
1321,-21.2327,19.4544,0.46
1322,-20.2369,19.4544,0.46
1323,-19.2410,19.4544,0.46
1324,-18.2452,19.4544,0.46
1325,-16.2535,19.4544,0.46
1326,-15.2221,19.4544,0.46
1327,-14.2263,19.4544,0.46
1328,-13.2304,19.4544,0.46
1329,-12.2346,19.4544,0.46
1330,-11.2388,19.4544,0.46
1331,-10.2073,19.4544,0.46
1332,-9.2471,19.4544,0.46
1333,-8.2512,19.4544,0.46
1334,-7.2198,19.4544,0.46
1335,-6.2240,19.4544,0.46
1336,-5.2282,19.4544,0.46
1337,-4.2323,19.4544,0.46
1338,-3.2365,19.4544,0.46
1339,-2.2406,19.4544,0.46
1340,-1.2448,19.4544,0.46
1341,0.7824,19.4544,0.46
1342,1.7783,19.4544,0.46
1343,2.7386,19.4544,0.46
1344,3.7700,19.4544,0.46
1345,4.7658,19.4544,0.46
1346,5.7616,19.4544,0.46
1347,6.7575,19.4544,0.46
1348,7.7533,19.4544,0.46
1349,8.7847,19.4544,0.46
1350,9.7450,19.4544,0.46
1351,10.7764,19.4544,0.46
1352,11.7722,19.4544,0.46
1353,12.7681,19.4544,0.46
1354,13.7639,19.4544,0.46
1355,14.7598,19.4544,0.46
1356,15.7556,19.4544,0.46
1357,17.7828,19.4544,0.46
1358,18.7431,19.4544,0.46
1359,19.7745,19.4544,0.46
1360,20.7704,19.4544,0.46
1361,21.7662,19.4544,0.46
1362,22.7620,19.4544,0.46
1363,23.7579,19.4544,0.46
1364,24.7893,19.4544,0.46
1365,25.7495,19.4544,0.46
1366,26.7810,19.4544,0.46
1367,27.7768,19.4544,0.46
1368,28.7726,19.4544,0.46
1369,29.7685,19.4544,0.46
1370,30.7643,19.4544,0.46
1371,-31.7246,18.6008,0.46
1372,-30.7643,18.6008,0.46
1373,-29.7329,18.6008,0.46
1374,-28.7371,18.6008,0.46
1375,-27.7412,18.6008,0.46
1376,-26.7454,18.6008,0.46
1377,-25.7495,18.6008,0.46
1378,-24.7181,18.6008,0.46
1379,-23.7579,18.6008,0.46
1380,-22.7265,18.6008,0.46
1381,-21.7306,18.6008,0.46
1382,-20.7348,18.6008,0.46
1383,-19.7389,18.6008,0.46
1384,-18.7431,18.6008,0.46
1385,-17.7473,18.6008,0.46
1386,-16.7159,18.6008,0.46
1387,-15.7200,18.6008,0.46
1388,-14.7598,18.6008,0.46
1389,-13.7283,18.6008,0.46
1390,-12.7325,18.6008,0.46
1391,-11.7367,18.6008,0.46
1392,-10.7408,18.6008,0.46
1393,-9.7450,18.6008,0.46
1394,-8.7136,18.6008,0.46
1395,-7.7533,18.6008,0.46
1396,-6.7219,18.6008,0.46
1397,-5.7261,18.6008,0.46
1398,-4.7302,18.6008,0.46
1399,-3.7344,18.6008,0.46
1400,-2.7386,18.6008,0.46
1401,-1.7427,18.6008,0.46
1402,-0.7469,18.6008,0.46
1403,0.2845,18.6008,0.46
1404,1.2448,18.6008,0.46
1405,2.2762,18.6008,0.46
1406,3.2720,18.6008,0.46
1407,4.2679,18.6008,0.46
1408,5.2637,18.6008,0.46
1409,6.2596,18.6008,0.46
1410,7.2910,18.6008,0.46
1411,8.2512,18.6008,0.46
1412,9.2471,18.6008,0.46
1413,10.2785,18.6008,0.46
1414,11.2743,18.6008,0.46
1415,12.2702,18.6008,0.46
1416,13.2660,18.6008,0.46
1417,14.2618,18.6008,0.46
1418,15.2577,18.6008,0.46
1419,16.2535,18.6008,0.46
1420,17.2494,18.6008,0.46
1421,18.2808,18.6008,0.46
1422,19.2766,18.6008,0.46
1423,20.2369,18.6008,0.46
1424,21.2683,18.6008,0.46
1425,22.2641,18.6008,0.46
1426,23.2599,18.6008,0.46
1427,24.2558,18.6008,0.46
1428,25.2516,18.6008,0.46
1429,26.2830,18.6008,0.46
1430,27.2789,18.6008,0.46
1431,28.2747,18.6008,0.46
1432,29.2705,18.6008,0.46
1433,30.2664,18.6008,0.46
1434,31.2622,18.6008,0.46
1435,-31.2267,17.7473,0.46
1436,-30.2308,17.7473,0.46
1437,-29.2350,17.7473,0.46
1438,-28.2391,17.7473,0.46
1439,-27.2433,17.7473,0.46
1440,-26.2119,17.7473,0.46
1441,-25.2516,17.7473,0.46
1442,-24.2558,17.7473,0.46
1443,-23.2244,17.7473,0.46
1444,-22.2285,17.7473,0.46
1445,-21.2327,17.7473,0.46
1446,-20.2369,17.7473,0.46
1447,-19.2410,17.7473,0.46
1448,-18.2452,17.7473,0.46
1449,-17.2138,17.7473,0.46
1450,-16.2535,17.7473,0.46
1451,-15.2221,17.7473,0.46
1452,-14.2263,17.7473,0.46
1453,-13.2304,17.7473,0.46
1454,-12.2346,17.7473,0.46
1455,-11.2388,17.7473,0.46
1456,-10.2073,17.7473,0.46
1457,-9.2471,17.7473,0.46
1458,-8.2512,17.7473,0.46
1459,-7.2198,17.7473,0.46
1460,-6.2240,17.7473,0.46
1461,-5.2282,17.7473,0.46
1462,-4.2323,17.7473,0.46
1463,-3.2365,17.7473,0.46
1464,-2.2406,17.7473,0.46
1465,-1.2448,17.7473,0.46
1466,0.7824,17.7473,0.46
1467,1.7783,17.7473,0.46
1468,2.7386,17.7473,0.46
1469,3.7700,17.7473,0.46
1470,4.7658,17.7473,0.46
1471,5.7616,17.7473,0.46
1472,6.7575,17.7473,0.46
1473,7.7533,17.7473,0.46
1474,8.7847,17.7473,0.46
1475,9.7450,17.7473,0.46
1476,10.7764,17.7473,0.46
1477,11.7722,17.7473,0.46
1478,12.7681,17.7473,0.46
1479,13.7639,17.7473,0.46
1480,14.7598,17.7473,0.46
1481,15.7556,17.7473,0.46
1482,16.7514,17.7473,0.46
1483,17.7828,17.7473,0.46
1484,18.7431,17.7473,0.46
1485,19.7745,17.7473,0.46
1486,20.7704,17.7473,0.46
1487,21.7662,17.7473,0.46
1488,22.7620,17.7473,0.46
1489,23.7579,17.7473,0.46
1490,24.7893,17.7473,0.46
1491,25.7495,17.7473,0.46
1492,26.7810,17.7473,0.46
1493,27.7768,17.7473,0.46
1494,28.7726,17.7473,0.46
1495,29.7685,17.7473,0.46
1496,30.7643,17.7473,0.46
1497,-31.7246,16.8581,0.46
1498,-30.7643,16.8581,0.46
1499,-29.7329,16.8581,0.46
1500,-28.7371,16.8581,0.46
1501,-27.7412,16.8581,0.46
1502,-26.7454,16.8581,0.46
1503,-25.7495,16.8581,0.46
1504,-24.7181,16.8581,0.46
1505,-23.7579,16.8581,0.46
1506,-22.7265,16.8581,0.46
1507,-21.7306,16.8581,0.46
1508,-20.7348,16.8581,0.46
1509,-19.7389,16.8581,0.46
1510,-18.7431,16.8581,0.46
1511,-17.7473,16.8581,0.46
1512,-16.7159,16.8581,0.46
1513,-15.7200,16.8581,0.46
1514,-14.7598,16.8581,0.46
1515,-13.7283,16.8581,0.46
1516,-12.7325,16.8581,0.46
1517,-11.7367,16.8581,0.46
1518,-10.7408,16.8581,0.46
1519,-9.7450,16.8581,0.46
1520,-8.7136,16.8581,0.46
1521,-7.7533,16.8581,0.46
1522,-6.7219,16.8581,0.46
1523,-5.7261,16.8581,0.46
1524,-4.7302,16.8581,0.46
1525,-3.7344,16.8581,0.46
1526,-2.7386,16.8581,0.46
1527,-1.7427,16.8581,0.46
1528,-0.7469,16.8581,0.46
1529,0.2845,16.8581,0.46
1530,1.2448,16.8581,0.46
1531,2.2762,16.8581,0.46
1532,3.2720,16.8581,0.46
1533,4.2679,16.8581,0.46
1534,5.2637,16.8581,0.46
1535,6.2596,16.8581,0.46
1536,7.2910,16.8581,0.46
1537,8.2512,16.8581,0.46
1538,9.2471,16.8581,0.46
1539,10.2785,16.8581,0.46
1540,11.2743,16.8581,0.46
1541,12.2702,16.8581,0.46
1542,13.2660,16.8581,0.46
1543,14.2618,16.8581,0.46
1544,15.2577,16.8581,0.46
1545,16.2535,16.8581,0.46
1546,17.2494,16.8581,0.46
1547,18.2808,16.8581,0.46
1548,19.2766,16.8581,0.46
1549,20.2369,16.8581,0.46
1550,21.2683,16.8581,0.46
1551,22.2641,16.8581,0.46
1552,23.2599,16.8581,0.46
1553,24.2558,16.8581,0.46
1554,25.2516,16.8581,0.46
1555,26.2830,16.8581,0.46
1556,27.2789,16.8581,0.46
1557,28.2747,16.8581,0.46
1558,29.2705,16.8581,0.46
1559,30.2664,16.8581,0.46
1560,31.2622,16.8581,0.46
1561,-31.2267,15.9690,0.46
1562,-30.2308,15.9690,0.46
1563,-29.2350,15.9690,0.46
1564,-28.2391,15.9690,0.46
1565,-27.2433,15.9690,0.46
1566,-26.2119,15.9690,0.46
1567,-25.2516,15.9690,0.46
1568,-24.2558,15.9690,0.46
1569,-23.2244,15.9690,0.46
1570,-22.2285,15.9690,0.46
1571,-21.2327,15.9690,0.46
1572,-20.2369,15.9690,0.46
1573,-19.2410,15.9690,0.46
1574,-18.2452,15.9690,0.46
1575,-17.2138,15.9690,0.46
1576,-16.2535,15.9690,0.46
1577,-15.2221,15.9690,0.46
1578,-14.2263,15.9690,0.46
1579,-13.2304,15.9690,0.46
1580,-12.2346,15.9690,0.46
1581,-11.2388,15.9690,0.46
1582,-10.2073,15.9690,0.46
1583,-9.2471,15.9690,0.46
1584,-8.2512,15.9690,0.46
1585,-7.2198,15.9690,0.46
1586,-6.2240,15.9690,0.46
1587,-5.2282,15.9690,0.46
1588,-4.2323,15.9690,0.46
1589,-3.2365,15.9690,0.46
1590,-2.2406,15.9690,0.46
1591,-1.2448,15.9690,0.46
1592,0.7824,15.9690,0.46
1593,1.7783,15.9690,0.46
1594,2.7386,15.9690,0.46
1595,3.7700,15.9690,0.46
1596,4.7658,15.9690,0.46
1597,5.7616,15.9690,0.46
1598,6.7575,15.9690,0.46
1599,7.7533,15.9690,0.46
1600,8.7847,15.9690,0.46
1601,9.7450,15.9690,0.46
1602,10.7764,15.9690,0.46
1603,11.7722,15.9690,0.46
1604,12.7681,15.9690,0.46
1605,13.7639,15.9690,0.46
1606,14.7598,15.9690,0.46
1607,15.7556,15.9690,0.46
1608,16.7514,15.9690,0.46
1609,17.7828,15.9690,0.46
1610,18.7431,15.9690,0.46
1611,19.7745,15.9690,0.46
1612,20.7704,15.9690,0.46
1613,21.7662,15.9690,0.46
1614,22.7620,15.9690,0.46
1615,23.7579,15.9690,0.46
1616,24.7893,15.9690,0.46
1617,25.7495,15.9690,0.46
1618,26.7810,15.9690,0.46
1619,27.7768,15.9690,0.46
1620,28.7726,15.9690,0.46
1621,29.7685,15.9690,0.46
1622,30.7643,15.9690,0.46
1623,-31.7246,15.1154,0.46
1624,-30.7643,15.1154,0.46
1625,-29.7329,15.1154,0.46
1626,-28.7371,15.1154,0.46
1627,-27.7412,15.1154,0.46
1628,-26.7454,15.1154,0.46
1629,-25.7495,15.1154,0.46
1630,-24.7181,15.1154,0.46
1631,-23.7579,15.1154,0.46
1632,-22.7265,15.1154,0.46
1633,-21.7306,15.1154,0.46
1634,-20.7348,15.1154,0.46
1635,-19.7389,15.1154,0.46
1636,-18.7431,15.1154,0.46
1637,-17.7473,15.1154,0.46
1638,-16.7159,15.1154,0.46
1639,-15.7200,15.1154,0.46
1640,-14.7598,15.1154,0.46
1641,-13.7283,15.1154,0.46
1642,-12.7325,15.1154,0.46
1643,-11.7367,15.1154,0.46
1644,-10.7408,15.1154,0.46
1645,-9.7450,15.1154,0.46
1646,-8.7136,15.1154,0.46
1647,-7.7533,15.1154,0.46
