code	block	manifestation	file	line	col	expected	found	mechanism	e0308_candidate_projection	message
E0308	188	1	src/v2_compiler_target_carriers.rs	105	64	Option<Rc<Node>>	Rc<Node>	UNCLASSIFIED	R2	mismatched types
E0308	188	2	src/v2_compiler_target_carriers.rs	105	64	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0609	189	1	src/v2_std_grammar.rs	124	82			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<Rc<FormalTerminal>>>`
E0609	190	1	src/v2_std_grammar.rs	125	104			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<Rc<FormalNonterminal>>>`
E0609	191	1	src/v2_std_grammar.rs	134	102			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<Rc<FormalNonterminal>>>`
E0609	192	1	src/v2_std_grammar.rs	142	33			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<Rc<FormalNonterminal>>>`
E0308	193	1	src/v2_std_grammar.rs	1285	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	UNCLASSIFIED	R1	mismatched types
E0308	194	1	src/v2_std_grammar.rs	1363	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	UNCLASSIFIED	R1	mismatched types
E0308	195	1	src/v2_std_grammar.rs	1365	12	()	Rc<Vector<Rc<Edge>>>	UNCLASSIFIED	C	mismatched types
E0308	196	1	src/v2_std_grammar.rs	1364	21	Witness<Rc<Vector<Rc<Edge>>>>	Witness<()>	UNCLASSIFIED	C	mismatched types
E0560	197	1	src/v2_extdeps_languages_llvm_ir.rs	1100	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0599	198	1	src/v2_extdeps_languages_llvm_ir.rs	1101	19			UNCLASSIFIED		no variant named `Present` found for enum `std::option::Option<_>`
E0599	199	1	src/v2_extdeps_languages_llvm_ir.rs	1106	23			UNCLASSIFIED		no variant named `Present` found for enum `std::option::Option<_>`
E0599	200	1	src/v2_extdeps_languages_llvm_ir.rs	1111	27			UNCLASSIFIED		no variant named `Present` found for enum `std::option::Option<_>`
E0308	201	1	src/v2_extdeps_languages_llvm_ir.rs	1099	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0560	202	1	src/v2_extdeps_languages_llvm_ir.rs	1124	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0599	203	1	src/v2_extdeps_languages_llvm_ir.rs	1125	19			UNCLASSIFIED		no variant named `Present` found for enum `std::option::Option<_>`
E0599	204	1	src/v2_extdeps_languages_llvm_ir.rs	1130	23			UNCLASSIFIED		no variant named `Present` found for enum `std::option::Option<_>`
E0308	205	1	src/v2_extdeps_languages_llvm_ir.rs	1123	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0560	206	1	src/v2_std_language_model.rs	45	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0308	207	1	src/v2_std_language_model.rs	44	13	OrdSet<String>	Rc<PointwisePower<_>>	UNCLASSIFIED	T3	mismatched types
E0560	208	1	src/v2_extdeps_languages_dag.rs	1219	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0560	209	1	src/v2_extdeps_languages_dag.rs	1225	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0560	210	1	src/v2_extdeps_languages_dag.rs	1235	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0308	211	1	src/v2_extdeps_languages_dag.rs	3055	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	UNCLASSIFIED	R2	mismatched types
E0308	211	2	src/v2_extdeps_languages_dag.rs	3055	56	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0308	212	1	src/v2_extdeps_languages_dag.rs	3100	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	UNCLASSIFIED	R2	mismatched types
E0308	212	2	src/v2_extdeps_languages_dag.rs	3100	56	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0308	213	1	src/v2_extdeps_languages_dag.rs	3145	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	UNCLASSIFIED	R2	mismatched types
E0308	213	2	src/v2_extdeps_languages_dag.rs	3145	56	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0308	214	1	src/v2_lens_cost.rs	312	123	Rc<Nat>	Nat	UNCLASSIFIED	R1	mismatched types
E0308	215	1	src/v2_lens_cost.rs	315	123	Rc<Nat>	Nat	UNCLASSIFIED	R1	mismatched types
E0308	216	1	src/v2_compiler_parse.rs	414	27	Option<Rc<ParseMemoEntry>>	Rc<ParseMemoEntry>	UNCLASSIFIED	R2	mismatched types
E0308	216	2	src/v2_compiler_parse.rs	414	27	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0282	217	1	src/v2_compiler_parse.rs	532	100			UNCLASSIFIED		type annotations needed
E0560	218	1	src/v2_compiler_parse.rs	572	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0308	219	1	src/v2_compiler_parse.rs	571	27	OrdSet<String>	Rc<PointwisePower<_>>	UNCLASSIFIED	T3	mismatched types
E0560	220	1	src/v2_compiler_parse.rs	1034	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0609	221	1	src/v2_compiler_parse.rs	1034	115			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0308	222	1	src/v2_compiler_parse.rs	1033	13	OrdSet<String>	Rc<PointwisePower<_>>	UNCLASSIFIED	T3	mismatched types
E0609	223	1	src/v2_compiler_parse.rs	1041	95			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0609	224	1	src/v2_compiler_parse.rs	1063	60			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0560	225	1	src/v2_compiler_parse.rs	1096	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0308	226	1	src/v2_compiler_parse.rs	1095	53	OrdSet<String>	Rc<PointwisePower<_>>	UNCLASSIFIED	T3	mismatched types
E0282	227	1	src/v2_compiler_parse.rs	1117	48			UNCLASSIFIED		type annotations needed
E0061	228	1	src/v2_compiler_parse.rs	1117	5			UNCLASSIFIED		this function takes 2 arguments but 3 arguments were supplied
E0609	229	1	src/v2_compiler_parse.rs	1150	29			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0609	230	1	src/v2_compiler_parse.rs	1353	29			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0282	231	1	src/v2_compiler_parse.rs	1406	103			UNCLASSIFIED		type annotations needed
E0061	232	1	src/v2_compiler_parse.rs	1406	59			UNCLASSIFIED		this function takes 2 arguments but 3 arguments were supplied
E0061	233	1	src/v2_compiler_parse.rs	1471	35			UNCLASSIFIED		this function takes 2 arguments but 3 arguments were supplied
E0061	234	1	src/v2_compiler_parse.rs	1626	20			UNCLASSIFIED		this function takes 2 arguments but 3 arguments were supplied
E0560	235	1	src/v2_extdeps_runtimes_v2_evaluator.rs	161	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0308	236	1	src/v2_extdeps_runtimes_v2_evaluator.rs	160	13	HashMap<Rc<EnvironmentBindingKey>, Rc<RuntimeValue>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0308	237	1	src/v2_extdeps_runtimes_v2_evaluator.rs	332	5	Rc<Edge>	Edge	UNCLASSIFIED	R1	mismatched types
E0308	238	1	src/v2_lens_machine_shape.rs	190	5	Rc<MachineShapeWalkResult>	MachineShapeWalkResult	UNCLASSIFIED	R1	mismatched types
E0533	239	1	src/v2_lens_mandatory_tag.rs	469	20			UNCLASSIFIED		expected value, found struct variant `ConstructionClass::WallNow`
E0061	240	1	src/v2_lens_reference_deps.rs	199	8			UNCLASSIFIED		this function takes 2 arguments but 3 arguments were supplied
E0308	241	1	src/v2_compiler_body_lowering_fold.rs	3176	13	Rc<Outcome<Option<Rc<Node>>>>	Rc<Outcome<Rc<Node>>>	UNCLASSIFIED	R2	`match` arms have incompatible types
E0308	241	2	src/v2_compiler_body_lowering_fold.rs	3176	13	Rc<Outcome<Option<Rc<_>>>>	Rc<Outcome<Rc<_>>>	UNCLASSIFIED	R2	`match` arms have incompatible types
E0599	242	1	src/v2_compiler_program_assembly.rs	107	17			UNCLASSIFIED		no associated function or constant named `Empty` found for struct `im::Vector<A>` in the current scope
E0560	243	1	src/v2_compiler_resolve.rs	146	5			UNCLASSIFIED		struct `Rc<PointwisePower<_>>` has no field named `member`
E0308	244	1	src/v2_compiler_resolve.rs	145	13	OrdSet<String>	Rc<PointwisePower<_>>	UNCLASSIFIED	T3	mismatched types
E0609	245	1	src/v2_compiler_resolve.rs	377	42			UNCLASSIFIED		no field `member` on type `Rc<OrdSet<std::string::String>>`
E0560	246	1	src/v2_compiler_infer.rs	165	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0308	247	1	src/v2_compiler_infer.rs	164	20	HashMap<Rc<Node>, Rc<InferredFacts>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0308	248	1	src/v2_compiler_infer.rs	378	63	Witness<Rc<TerminationProof>>	Witness<TerminationProof>	UNCLASSIFIED	R1	mismatched types
E0560	249	1	src/v2_compiler_infer.rs	514	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0308	250	1	src/v2_compiler_infer.rs	513	20	HashMap<Rc<Node>, Rc<InferredFacts>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0308	251	1	src/v2_compiler_infer.rs	522	27	Option<Rc<InferredFacts>>	Rc<InferredFacts>	UNCLASSIFIED	R2	mismatched types
E0308	251	2	src/v2_compiler_infer.rs	522	27	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0308	252	1	src/v2_compiler_name_resolve.rs	493	5	Rc<AdmitExportsFold>	AdmitExportsFold	UNCLASSIFIED	R1	mismatched types
E0369	253	1	src/v2_compiler_eval.rs	276	36			UNCLASSIFIED		binary operation `==` cannot be applied to type `Rc<InterpretationAlgebra>`
E0369	254	1	src/v2_compiler_eval.rs	575	123			UNCLASSIFIED		binary operation `==` cannot be applied to type `Rc<InterpretationAlgebra>`
E0560	255	1	src/v2_compiler_eval.rs	643	5			UNCLASSIFIED		struct `Rc<PartialFunction<_, _>>` has no field named `lookup`
E0308	256	1	src/v2_compiler_eval.rs	642	13	HashMap<Rc<EnvironmentBindingKey>, Rc<RuntimeValue>>	Rc<PartialFunction<_, _>>	UNCLASSIFIED	T3	mismatched types
E0308	257	1	src/v2_compiler_eval.rs	662	27	Option<Rc<InferredFacts>>	Rc<InferredFacts>	UNCLASSIFIED	R2	mismatched types
E0308	257	2	src/v2_compiler_eval.rs	662	27	Option<Rc<_>>	Rc<_>	UNCLASSIFIED	R2	mismatched types
E0308	258	1	src/v2_compiler_eval.rs	734	56	Witness<Rc<Node>>	Witness<Rc<RuntimeValueAcceptanceWitness>>	UNCLASSIFIED	W	mismatched types
E0308	259	1	src/v2_compiler_eval.rs	742	17	Witness<Rc<Node>>	Witness<Rc<RuntimeValueAcceptanceWitness>>	UNCLASSIFIED	W	mismatched types
E0308	260	1	src/v2_compiler_eval.rs	752	17	Witness<Rc<InferredFacts>>	Witness<Rc<RuntimeValueAcceptanceWitness>>	UNCLASSIFIED	W	mismatched types
E0308	261	1	src/v2_compiler_eval.rs	761	17	Witness<Rc<InferredFacts>>	Witness<Rc<RuntimeValueAcceptanceWitness>>	UNCLASSIFIED	W	mismatched types
E0308	262	1	src/v2_compiler_eval.rs	850	121	Option<_>	Rc<RuntimeValue>	UNCLASSIFIED	R2	mismatched types
E0308	263	1	src/v2_compiler_eval.rs	1192	83	Rc<EvaluationEnvironment>	Rc<InferredTree>	UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	263	2	src/v2_compiler_eval.rs	1192	83	Rc<RuntimeBehaviorInterpreter>	Rc<InferredFacts>	UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	263	3	src/v2_compiler_eval.rs	1192	83	Rc<InferredTree>	Rc<Vector<Rc<RuntimeValue>>>	UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	263	4	src/v2_compiler_eval.rs	1192	83	Rc<InferredFacts>	Rc<EvaluationEnvironment>	UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	263	5	src/v2_compiler_eval.rs	1192	83	Rc<Vector<Rc<RuntimeValue>>>	Rc<RuntimeBehaviorInterpreter>	UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	264	1	src/v2_compiler_eval.rs	1193	87			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	265	1	src/v2_compiler_eval.rs	1194	84			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	266	1	src/v2_compiler_eval.rs	1195	82			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	267	1	src/v2_compiler_eval.rs	1196	82			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	268	1	src/v2_compiler_eval.rs	1197	83			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0308	269	1	src/v2_compiler_eval.rs	1444	67			UNCLASSIFIED	ARG-ORDER	arguments to this function are incorrect
E0071	270	1	src/v2_compiler_translate.rs	1666	12			UNCLASSIFIED		expected struct, variant or union type, found `(Rc<Node>, Rc<Node>)`
E0071	271	1	src/v2_compiler_translate.rs	1681	12			UNCLASSIFIED		expected struct, variant or union type, found `(Rc<Node>, Rc<Node>)`
E0609	272	1	src/v2_compiler_translate.rs	1696	16			UNCLASSIFIED		no field `rebuilt` on type `(Rc<Node>, Rc<Node>)`
E0609	273	1	src/v2_compiler_translate.rs	1925	185			UNCLASSIFIED		no field `source` on type `(Rc<Node>, Rc<Node>)`
E0609	274	1	src/v2_compiler_translate.rs	1925	211			UNCLASSIFIED		no field `source` on type `(Rc<Node>, Rc<Node>)`
E0071	275	1	src/v2_compiler_translate.rs	1926	12			UNCLASSIFIED		expected struct, variant or union type, found `(Rc<Node>, Rc<Node>)`
E0609	276	1	src/v2_compiler_translate.rs	1927	24			UNCLASSIFIED		no field `source` on type `(Rc<Node>, Rc<Node>)`
E0609	277	1	src/v2_compiler_translate.rs	1928	38			UNCLASSIFIED		no field `rebuilt` on type `(Rc<Node>, Rc<Node>)`
E0609	278	1	src/v2_compiler_translate.rs	1928	81			UNCLASSIFIED		no field `rebuilt` on type `(Rc<Node>, Rc<Node>)`
E0609	279	1	src/v2_compiler_translate.rs	1930	23			UNCLASSIFIED		no field `rebuilt` on type `(Rc<Node>, Rc<Node>)`
E0308	280	1	src/v2_compiler_source_authority.rs	698	97	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	UNCLASSIFIED	DIAG	mismatched types
E0308	281	1	src/v2_compiler_source_authority.rs	699	95	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	UNCLASSIFIED	DIAG	mismatched types
E0308	282	1	src/v2_compiler_source_authority.rs	732	13	Rc<SourceRefReadResult>	SourceRefReadResult	UNCLASSIFIED	R1	mismatched types
E0308	283	1	src/v2_compiler_source_authority.rs	751	50	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	UNCLASSIFIED	DIAG	mismatched types
E0308	284	1	src/v2_compiler_source_authority.rs	1331	8	Rc<Node>	Rc<NormalizedTree>	UNCLASSIFIED	RESIDUE	arguments to this function are incorrect
E0277	285	1	src/v2_compiler_compile.rs	93	5			UNCLASSIFIED		`(dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>> + 'static)` doesn't implement `Debug`
E0369	286	1	src/v2_compiler_compile.rs	93	5			UNCLASSIFIED		binary operation `==` cannot be applied to type `Rc<dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>>>`
E0277	287	1	src/v2_compiler_compile.rs	91	35			UNCLASSIFIED		the trait bound `dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>>: serde::Serialize` is not satisfied
E0277	288	1	src/v2_compiler_compile.rs	93	15			UNCLASSIFIED		the trait bound `(dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>> + 'static): serde::Deserialize<'de>` is not satisfied
E0277	289	1	src/v2_compiler_compile.rs	93	15			UNCLASSIFIED		the trait bound `(dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>> + 'static): serde::Deserialize<'de>` is not satisfied
E0277	290	1	src/v2_compiler_compile.rs	91	53			UNCLASSIFIED		the trait bound `dyn Fn(Rc<InferredTree>) -> Rc<Outcome<Rc<Witness<Rc<Node>>>>>: serde::Deserialize<'de>` is not satisfied
E0308	291	1	src/v2_compiler_compile.rs	283	82	Witness<Rc<Node>>	Witness<Rc<Outcome<Rc<Witness<Rc<Node>>>>>>	UNCLASSIFIED	W	mismatched types
E0614	292	1	src/v2_compiler_ingest.rs	51	11			UNCLASSIFIED		type `std::option::Option<std::string::String>` cannot be dereferenced
E0004	293	1	src/v2_std_integer.rs	718	84			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	294	1	src/v2_std_integer.rs	720	84			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	295	1	src/v2_std_integer_value_set.rs	106	77			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	296	1	src/v2_std_integer_value_set.rs	110	58			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	297	1	src/v2_std_integer_value_set.rs	129	75			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	298	1	src/v2_std_integer_value_set.rs	178	84			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	299	1	src/v2_std_integer_value_set.rs	180	84			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	300	1	src/v2_std_refinement_widening_predicate.rs	78	83			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	301	1	src/v2_std_refinement_widening_predicate.rs	80	86			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	302	1	src/v2_std_refinement_widening_predicate.rs	92	83			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	303	1	src/v2_std_refinement_widening_predicate.rs	94	86			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	304	1	src/v2_std_refinement_widening_predicate.rs	106	81			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	305	1	src/v2_std_refinement_widening_predicate.rs	108	84			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	306	1	src/v2_std_refinement_widening_predicate.rs	110	87			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
E0004	307	1	src/v2_std_compilers_target_model.rs	5546	54			UNCLASSIFIED		non-exhaustive patterns: `Outcome::Accepted { value: TargetTypeExprArrowWireShape::TargetTypeExprArrowPositionalWire, .. }` and `Outcome::Accepted { value: TargetTypeExprArrowWireShape::TargetTypeExprArrowLabeledWire, .. }` not covered
E0004	308	1	src/v2_std_compilers_target_model.rs	5629	54			UNCLASSIFIED		non-exhaustive patterns: `Outcome::Accepted { value: TargetTypeExprArrowWireShape::TargetTypeExprArrowPositionalWire, .. }` and `Outcome::Accepted { value: TargetTypeExprArrowWireShape::TargetTypeExprArrowLabeledWire, .. }` not covered
E0004	309	1	src/v2_std_compilers_target_model.rs	7785	19			UNCLASSIFIED		non-exhaustive patterns: `Edge { .. }` not covered
E0004	310	1	src/v2_std_grammar.rs	1818	49			UNCLASSIFIED		non-exhaustive patterns: `&RebuildEmittedResult::RebuildEmittedFail` not covered
E0004	311	1	src/v2_std_host_run.rs	58	11			UNCLASSIFIED		non-exhaustive patterns: `Outcome::Accepted { .. }` not covered
E0004	312	1	src/v2_extdeps_languages_dag.rs	1896	11			UNCLASSIFIED		non-exhaustive patterns: `Edge { .. }` not covered
E0310	313	1	src/v2_std_verdict.rs	123	9			UNCLASSIFIED		the parameter type `Subj` may not live long enough
E0310	314	1	src/v2_std_verdict.rs	123	9			UNCLASSIFIED		the parameter type `T` may not live long enough
E0004	315	1	src/v2_compiler_eval.rs	1039	68			UNCLASSIFIED		non-exhaustive patterns: `&Some(_)` not covered
