tag	file	name	candidate_modules
compile	dag/gunbc/plans/seed_debt_bundle_item_2.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/self_applying_lenses.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/shell_emission_model.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/structural_quadratic_wall_coverage_audit.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/testgen_oracle.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/typescript_gap_census.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/v2_self_hosting.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/wave2_prep_design.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/plans/wiring_liveness_preflight.dag	Plan	gunbc.plan,gunbc.workflow.types
compile	dag/gunbc/roadmap_dispatch_actuator.dag	FilePath	extdeps.llm.openai,std.types,v2.extdeps.file_system
compile	dag/gunbc/roadmap_dispatch_actuator.dag	Drifted	gunbc.host_converge,gunbc.roadmap_status
compile	dag/gunbc/roadmap_dispatch_actuator.dag	Refuse	std.upsert_decision,v2.lens.enforcement.standing_intent
compile	dag/gunbc/roadmap_site_healthz_validate.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/roadmap_spawner.dag	JsonNull	extdeps.languages.json.emit,v2.extdeps.formats.json
compile	dag/gunbc/roadmap_static_site.dag	GET	std.types,v2.std.network
compile	dag/gunbc/roadmap_status.dag	PullRequest	extdeps.github.actions,extdeps.github.pulls
compile	dag/gunbc/runner_slot_allocation.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/runner_spec_from_offer.dag	Linux	extdeps.toolchain.types,std.os.types
compile	dag/gunbc/runner_spec_from_offer.dag	Aarch64	extdeps.os.ubuntu_install_media,extdeps.toolchain.types
compile	dag/gunbc/runner_unit_live_read.dag	Drifted	gunbc.host_converge,gunbc.roadmap_status
compile	dag/gunbc/runner_unit_live_read.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/session_lease.dag	Refuse	std.upsert_decision,v2.lens.enforcement.standing_intent
compile	dag/gunbc/session_lease.dag	Drifted	gunbc.host_converge,gunbc.roadmap_status
compile	dag/gunbc/srv3_bmc_credential_resolve.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_boot_once_cd.dag	Http	extdeps.uri,v2.extdeps.coordination
compile	dag/gunbc/srv3_boot_once_cd.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_boot_once_cd.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_boot_once_cd.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/srv3_host_effect_apply.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_install_diagnostic_checklist.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_install_diagnostic_checklist.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/srv3_install_media_fetch.dag	CreateEffect	std.effects,v2.std.effects
compile	dag/gunbc/srv3_install_media_fetch.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_install_media_fetch.dag	EffectShape	std.effects,v2.std.effects
compile	dag/gunbc/srv3_install_media_fetch.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_install_media_fetch.dag	CreateIfAbsent	std.effects,std.temporal_effect,v2.std.effects
compile	dag/gunbc/srv3_install_media_fetch.dag	InputField	std.effects,v2.std.effects
compile	dag/gunbc/srv3_os_install_actuate.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_os_install_actuate.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_os_install_actuate.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/srv3_os_install_actuate.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_os_install_actuate_scope.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_os_install_actuate_workflow.dag	ApprovalGranted	gunbc.workflow.types,gunbc.workflow_escalation
compile	dag/gunbc/srv3_os_install_actuate_workflow.dag	PendingApproval	gunbc.workflow.types,gunbc.workflow_escalation
compile	dag/gunbc/srv3_os_install_actuator_toolchain_ensure.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_os_install_actuator_toolchain_ensure.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_os_install_diagnostic.dag	On	extdeps.bmc.types,wt.common
compile	dag/gunbc/srv3_os_install_diagnostic.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_os_install_diagnostic.dag	Off	extdeps.bmc.types,wt.common
compile	dag/gunbc/srv3_os_install_reconcile.dag	ApprovalGranted	gunbc.workflow.types,gunbc.workflow_escalation
compile	dag/gunbc/srv3_os_install_reconcile.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_os_install_reconcile.dag	OsInstalled	gunbc.bmc_onboarding,gunbc.srv3_os_install_diagnostic
compile	dag/gunbc/srv3_os_install_reconcile.dag	PendingApproval	gunbc.workflow.types,gunbc.workflow_escalation
compile	dag/gunbc/srv3_os_install_reconcile_apply.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_os_install_reconcile_apply.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_os_install_reconcile_receipt.dag	TokenPresent	gunbc.srv3_os_install_diagnostic,gunbc.tailscale_acl_phase2_credential
compile	dag/gunbc/srv3_seeded_install_media.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/srv3_seeded_install_media.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/srv3_seeded_install_media.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/srv3_sol_console_capture.dag	Terminal	std.disposition,v2.std.grammar
compile	dag/gunbc/tailscale_acl_phase2_credential.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/tools/bmc_first_contact.dag	Http	extdeps.uri,v2.extdeps.coordination
compile	dag/gunbc/tools/bmc_first_contact.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/tools/bmc_first_contact.dag	Env	extdeps.container.oci.image_config,extdeps.github.expressions,std.types
compile	dag/gunbc/tools/bmc_first_contact.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/tools/bmc_onboard.dag	Http	extdeps.uri,v2.extdeps.coordination
compile	dag/gunbc/tools/bmc_onboard.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/tools/bmc_onboard.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/tools/bmc_onboard.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/tools/bmc_onboard_validate.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/tools/bmc_onboard_validate.dag	Http	extdeps.uri,v2.extdeps.coordination
compile	dag/gunbc/tools/bmc_onboard_validate.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/tools/bmc_read_telemetry.dag	Env	extdeps.container.oci.image_config,extdeps.github.expressions,std.types
compile	dag/gunbc/tools/bmc_read_telemetry.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/gunbc/tools/bmc_read_telemetry.dag	Http	extdeps.uri,v2.extdeps.coordination
compile	dag/gunbc/tools/bmc_read_telemetry.dag	Network	std.cache_interface,std.resources
compile	dag/gunbc/tools/card_intake.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/gunbc/tools/card_intake.dag	FilePath	extdeps.llm.openai,std.types,v2.extdeps.file_system
compile	dag/gunbc/tools/review.dag	Step	extdeps.cron.schedule_model,extdeps.github.actions
compile	dag/gunbc/tools/review.dag	Wildcard	extdeps.cron.schedule_model,v1.std.core
compile	dag/gunbc/tools/review_codex.dag	Step	extdeps.cron.schedule_model,extdeps.github.actions
compile	dag/gunbc/tools/review_codex.dag	Wildcard	extdeps.cron.schedule_model,v1.std.core
compile	dag/gunbc/tools/review_codex.dag	Review	gunbc.idea_pr_spine,gunbc.workflow.types
compile	dag/std/materialization_ladder.dag	Recompute	std.cache_interface,std.realization
compile	dag/std/node.dag	Node	v1.std.core,v2.std.node
compile	dag/std/realization_schedule.dag	Hermetic	std.execution_mode,std.fidelity
compile	dag/std/temporal_effect.dag	Converged	std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/accelerator_demo_execution_witness_test.dag	Refused	gunbc.accelerator_demo_plan,gunbc.host_effect_realize,v2.workflow.affected_set_floor_runner
witness	dag/test/claim/access_iam_validation_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/access_validation_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/base64_rfc4648_witness_test.dag	UInt8	std.integer,v2.std.integer
witness	dag/test/claim/base64_rfc4648_witness_test.dag	Standard	extdeps.llm.anthropic,std.encoding,std.render
witness	dag/test/claim/bash_serializer_witness_test.dag	CmdSubst	extdeps.languages.bash.program,v2.std.orchestration
witness	dag/test/claim/bmc_onboarding_lifecycle_witness_test.dag	OsInstalled	gunbc.bmc_onboarding,gunbc.srv3_os_install_diagnostic
witness	dag/test/claim/bmc_redfish_grounding_witness_test.dag	On	extdeps.bmc.types,wt.common
witness	dag/test/claim/build_artifact_verification_witness_test.dag	If	extdeps.languages.bash.program,extdeps.languages.typescript.program,v2.std.orchestration
witness	dag/test/claim/cache_key_completeness_test.dag	Holds	std.lens_verdict,v2.std.witness
witness	dag/test/claim/cache_purity_verdict_test.dag	Pure	extdeps.realization.cache_purity,std.types
witness	dag/test/claim/ci_deploy_observed_wet_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/ci_deploy_witness_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/ci_failure_class_witness_test.dag	ExitSuccess	extdeps.transports.shell,std.process
witness	dag/test/claim/ci_failure_class_witness_test.dag	Infra	extdeps.gunbc,gunbc.ci_failure_class
witness	dag/test/claim/ci_oom_reclassify_witness_test.dag	Infra	extdeps.gunbc,gunbc.ci_failure_class
witness	dag/test/claim/ci_yaml_parse_witness.dag	ExitSuccess	extdeps.transports.shell,std.process
witness	dag/test/claim/ci_yaml_parse_witness.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
witness	dag/test/claim/ci_yaml_serializer_witness_test.dag	Interpolation	extdeps.github.expressions,v1.std.core
witness	dag/test/claim/ci_yaml_serializer_witness_test.dag	YamlSequence	extdeps.languages.yaml.types,v2.extdeps.formats.yaml
witness	dag/test/claim/ci_yaml_serializer_witness_test.dag	YamlMapping	extdeps.languages.yaml.types,v2.extdeps.formats.yaml
witness	dag/test/claim/ci_yaml_serializer_witness_test.dag	Env	extdeps.container.oci.image_config,extdeps.github.expressions,std.types
witness	dag/test/claim/clock_freshness_witness.dag	Clock	extdeps.clock,std.resources
witness	dag/test/claim/code_change_workflow_witness_test.dag	PullRequest	extdeps.github.actions,extdeps.github.pulls
witness	dag/test/claim/code_change_workflow_witness_test.dag	User	extdeps.access.zanzibar,extdeps.container.oci.image_config,extdeps.github.github,extdeps.llm.openai
witness	dag/test/claim/code_change_workflow_witness_test.dag	Open	extdeps.github.pulls,gunbc.workflow.types,v2.test.fixture.task_manager_demo
witness	dag/test/claim/code_change_workflow_witness_test.dag	Closed	extdeps.github.actions,extdeps.github.pulls,gunbc.workflow.types
witness	dag/test/claim/cr1000a_dhcp_lease_naming_witness_test.dag	Active	extdeps.dhcp.v4,extdeps.os.systemd,gunbc.workflow.types,std.symbols
witness	dag/test/claim/deploy_access_privilege_witness_test.dag	Refused	gunbc.accelerator_demo_plan,gunbc.host_effect_realize,v2.workflow.affected_set_floor_runner
witness	dag/test/claim/deploy_access_privilege_witness_test.dag	Converged	gunbc.bootstrap,std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/deploy_access_privilege_witness_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/deploy_mutation_gate_witness_test.dag	Converged	gunbc.bootstrap,std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/deploy_mutation_gate_witness_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/diagnostic_redfish_witness.dag	Http	extdeps.uri,v2.extdeps.coordination
witness	dag/test/claim/docker_container_stats_witness_test.dag	Running	extdeps.docker.container_inspect,gunbc.workflow.types
witness	dag/test/claim/docker_container_stats_witness_test.dag	MemoryStats	extdeps.docker.container_stats,extdeps.os.free
witness	dag/test/claim/docker_container_stats_witness_test.dag	Exited	extdeps.docker.container_inspect,v2.extdeps.posix
witness	dag/test/claim/docker_container_stats_witness_test.dag	NetworkInterface	extdeps.docker.container_stats,product.network_topology
witness	dag/test/claim/effects_witness_test.dag	DeleteEffect	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	UpsertEffect	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	InputField	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	AppendEffect	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	POST	std.types,v2.std.network
witness	dag/test/claim/effects_witness_test.dag	GET	std.types,v2.std.network
witness	dag/test/claim/effects_witness_test.dag	EffectShape	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	PostAlways	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	ReadEffect	std.effects,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	PUT	std.types,v2.std.network
witness	dag/test/claim/effects_witness_test.dag	CreateIfAbsent	std.effects,std.temporal_effect,v2.std.effects
witness	dag/test/claim/effects_witness_test.dag	DELETE	std.types,v2.std.network
witness	dag/test/claim/effects_witness_test.dag	HttpMethod	std.types,v2.std.network
witness	dag/test/claim/effects_witness_test.dag	CreateEffect	std.effects,v2.std.effects
witness	dag/test/claim/emit_host_typed_smoke_test.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
witness	dag/test/claim/env_freshness_witness.dag	Env	extdeps.container.oci.image_config,extdeps.github.expressions,std.types
witness	dag/test/claim/extdeps_anemia_grounding_witness_test.dag	Aarch64	extdeps.os.ubuntu_install_media,extdeps.toolchain.types
witness	dag/test/claim/extdeps_anemia_grounding_witness_test.dag	User	extdeps.access.zanzibar,extdeps.container.oci.image_config,extdeps.github.github,extdeps.llm.openai
witness	dag/test/claim/extdeps_anemia_grounding_witness_test.dag	FilePath	extdeps.llm.openai,std.types,v2.extdeps.file_system
witness	dag/test/claim/extdeps_anemia_grounding_witness_test.dag	PullRequest	extdeps.github.actions,extdeps.github.pulls
witness	dag/test/claim/extdeps_anemia_grounding_witness_test.dag	Open	extdeps.github.pulls,gunbc.workflow.types,v2.test.fixture.task_manager_demo
witness	dag/test/claim/extdeps_git_versioning_witness_test.dag	Equal	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_git_versioning_witness_test.dag	Greater	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_git_versioning_witness_test.dag	Less	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_llm_type_grounding_witness_test.dag	Assistant	extdeps.llm.anthropic,extdeps.llm.openai
witness	dag/test/claim/extdeps_llm_type_grounding_witness_test.dag	FunctionCall	extdeps.github.expressions,extdeps.llm.openai
witness	dag/test/claim/extdeps_llm_type_grounding_witness_test.dag	Standard	extdeps.llm.anthropic,std.encoding,std.render
witness	dag/test/claim/extdeps_round2_grounding_witness_test.dag	GET	std.types,v2.std.network
witness	dag/test/claim/extdeps_round2_grounding_witness_test.dag	SqlMigrationStep	extdeps.sql.migration,v2.extdeps.formats.sql
witness	dag/test/claim/extdeps_version_semver_witness_test.dag	Greater	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_version_semver_witness_test.dag	Less	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_version_semver_witness_test.dag	Equal	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_version_witness_test.dag	Greater	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_version_witness_test.dag	Less	std.algebra,v2.std.algebra
witness	dag/test/claim/extdeps_version_witness_test.dag	Equal	std.algebra,v2.std.algebra
witness	dag/test/claim/filesystem_entry_kind_witness_test.dag	RegularFile	std.filesystem.types,v2.extdeps.file_system
witness	dag/test/claim/filesystem_entry_kind_witness_test.dag	Symlink	std.filesystem.types,v2.extdeps.file_system
witness	dag/test/claim/filesystem_entry_kind_witness_test.dag	Other	std.behavioral,std.filesystem.types
witness	dag/test/claim/filesystem_write_closure_scale_witness.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
witness	dag/test/claim/filesystem_write_witness.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
witness	dag/test/claim/fleet_converge_emit_test.dag	Terminal	std.disposition,v2.std.grammar
witness	dag/test/claim/fleet_show_effective_read_witness_test.dag	Drifted	gunbc.host_converge,gunbc.roadmap_status,std.upsert_decision
witness	dag/test/claim/gcp_oauth_access_token_witness.dag	FilePath	extdeps.llm.openai,std.types,v2.extdeps.file_system
witness	dag/test/claim/generated_artifact_drift_test.dag	DesignArtifact	gunbc.generated_artifact,gunbc.workflow.types
witness	dag/test/claim/generated_artifact_drift_test.dag	GeneratedArtifact	gunbc.generated_artifact,v2.std.artifact
witness	dag/test/claim/gha_expression_roundtrip_test.dag	FunctionCall	extdeps.github.expressions,extdeps.llm.openai
witness	dag/test/claim/gha_expression_roundtrip_test.dag	Contains	extdeps.github.expressions,v2.std.dependency
witness	dag/test/claim/gha_expression_roundtrip_test.dag	Interpolation	extdeps.github.expressions,v1.std.core
witness	dag/test/claim/github_checks_witness_test.dag	Completed	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types,v2.lens.affected_set.corpus_dependency_view,v2.test.manual.dissolution_subsumption_reverification
witness	dag/test/claim/github_checks_witness_test.dag	InProgress	extdeps.github.checks,extdeps.github.workflow_runs,v2.test.fixture.task_manager_demo
witness	dag/test/claim/github_checks_witness_test.dag	TimedOut	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/github_checks_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/github_merge_state_witness_test.dag	Blocked	extdeps.coverage,extdeps.github.merge_state
witness	dag/test/claim/github_merge_state_witness_test.dag	Clean	extdeps.github.merge_state,gunbc.roadmap_status
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Waiting	extdeps.github.checks,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Cancelled	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Requested	extdeps.github.checks,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	TimedOut	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Queued	extdeps.github.checks,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	InProgress	extdeps.github.checks,extdeps.github.workflow_runs,v2.test.fixture.task_manager_demo
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Skipped	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Completed	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types,v2.lens.affected_set.corpus_dependency_view,v2.test.manual.dissolution_subsumption_reverification
witness	dag/test/claim/github_workflow_runs_witness_test.dag	ActionRequired	extdeps.github.checks,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Neutral	extdeps.github.checks,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Failure	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs
witness	dag/test/claim/github_workflow_runs_witness_test.dag	Pending	extdeps.github.checks,extdeps.github.pulls,extdeps.github.workflow_runs,gunbc.workflow.types,product.compute_fabric
witness	dag/test/claim/go_module_versioning_witness_test.dag	Greater	std.algebra,v2.std.algebra
witness	dag/test/claim/go_module_versioning_witness_test.dag	Equal	std.algebra,v2.std.algebra
witness	dag/test/claim/go_module_versioning_witness_test.dag	Less	std.algebra,v2.std.algebra
witness	dag/test/claim/grounded_principal_witness_test.dag	Deny	extdeps.access.aws_iam,std.access
witness	dag/test/claim/gunbhub_serve_witness_test.dag	GET	std.types,v2.std.network
witness	dag/test/claim/gunbhub_serve_witness_test.dag	POST	std.types,v2.std.network
witness	dag/test/claim/hardware_selection_witness_test.dag	Aarch64	extdeps.os.ubuntu_install_media,extdeps.toolchain.types
witness	dag/test/claim/host_effect_apply_witness_test.dag	AppendEffect	std.effects,v2.std.effects
witness	dag/test/claim/host_effect_apply_witness_test.dag	Converged	gunbc.bootstrap,std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/host_effect_apply_witness_test.dag	Refused	gunbc.accelerator_demo_plan,gunbc.host_effect_realize,v2.workflow.affected_set_floor_runner
witness	dag/test/claim/host_standup_assimilation_deduction_witness_test.dag	Prefix	extdeps.languages.typescript.program,gunbc.host_standup
witness	dag/test/claim/host_standup_assimilation_deduction_witness_test.dag	Drifted	gunbc.host_converge,gunbc.roadmap_status,std.upsert_decision
witness	dag/test/claim/host_standup_assimilation_deduction_witness_test.dag	Refuse	std.upsert_decision,v2.lens.enforcement.standing_intent
witness	dag/test/claim/host_standup_assimilation_deduction_witness_test.dag	Converged	gunbc.bootstrap,std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/host_standup_spine_witness_test.dag	Converged	gunbc.bootstrap,std.realization_reconcile,std.upsert_decision
witness	dag/test/claim/host_standup_spine_witness_test.dag	Prefix	extdeps.languages.typescript.program,gunbc.host_standup
witness	dag/test/claim/html_roundtrip_test.dag	IngestRejected	extdeps.languages.html,v2.lens.enforcement.cost_coverage
witness	dag/test/claim/js_site_emit_test.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
witness	dag/test/claim/json_emit_corpus_witness.dag	ExitSuccess	extdeps.transports.shell,std.process
witness	dag/test/claim/lens_verdict_witness_test.dag	Holds	std.lens_verdict,v2.std.witness
witness	dag/test/claim/live_deploy/emit_test.dag	Owned	extdeps.languages.rust.types,gunbc.live_deploy.spec
witness	dag/test/claim/long/reference_closure_equivalence_test.dag	Rejected	std.markup,v2.std.diagnostic,v2.test.manual.forensics_6280_synth_owner_a,v2.test.manual.forensics_6280_synth_owner_b,v2.test.manual.forensics_6280_synth_owner_c
witness	dag/test/claim/long/reference_closure_equivalence_test.dag	Accepted	gunbc.workflow.types,v2.std.diagnostic
witness	dag/test/claim/map_lookup_dual_dispatch_witness_test.dag	Holds	std.lens_verdict,v2.std.witness
witness	dag/test/claim/markdown_markup_xss_witness_test.dag	Rejected	std.markup,v2.std.diagnostic,v2.test.manual.forensics_6280_synth_owner_a,v2.test.manual.forensics_6280_synth_owner_b,v2.test.manual.forensics_6280_synth_owner_c
witness	dag/test/claim/materialization_ladder_witness_test.dag	Frame	std.materialization_ladder,std.render
witness	dag/test/claim/medium_fidelity_witness_test.dag	Medium	extdeps.communication.medium,product.network_topology,std.behavioral
witness	dag/test/claim/merge_admission_actuator_witness_test.dag	Skipped	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/merge_admission_actuator_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/merge_admission_deployed_gate_control_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/merge_admission_enforcement_witness_test.dag	Terminal	std.disposition,v2.std.grammar
witness	dag/test/claim/merge_admission_enforcement_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/merge_admission_producer_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/merge_admission_producer_witness_test.dag	Skipped	extdeps.github.checks,extdeps.github.workflow_runs,gunbc.workflow.types
witness	dag/test/claim/merge_admission_producer_witness_test.dag	Failure	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs
witness	dag/test/claim/merge_admission_witness_test.dag	Success	extdeps.github.checks,extdeps.github.expressions,extdeps.github.workflow_runs,gunbc.workflow.types,std.symbols
witness	dag/test/claim/nbd_proxy_serve_transport_witness_test.dag	Terminal	std.disposition,v2.std.grammar
witness	dag/test/claim/nbd_proxy_virtual_media_install_witness_test.dag	Terminal	std.disposition,v2.std.grammar
witness	dag/test/claim/oomd_install_grounding_witness_test.dag	Active	extdeps.dhcp.v4,extdeps.os.systemd,gunbc.workflow.types,std.symbols
witness	dag/test/claim/oomd_install_grounding_witness_test.dag	Inactive	extdeps.dhcp.v4,extdeps.os.systemd
witness	dag/test/claim/orchestration_if_emit_test.dag	And	std.syntax,v2.std.orchestration
witness	dag/test/claim/orchestration_if_emit_test.dag	If	extdeps.languages.bash.program,extdeps.languages.typescript.program,v2.std.orchestration
witness	dag/test/claim/orchestration_if_emit_test.dag	Rejected	std.markup,v2.std.diagnostic,v2.test.manual.forensics_6280_synth_owner_a,v2.test.manual.forensics_6280_synth_owner_b,v2.test.manual.forensics_6280_synth_owner_c
witness	dag/test/claim/orchestration_if_emit_test.dag	Not	v1.std.core,v2.std.orchestration
witness	dag/test/claim/orchestration_if_emit_test.dag	Accepted	gunbc.workflow.types,v2.std.diagnostic
witness	dag/test/claim/os_free_witness_test.dag	MemoryStats	extdeps.docker.container_stats,extdeps.os.free
witness	dag/test/claim/os_install_actuator_selection_witness_test.dag	Terminal	std.disposition,v2.std.grammar
witness	dag/test/claim/os_systemd_witness_test.dag	Active	extdeps.dhcp.v4,extdeps.os.systemd,gunbc.workflow.types,std.symbols
witness	dag/test/claim/os_systemd_witness_test.dag	Failed	extdeps.os.systemd,gunbc.workflow.types,v2.test.manual.dissolution_subsumption_reverification
witness	dag/test/claim/output_policy_witness_test.dag	Diagnostic	gunbc.output_policy,v2.std.diagnostic
witness	dag/test/claim/plan_lens_witness_test.dag	Plan	gunbc.plan,gunbc.workflow.types
witness	dag/test/claim/python_pep440_version_witness_test.dag	Equal	std.algebra,v2.std.algebra
witness	dag/test/claim/python_pep440_version_witness_test.dag	Less	std.algebra,v2.std.algebra
witness	dag/test/claim/python_pep440_version_witness_test.dag	Greater	std.algebra,v2.std.algebra
witness	dag/test/claim/random_bytes_csprng_witness_test.dag	Standard	extdeps.llm.anthropic,std.encoding,std.render
witness	dag/test/claim/realization_reconcile_witness_test.dag	Recompute	std.cache_interface,std.realization
witness	dag/test/claim/realization_reconcile_witness_test.dag	CreateEffect	std.effects,v2.std.effects
witness	dag/test/claim/realization_reconcile_witness_test.dag	InputField	std.effects,v2.std.effects
