# census_sha	38cbcd2917d33cbd094498dacb0fd5dd3da8936a
# PROVISIONAL_UNFROZEN — freeze waits peel #7630 merge + re-census pin
# key grain: TYPE x (file, span_start, span_end)
# disposition	provisional_incidental_debt
# note	post-main-merge re-census: compile-clean SITE dump + heal/run closure extras (byte spans)
# types	416	sites	2133
# TYPE	NonEmptyStr	392
NonEmptyStr	dag/gunbc/host_standup_assimilation_deduction.dag	729	740
NonEmptyStr	dag/gunbc/pr_digests.dag	156	167
NonEmptyStr	dag/gunbc/review_verdict.dag	204	215
NonEmptyStr	dag/gunbc/review_verdict.dag	313	324
NonEmptyStr	dag/gunbc/review_verdict.dag	336	347
NonEmptyStr	dag/gunbc/review_verdict.dag	520	531
NonEmptyStr	dag/gunbc/review_verdict.dag	1430	1441
NonEmptyStr	dag/gunbc/review_verdict.dag	1744	1755
NonEmptyStr	dag/gunbc/review_verdict.dag	1820	1831
NonEmptyStr	dag/gunbc/review_verdict.dag	2160	2171
NonEmptyStr	dag/gunbc/review_verdict.dag	2432	2443
NonEmptyStr	dag/gunbc/runner_unit_live_read.dag	74	85
NonEmptyStr	dag/gunbc/runner_unit_live_read.dag	209	220
NonEmptyStr	dag/gunbc/runner_unit_live_read.dag	264	275
NonEmptyStr	dag/gunbc/runner_unit_live_read.dag	455	466
NonEmptyStr	dag/gunbc/srv3_os_install_actuate.dag	901	912
NonEmptyStr	dag/gunbc/tailscale_acl_emit.dag	238	249
NonEmptyStr	dag/gunbc/tools/bmc_first_contact.dag	217	228
NonEmptyStr	dag/gunbc/tools/bmc_read_telemetry.dag	740	751
NonEmptyStr	dag/gunbc/tools/bmc_read_telemetry.dag	794	805
NonEmptyStr	dag/gunbc/tools/card_intake.dag	5481	5492
NonEmptyStr	dag/gunbc/tools/ebay_listing.dag	630	641
NonEmptyStr	dag/gunbc/tools/ebay_listing.dag	651	662
NonEmptyStr	dag/gunbc/tools/ebay_listing.dag	824	835
NonEmptyStr	dag/gunbc/tools/ebay_listing.dag	857	868
NonEmptyStr	dag/gunbc/tools/ebay_listing.dag	889	900
NonEmptyStr	dag/product/compute_fabric.dag	319	330
NonEmptyStr	dag/product/compute_fabric.dag	543	554
NonEmptyStr	dag/product/compute_fabric.dag	645	656
NonEmptyStr	dag/product/hardware_selection.dag	393	404
NonEmptyStr	dag/product/hardware_selection.dag	2933	2944
NonEmptyStr	dag/product/hardware_selection.dag	3168	3179
NonEmptyStr	dag/std/os/invocation.dag	69	80
NonEmptyStr	dag/std/os/invocation.dag	208	219
NonEmptyStr	dag/std/os/invocation.dag	230	241
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	919	930
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	1048	1059
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	1109	1120
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	1585	1596
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	2210	2221
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	2758	2769
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	3019	3030
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	3182	3193
NonEmptyStr	dag/test/claim/build_cache_endpoint_path_test.dag	5174	5185
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	1049	1060
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	1187	1198
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	1248	1259
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	6833	6844
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	7878	7889
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	8216	8227
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	8910	8921
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	9748	9759
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	10043	10054
NonEmptyStr	dag/test/claim/build_cache_ensure_test.dag	10133	10144
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	934	945
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	995	1006
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	1242	1253
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	1284	1295
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	1692	1703
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	1751	1762
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	1927	1938
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	4400	4411
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	7185	7196
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	8790	8801
NonEmptyStr	dag/test/claim/build_cache_placement_observation_test.dag	9046	9057
NonEmptyStr	dag/test/claim/code_change_workflow_witness_test.dag	144	155
NonEmptyStr	dag/test/claim/code_change_workflow_witness_test.dag	195	206
NonEmptyStr	dag/test/claim/code_change_workflow_witness_test.dag	473	484
NonEmptyStr	dag/test/claim/cr1000a_dhcp_lease_naming_witness_test.dag	979	990
NonEmptyStr	dag/test/claim/cr1000a_dhcp_lease_naming_witness_test.dag	1784	1795
NonEmptyStr	dag/test/claim/diagnostic_redfish_witness.dag	78	89
NonEmptyStr	dag/test/claim/diagnostic_redfish_witness.dag	137	148
NonEmptyStr	dag/test/claim/diagnostic_redfish_witness.dag	191	202
NonEmptyStr	dag/test/claim/env_freshness_witness.dag	62	73
NonEmptyStr	dag/test/claim/extdeps_github_errors_url_grounding_witness_test.dag	156	167
NonEmptyStr	dag/test/claim/fleet_show_effective_read_witness_test.dag	7420	7431
NonEmptyStr	dag/test/claim/fleet_show_effective_read_witness_test.dag	7765	7776
NonEmptyStr	dag/test/claim/fleet_show_effective_read_witness_test.dag	8006	8017
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	222	233
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	296	307
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	3409	3420
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	5763	5774
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	5841	5852
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	6349	6360
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	6635	6646
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	7360	7371
NonEmptyStr	dag/test/claim/grounded_principal_witness_test.dag	7974	7985
NonEmptyStr	dag/test/claim/host_build_cache_provision_design_witness_test.dag	8161	8172
NonEmptyStr	dag/test/claim/host_compile_pool_test.dag	686	697
NonEmptyStr	dag/test/claim/host_compile_pool_test.dag	3539	3550
