caller_module	caller_decl	callee	formal_index	formal_label	exempt	call_file	call_start	actual_file	actual_start	actual_end	formal_type	actual_type	why	outcome	cause
v2.compiler.eval	interpretation_cache_digest_authority_hash	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	25696	src/v2/compiler/05_eval.dag	25721	25745	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	interpretation_cache_digest_authority_hash	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	26262	src/v2/compiler/05_eval.dag	26291	26315	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	interpretation_cache_digest_authority_hash	combine_hash	1	b	exempt	src/v2/compiler/05_eval.dag	26262	src/v2/compiler/05_eval.dag	26355	26371	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	interpretation_cache_digest_authority_hash	combine_hash	1	b	exempt	src/v2/compiler/05_eval.dag	26235	src/v2/compiler/05_eval.dag	26398	26414	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	interpretation_cache_digest_authority_hash	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	26113	src/v2/compiler/05_eval.dag	26138	26162	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	test_claim_evaluator_digest_node	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	26856	src/v2/compiler/05_eval.dag	26877	26901	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	test_claim_evaluator_digest_node	combine_hash	1	b	exempt	src/v2/compiler/05_eval.dag	26856	src/v2/compiler/05_eval.dag	26936	26974	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	test_claim_cache_interpretation_hash_node	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	27160	src/v2/compiler/05_eval.dag	27183	27221	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	test_claim_cache_interpretation_hash_node	combine_hash	1	b	exempt	src/v2/compiler/05_eval.dag	27160	src/v2/compiler/05_eval.dag	27258	27290	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.eval	test_claim_cache_interpretation_hash_node	combine_hash	0	a	exempt	src/v2/compiler/05_eval.dag	27090	src/v2/compiler/05_eval.dag	27111	27131	Product(Fnv1a64Structural)	Primitive(Hash)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Fnv1a64Structural aname=Hash	WouldDiagnose	
v2.compiler.emit	serialize_source_for_emitted	target_serialize_source_from_model	1	emitted	exempt	src/v2/compiler/05_emit.dag	439	src/v2/compiler/05_emit.dag	499	506	Product(Node)	Primitive(TargetNodeTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=TargetNodeTree	WouldDiagnose	
v2.compiler.source_authority	source_ast_equal_witness	source_authority_node_equal	0	left	exempt	src/v2/compiler/source_authority.dag	60231	src/v2/compiler/source_authority.dag	60273	60274	Product(Node)	Primitive(ParseTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ParseTree	WouldDiagnose	
v2.compiler.source_authority	source_ast_equal_witness	source_authority_node_equal	1	right	exempt	src/v2/compiler/source_authority.dag	60231	src/v2/compiler/source_authority.dag	60295	60296	Product(Node)	Primitive(ParseTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ParseTree	WouldDiagnose	
v2.compiler.source_authority	semantic_ir_equal_witness	source_authority_node_equal	0	left	exempt	src/v2/compiler/source_authority.dag	61083	src/v2/compiler/source_authority.dag	61125	61126	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.source_authority	semantic_ir_equal_witness	source_authority_node_equal	1	right	exempt	src/v2/compiler/source_authority.dag	61083	src/v2/compiler/source_authority.dag	61147	61148	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.source_authority	source_authority_round_trip_with_model	target_serialize_source_from_model	1	emitted	exempt	src/v2/compiler/source_authority.dag	65353	src/v2/compiler/source_authority.dag	65470	65471	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.source_authority	source_authority_round_trip_with_model	target_serialize_source_from_model	1	emitted	exempt	src/v2/compiler/source_authority.dag	65576	src/v2/compiler/source_authority.dag	65701	65702	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.source_authority	canonical_dag_source_parse_print_law	target_serialize_source_from_model	1	emitted	exempt	src/v2/compiler/source_authority.dag	68240	src/v2/compiler/source_authority.dag	68357	68358	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.source_authority	canonical_dag_source_parse_print_law	target_serialize_source_from_model	1	emitted	exempt	src/v2/compiler/source_authority.dag	68463	src/v2/compiler/source_authority.dag	68588	68589	Product(Node)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ResolvedTree	WouldDiagnose	
v2.compiler.compile	compile_inferred	inputs_root_only	0	root	exempt	src/v2/compiler/00_compile.dag	10784	src/v2/compiler/00_compile.dag	10807	10814	Product(Node)	Primitive(RuntimeTarget)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=RuntimeTarget	WouldDiagnose	
v2.compiler.compile	compile	infer	0	tree	exempt	src/v2/compiler/00_compile.dag	11126	src/v2/compiler/00_compile.dag	11138	11144	Primitive(ResolvedTree)	Primitive(CoreNode)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=ResolvedTree aname=CoreNode	WouldDiagnose	
v2.compiler.compile	validate_then_compile	infer	0	tree	exempt	src/v2/compiler/00_compile.dag	11602	src/v2/compiler/00_compile.dag	11614	11620	Primitive(ResolvedTree)	Primitive(CoreNode)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=ResolvedTree aname=CoreNode	WouldDiagnose	
v2.compiler.compile	compile_ingest_with_admission	validate_then_compile	0	source	exempt	src/v2/compiler/00_compile.dag	13625	src/v2/compiler/00_compile.dag	13678	13686	Primitive(CoreNode)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=CoreNode aname=ResolvedTree	WouldDiagnose	
v2.compiler.compile	compile_source_root_ingest_with_admission	validate_then_compile	0	source	exempt	src/v2/compiler/00_compile.dag	14805	src/v2/compiler/00_compile.dag	14846	14854	Primitive(CoreNode)	Product(Node)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=CoreNode aname=Node	WouldDiagnose	
v2.compiler.compile	stage_translate	validate_then_compile	0	source	exempt	src/v2/compiler/00_compile.dag	16235	src/v2/compiler/00_compile.dag	16274	16282	Primitive(CoreNode)	Primitive(ResolvedTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=CoreNode aname=ResolvedTree	WouldDiagnose	
v2.compiler.ingest	parse_tree_to_emitted_node	operational_parse_tree_project_to_formal_captures	0	captured	exempt	src/v2/compiler/03_ingest.dag	6187	src/v2/compiler/03_ingest.dag	6256	6266	Product(Node)	Primitive(ParseTree)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=ParseTree	WouldDiagnose	
v2.compiler.ingest	parse_tree_to_target_model_bridge	infer	0	tree	exempt	src/v2/compiler/03_ingest.dag	6676	src/v2/compiler/03_ingest.dag	6688	6695	Primitive(ResolvedTree)	Product(Node)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=ResolvedTree aname=Node	WouldDiagnose	
v2.compiler.ingest	cross_language_compile	neutralize_core_for_target	0	core	exempt	src/v2/compiler/03_ingest.dag	7251	src/v2/compiler/03_ingest.dag	7284	7288	Product(Node)	Primitive(CoreNode)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=Node aname=CoreNode	WouldDiagnose	
v2.compiler.ingest	cross_language_compile	infer	0	tree	exempt	src/v2/compiler/03_ingest.dag	7381	src/v2/compiler/03_ingest.dag	7393	7404	Primitive(ResolvedTree)	Product(Node)	nominal=true container=false kernel=false bg_fa=false bg_af=false lookup_formal=true lookup_actual=true fname=ResolvedTree aname=Node	WouldDiagnose	
