source_log	subject	planned	module	function	max_ms
ci	109d8d966ce221be	10114	test.claim.altra_contact_map_witness	w_ingested_contact_map_admits_at_declared_population	459
ci	109d8d966ce221be	10114	test.claim.altra_contact_map_witness	w_classified_population_cross_foots_pin_summary	416
ci	109d8d966ce221be	10114	test.claim.altra_contact_map_witness	w_differential_pairs_are_complete_in_the_ingested_map	439
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_reason_is_a_surface	103
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_reason_empty_text_removes_the_line	105
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_dispatch_answer_reaches_the_surface	107
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_unreadable_answer_reaches_the_surface	110
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_unreadable_answer_does_not_name_the_network	109
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_workflow_segment_reaches_the_surface	107
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_workflow_segment_falls_closed_on_empty_detail	108
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_title_stays_a_convenience	104
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_reason_surface_is_styled	133
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_stage_accessible_name_keeps_label_and_state	109
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_workflow_refusal_reason_survives_concatenation	108
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_absent_reason_phrase_has_one_spelling	108
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_cleanup_refusal_reaches_the_surface	110
ci	109d8d966ce221be	10114	test.claim.anomaly_evidence_witness	anomaly_instance_label_keeps_both_halves	109
ci	109d8d966ce221be	10114	test.claim.cargo_artifact_selection_witness	the_real_build_script_build_collision_refuses_as_ambiguous	107
ci	109d8d966ce221be	10114	test.claim.codex_package_delivery_wet_witness_test	acquire_required_codex_tarball_sha512_matches_lock	384
ci	109d8d966ce221be	10114	test.claim.codex_package_delivery_wet_witness_test	acquire_exact_target_pair_admits_wrapper_and_platform	394
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	committed_codex_lock_parses_v3_roster	394
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	committed_codex_lock_admits_under_codex_profile	400
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	openai_codex_wrapper_selected_by_exact_lock_node_key	404
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	linux_arm64_exact_closure_is_wrapper_plus_platform_lock_node	403
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	selected_node_with_install_script_refuses	403
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	selected_node_wrong_version_keeps_key_but_refuses	398
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	selected_node_wrong_optional_keeps_key_but_refuses	405
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	selected_platform_wrong_os_keeps_key_but_refuses	406
ci	109d8d966ce221be	10114	test.claim.codex_package_lock_parse_witness_test	archive_digest_admission_matches_and_mismatches	386
ci	109d8d966ce221be	10114	test.claim.commit_check_demand_witness	commit_check_demand_canonical_roster_refuses_empty_or_truncated_discovery	110
ci	109d8d966ce221be	10114	test.claim.commit_witness_claim_roster_witness	commit_witness_claim_roster_red_control_holds	62680
ci	109d8d966ce221be	10114	test.claim.compile_diagnostic_census_witness	census_reports_advisory_severity_as_data	593
ci	109d8d966ce221be	10114	test.claim.compute_board_article_witness	w_one_article_feeds_both_emissions	163
ci	109d8d966ce221be	10114	test.claim.compute_board_emission_entry_witness	w_the_same_board_still_emits_for_a_target_that_can_render_it	156
ci	109d8d966ce221be	10114	test.claim.compute_board_readiness_witness	w_altra_contact_map_is_published_and_lands_in_design_family	422
ci	109d8d966ce221be	10114	test.claim.compute_board_simulation_receipt_witness	w_the_executed_verilog_is_what_the_product_emits_today	156
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_single_param_lambda_parses	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_multi_param_lambda_parses	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_lambda_in_pipeline_parses	503
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_authored_algebra_shape_parses	503
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_lambda_block_body_parses	502
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_match_arm_fat_arrow_unchanged	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_named_arg_unchanged	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_paren_arithmetic_unchanged	503
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_sum_decl_unchanged	503
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_missing_body_refuses_RED	502
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_missing_param_refuses_RED	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_single_paren_param_refuses_RED	501
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_zero_param_refuses_RED	504
ci	109d8d966ce221be	10114	gunbc.test.claim.dag_arrow_lambda_witness_test	witness_pre_repair_grammar_restores_the_RED	503
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_data_ref_with_coproduct_type_is_not_variant_value	2229
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_imported_external_authority_positive_control	2225
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_two_unrelated_scaffold_arms_do_not_alias	2217
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_two_unrelated_shared_nullary_arms_do_not_alias	2321
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_disposition_scaffold_constructor_is_std_disposition	2184
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_terminal_vs_scaffold_constructors_distinct	2170
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_single_authority_vs_realization_dispatch_distinct	2180
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_whole_declaration_vs_named_field_field_grain	2214
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_scaffold_dissolves_to_resolves_single_authority	2236
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_closure_b_specimen_resolves_to_b_parent	2258
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_explicit_import_resolves_to_a_when_b_also_loaded	2263
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_explicit_import_does_not_resolve_to_b	2251
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_nullary_mechanism_projection_shape	2127
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_fact_lookup_duplicate_qualified_identity_returns_ambiguous_both_candidates	2098
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_unimported_globally_unique_refuses_constructor_resolution	2140
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_lookup_missing_vs_present_fact_distinct	2143
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_reflection_refused_vs_not_variant_value_projections_distinct	2146
ci	109d8d966ce221be	10114	test.claim.decl_facts_initializer_projection_witness_test	decl_facts_duplicate_qn_pool_declaration_lookup_per_candidate_is_unique	2258
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_fixture_pool_decl_facts_nonempty	2018
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_outer_record_constructor_scaffold_lexeme_surfaces	2191
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_outer_record_constructor_terminal_lexeme_surfaces	2195
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_declaration_ref_bind_fields_surface_in_scaffold_specimen	2188
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_named_field_declaration_ref_surfaces	2181
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_plain_int_specimen_has_no_coproduct_constructor_lexemes	2177
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_nullary_variant_value_absent_without_infer_stamping_top_level	2202
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_nullary_variant_value_absent_without_infer_stamping_nested	2158
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_fn_body_param_reference_does_not_gain_constructor_lexemes	2198
ci	109d8d966ce221be	10114	test.claim.decl_facts_reflection_witness_test	w_fn_body_local_bindings_do_not_gain_constructor_lexemes	2186
ci	109d8d966ce221be	10114	test.claim.design_register_lift_parity_witness	witness_roadmap_css_digest_pinned	155
ci	109d8d966ce221be	10114	test.claim.dispatch_attempts_witness	attempts_client_renders_and_shouts	106
ci	109d8d966ce221be	10114	test.claim.dispatch_attempts_witness	attempts_row_is_styled	139
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_reserved_width_is_caption_projection	134
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_chip_material_is_band_paint	138
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_chip_wrong_paint_not_shipped	137
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_located_fields_surface_to_title	110
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_dispatch_receipt_is_provider_agnostic	152
ci	109d8d966ce221be	10114	test.claim.dispatch_presentation_witness	witness_js_and_css_share_class_authority	256
ci	109d8d966ce221be	10114	test.claim.dispatch_stop_witness	stop_client_carries_the_chip	106
ci	109d8d966ce221be	10114	test.claim.dispatch_stop_witness	stop_chip_is_styled	138
ci	109d8d966ce221be	10114	test.claim.dispatch_stop_witness	dashboard_instance_stop_contract_keystone_holds	287
ci	109d8d966ce221be	10114	test.claim.dissolution_census_witness_test	unbound_dissolution_empty_literal_refuses	277
ci	109d8d966ce221be	10114	test.claim.dissolution_census_witness_test	unbound_dissolution_nonempty_literal_accepts	619
ci	109d8d966ce221be	10114	test.claim.doc_reachability_witness	doc_graph_has_no_orphan_docs	101
ci	109d8d966ce221be	10114	test.claim.doc_reachability_witness	doc_graph_hand_authored_slugs_not_registered	102
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	string_length_call_borrows_string_arg	576
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	list_slice_emits_usize_range_bounds	585
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	skip_first_emits_iter_skip_next	570
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	unit_return_discards_optional_tail	562
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	red_string_length_unborrowed_arg_is_absent	574
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	red_list_slice_bare_integer_range_is_absent	566
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	red_skip_first_direct_index_is_absent	559
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	red_skip_first_option_cloned_tail_is_absent	568
ci	109d8d966ce221be	10114	test.claim.e0308_mechanical_trio_test	red_planted_optional_return_refuses_unit_witness	575
ci	109d8d966ce221be	10114	test.claim.effect_plan_bash_materialize_real_execution_witness	effect_plan_bash_two_declared_operations_execute	208
ci	109d8d966ce221be	10114	test.claim.effect_plan_bash_materialize_real_execution_witness	effect_plan_bash_fail_fast_prevents_later_operation_execution	202
ci	109d8d966ce221be	10114	test.claim.effect_plan_bash_materialize_real_execution_witness	effect_plan_bash_metachar_and_newline_cannot_open_a_statement	170
ci	109d8d966ce221be	10114	test.claim.emitted_lib_rs_module_declaration_witness_test	small_crate_lib_rs_omits_unemitted_dispatch_module	572
ci	109d8d966ce221be	10114	test.claim.emitted_lib_rs_module_declaration_witness_test	small_crate_lib_rs_declares_its_own_emitted_module	573
ci	109d8d966ce221be	10114	test.claim.emitted_lib_rs_module_declaration_witness_test	partial_crate_declares_macro_provider_before_ordinary_modules	571
ci	109d8d966ce221be	10114	test.claim.emitter_nested_refinement_cast_witness_test	single_refinement_carrier_emits_no_unsupported_cast	569
ci	109d8d966ce221be	10114	test.claim.emitter_nested_refinement_cast_witness_test	nested_refinement_carrier_deficit_remains_observable	570
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	user_defined_present_inside_optional_returning_fn_is_unaffected	563
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	optional_payload_cast_lowers_to_some	581
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	plain_return_with_cast_lowers_to_some	578
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	hoisted_cast_lowers_to_some	575
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	refined_return_without_cast_lowers_to_some	569
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	user_enum_cast_payload_keeps_variant_name	568
ci	109d8d966ce221be	10114	test.claim.emitter_optional_payload_cast_witness_test	user_defined_present_variant_is_unaffected	573
ci	109d8d966ce221be	10114	test.claim.emitter_optional_present_branded_scalar_witness_test	present_branded_scalar_cast_emits_some_not_optional_string	561
ci	109d8d966ce221be	10114	test.claim.exact_witness_admission_witness	exact_witness_admission_walls_hold	131
ci	109d8d966ce221be	10114	test.claim.exact_witness_admission_witness	declared_long_budget_reaches_the_ceiling_roster_without_the_batch_roster	118
ci	109d8d966ce221be	10114	test.claim.extdeps_scope_placement_gate_loudness_witness	red_seed_runner_failure_detail_projects_located_receipt	42983
ci	109d8d966ce221be	10114	test.claim.floor_component_receipt_witness_test	fcr_receipt_decodes_through_the_strict_reader	102
ci	109d8d966ce221be	10114	test.claim.g2_data_reference_under_selection_witness_test	specimen_classifies_as_runtime_read	12642
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	containment_path_clone_bound_positive	384
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	declared_generic_type_propagation_positive	355
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	coproduct_well_formedness_propagation_positive	379
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	recursive_declared_type_saturation_positive	396
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	both_triggers_render_single_bound	394
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	unbounded_declared_container_negative_control	396
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	fn_wf_bound_propagation_positive	403
ci	109d8d966ce221be	10114	test.claim.generic_item_clone_bound_witness	impl_accessor_inherits_item_bound_once	400
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_all_committed_paths_have_merge_rows_holds	3720
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_projection_population_contains_stage0_rust	176
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_presentation_policy_row_present_holds	167
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_committed_matches_emit_holds	167
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_red_missing_merge_row_fails	179
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_red_perturbed_emit_drifts	190
ci	109d8d966ce221be	10114	test.claim.gitattributes_emit_witness	witness_holds	192
ci	109d8d966ce221be	10114	test.claim.guarantee_probe_corpus_witness_test	sole_constructor_forged_literal_red_refuses	387
ci	109d8d966ce221be	10114	test.claim.guarantee_probe_corpus_witness_test	sole_constructor_mint_fn_hole_still_compile_clean	1076
ci	109d8d966ce221be	10114	test.claim.guarantee_probe_corpus_witness_test	sole_constructor_forged_red_does_not_satisfy_green_expectation	399
ci	109d8d966ce221be	10114	test.claim.instrument_motion_page_witness	witness_motion_page_renders_through_its_route	242
ci	109d8d966ce221be	10114	test.claim.instrument_motion_page_witness	witness_page_ships_both_decided_sequences	246
ci	109d8d966ce221be	10114	test.claim.instrument_motion_page_witness	witness_receipt_starts_unanswered	236
ci	109d8d966ce221be	10114	test.claim.instrument_motion_page_witness	witness_note_class_wire_matches_stylesheet_selector	213
ci	109d8d966ce221be	10114	test.claim.instrument_sandbox_witness	instrument_sandbox_keystone_holds	178
ci	109d8d966ce221be	10114	test.claim.instrument_tuner_witness	instrument_tuner_keystone_holds	188
ci	109d8d966ce221be	10114	test.claim.legacy_test_behavior_disposition_acceptance_test	legacy_test_behavior_unclassified_frontier_is_zero	104
ci	109d8d966ce221be	10114	test.claim.lever_a_local_receipt_witness	lever_a_local_receipts_hold	403
ci	109d8d966ce221be	10114	dag.test.claim.lifecycle_survivor_corpus_census	no_raw_lifecycle_string_survivors_remain	19841
ci	109d8d966ce221be	10114	dag.test.claim.lifecycle_survivor_corpus_census	scan_denominator_is_a_real_corpus	19773
ci	109d8d966ce221be	10114	dag.test.claim.lifecycle_survivor_corpus_census	scan_denominator_contains_bare_string_declarations	19770
ci	109d8d966ce221be	10114	dag.test.claim.lifecycle_survivor_corpus_census	scan_reads_a_declared_type_for_every_declaration	19850
ci	109d8d966ce221be	10114	dag.test.claim.lifecycle_survivor_corpus_census	scan_denominator_includes_test_modules	20240
ci	109d8d966ce221be	10114	test.claim.live_deploy.apply	witness_digest_readback_script_is_bounded_and_post_mutation	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_blue_and_green_retirement_both_preserve_reusable_dispatch_state	504
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_provisions_attempt_state_root_owned	267
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_retract_attempt_state_root_refuses_when_nonempty	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_emits_no_embedded_preflight_and_only_sudoers	270
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_retract_preamble_acknowledges_shared_sudoers_install	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_contains_systemd_and_tailscale	272
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_wires_memory_cap_deploy_consumer	268
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_scripts_stay_within_ci_runner_grants	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_tree_sync_restart_diagnoses_on_failure	268
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_retract_script_owned_only	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_has_no_node_server	273
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_has_no_frozen_page	270
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_excludes_readback_curls	269
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_retract_owned_process_removes_serve_service	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	witness_apply_script_access_ready_not_deploy_access_poison	270
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	emitted_twin_scripts_touch_none_of_productions_effects	348
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	twin_belt_timer_actuates_its_own_tree_not_productions	345
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	emitted_twin_retract_removes_nothing_of_productions	500
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	twin_apply_creates_its_own_binary_parent_directory	345
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	twin_and_production_configure_disjoint_tailscale_endpoints	506
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	retract_is_not_emitted_without_an_observed_scoped_removal	505
ci	109d8d966ce221be	10114	test.claim.live_deploy.emit	fleet_converge_timer_not_installed_by_deploy_apply	270
ci	109d8d966ce221be	10114	test.claim.live_deploy.readiness	witness_ssh_mock_stdout_is_discriminating_red	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.readiness	witness_accept_no_response_probe_fails_fast_not_hangs	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.readiness	witness_transport_get_probe_over_ssh_does_not_ground_mock_stdout	504
ci	109d8d966ce221be	10114	test.claim.live_deploy.readiness	witness_bounded_poll_one_iteration_composes_probe_and_modeled_sleep	502
ci	109d8d966ce221be	10114	test.claim.live_deploy.readiness	witness_bounded_poll_early_exit_on_grounded_read	502
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_matching_release_and_surface_grounds	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_readiness_refuses_when_reported_revision_is_not_the_admitted_one	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_third_candidate_still_sees_launched_revision	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_body_without_release_identity_refuses	502
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_correct_artifacts_with_wrong_bundle_identity_refuses	501
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_correct_identity_with_one_stale_artifact_refuses	507
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_surface_projection_ignores_identity_members	502
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_identity_round_trips_from_served_body	503
ci	109d8d966ce221be	10114	test.claim.live_deploy.running_release_identity_witness_test	witness_absent_identity_is_typed_absent_not_unparseable	503
ci	109d8d966ce221be	10114	test.claim.live_rust_observation_contract	control_matching_revision_admits_with_exact_counts	123
ci	109d8d966ce221be	10114	test.claim.live_rust_observation_contract	control_7_receipt_verdict_is_the_fold_of_the_same_observation	122
ci	109d8d966ce221be	10114	gunbc.test.claim.namespace_graft_body_dissolution_witness_test	witness_type_fn_module_dissolution_refuses_RED	501
ci	109d8d966ce221be	10114	gunbc.test.claim.namespace_graft_body_dissolution_witness_test	witness_type_only_module_dissolution_refuses_RED	501
ci	109d8d966ce221be	10114	gunbc.test.claim.namespace_graft_body_dissolution_witness_test	witness_lowered_body_module_still_grafts	502
ci	109d8d966ce221be	10114	gunbc.test.claim.namespace_graft_body_dissolution_witness_test	witness_header_only_module_still_accepts	502
ci	109d8d966ce221be	10114	test.claim.non_fold_residue_frontier	non_fold_residue_frontier_keyed_roster_build_admits	135
ci	109d8d966ce221be	10114	test.claim.non_fold_residue_witness	non_fold_residue_clean_holds	476
ci	109d8d966ce221be	10114	test.claim.occurrence_identity_witness_test	occurrence_identity_typed_ordinal_boundary_refuses_raw_scalar_holds	1116
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_is_non_vacuous	382
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_every_row_is_materialized_or_counted	129
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_tally_is_total	130
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_expression_residue_is_pinned	129
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_executable_position_wall_fires_on_the_fixture_only	130
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_outside_legacy_vocabulary_now_materializes	130
ci	109d8d966ce221be	10114	test.claim.operation_argv_corpus_witness	operation_argv_corpus_outside_legacy_vocabulary_is_the_majority	130
ci	109d8d966ce221be	10114	test.claim.optional_carrier_signature_test	optional_string_return_renders_option_signature	493
ci	109d8d966ce221be	10114	test.claim.optional_carrier_signature_test	non_optional_string_return_stays_bare	502
ci	109d8d966ce221be	10114	test.claim.optional_carrier_signature_test	optional_shared_type_return_renders_option_rc_signature	506
ci	109d8d966ce221be	10114	test.claim.optional_carrier_signature_test	non_optional_shared_type_return_stays_bare_rc	499
ci	109d8d966ce221be	10114	test.claim.optional_consumer_fail_closed_test	required_param_optional_arg_emits_located_fail_closed_unwrap	498
ci	109d8d966ce221be	10114	test.claim.optional_consumer_fail_closed_test	required_param_nonoptional_arg_stays_bare	494
ci	109d8d966ce221be	10114	test.claim.pipeline_transport_emit_rest_shell_witness	rest_emit_uses_bearer_auth	649
ci	109d8d966ce221be	10114	test.claim.pipeline_transport_emit_rest_shell_witness	rest_emit_uses_header_auth	650
ci	109d8d966ce221be	10114	test.claim.pipeline_transport_emit_rest_shell_witness	rest_emit_post_with_auth_source	642
ci	109d8d966ce221be	10114	test.claim.primitive_identity_join_witness_test	w_open_denominator_counted_receipt	113
ci	109d8d966ce221be	10114	test.claim.primitive_identity_join_witness_test	w_map_keys_joins_all_five_surfaces	107
ci	109d8d966ce221be	10114	test.claim.primitive_identity_join_witness_test	w_fold_list_spelling_fork_named_finding	103
ci	109d8d966ce221be	10114	test.claim.primitive_identity_join_witness_test	w_fold_list_registry_gap_proves_open_denominator	102
ci	109d8d966ce221be	10114	test.claim.qualified_declaration_reference_emit_witness_test	same_module_qualified_reference_emits_call_not_fn_item	495
ci	109d8d966ce221be	10114	test.claim.qualified_leaf_registry_collision_emit_witness_test	cross_module_same_leaf_emits_qualifier_module_not_registry_winner	692
ci	109d8d966ce221be	10114	test.claim.qualified_leaf_registry_collision_emit_witness_test	cross_kind_data_fn_emits_data_call_suffix_a_first	682
ci	109d8d966ce221be	10114	test.claim.qualified_leaf_registry_collision_emit_witness_test	cross_kind_data_fn_emits_data_call_suffix_b_first	684
ci	109d8d966ce221be	10114	test.claim.qualified_leaf_registry_collision_emit_witness_test	cross_kind_fn_data_emits_fn_item_a_first	674
ci	109d8d966ce221be	10114	test.claim.qualified_leaf_registry_collision_emit_witness_test	cross_kind_fn_data_emits_fn_item_b_first	678
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_attempt_keystone_test	witness_planted_minimal_module_emits	501
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_attempt_keystone_test	witness_planted_garbage_refuses_frontend_RED	501
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_attempt_keystone_test	witness_real_corpus_entry_produces_typed_standing	502
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_attempt_keystone_test	witness_assembled_cross_module_subject_reaches_typed_standing	502
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_attempt_keystone_test	witness_assembled_identity_absent_refuses_RED	503
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_sweep_test	witness_sweep_rows_join_planted_roster_exactly_once	501
ci	109d8d966ce221be	10114	gunbc.test.claim.realization_sweep_test	witness_sweep_receipt_and_histogram_render_every_row	501
