module	function	elapsed_ms	warn_ms	ceiling_ms
test.claim.roadmap_page_witness	witness_upcoming_node_keeps_manual_out_of_order_dispatch	310	100	1552
test.claim.roadmap_page_witness	witness_upcoming_node_preserves_multi_parent_dependencies	310	100	1552
test.claim.roadmap_page_witness	witness_selection_has_keyboard_parity	308	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_hash_set_serialize_contract_is_known_zero_after_bundle_decode	304	100	1552
test.claim.live_deploy.emit	witness_apply_script_wires_memory_cap_deploy_consumer	303	100	1552
test.claim.workflow_dispatch_input_witness	fleet_converge_apply_step_binds_plan_hash_to_env_not_shell_literal	303	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_btree_set_debug_contract_is_explicit_known_zero_from_std_authority	303	100	1552
test.claim.live_deploy.emit	fleet_converge_timer_not_installed_by_deploy_apply	302	100	1552
test.claim.live_deploy.emit	witness_apply_provisions_attempt_state_root_owned	302	100	1552
test.claim.live_deploy.emit	witness_apply_script_access_ready_not_deploy_access_poison	302	100	1552
test.claim.live_deploy.emit	witness_apply_script_contains_systemd_and_tailscale	302	100	1552
test.claim.live_deploy.emit	witness_apply_script_has_no_frozen_page	302	100	1552
test.claim.live_deploy.emit	witness_apply_script_has_no_node_server	302	100	1552
test.claim.live_deploy.emit	witness_tree_sync_restart_diagnoses_on_failure	302	100	1552
test.claim.roadmap_frontier_witness	witness_page_renders_four_buckets	302	100	1552
test.claim.workflow_dispatch_input_witness	fleet_converge_workflow_has_no_heal_revalidation_paste_through	302	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_btree_set_deserialize_contract_requires_ord_from_serde_authority	302	100	1552
v2.test.emit.semantic_decl_routing_generic	semantic_generic_enum_routes_to_enum_emit	302	100	1552
test.claim.live_deploy.emit	witness_apply_emits_no_embedded_preflight_and_only_sudoers	301	100	1552
test.claim.live_deploy.emit	witness_apply_script_excludes_readback_curls	301	100	1552
test.claim.roadmap_frontier_witness	witness_page_places_ready_node_in_ready_bucket	301	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_clone_contract_remains_explicit_empty_from_im_vector_authority	301	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_target_bundle_round_trip_preserves_im_vector_policy	301	100	1552
test.claim.roadmap_frontier_witness	witness_page_places_superseded_node_in_superseded_bucket	300	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_hash_set_unrepresentable_hash_contracts_refuse_with_typed_blockers	299	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_partial_eq_contract_requires_clone_from_im_vector_authority	299	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_btree_set_serialize_contract_is_explicit_known_zero_from_serde_authority	298	100	1552
test.claim.roadmap_program_view_live_corpus_receipt	live_roadmap_program_view_corpus_projection_receipt	297	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_set_target_bundle_round_trip_preserves_both_production_policies	297	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_serialize_contract_requires_clone_from_im_vector_authority	297	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_unmodeled_ord_contract_refuses_as_missing	297	100	1552
v2.test.emit.produced_decl_two_target	produced_decl_module_folds_declarations_in_order	297	100	1552
v2.test.emit.rust_produced_decl_emit	rust_produced_decl_name_discriminates	295	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_deserialize_contract_requires_clone_from_im_vector_authority	294	100	1552
v2.test.emit.rust_call_emit	rust_call_fold_closure_emit_holds	288	100	1552
v2.test.emit.rust_call_emit	rust_call_fold_closure_swap_discriminates	288	100	1552
test.claim.dispatch_presentation_witness	witness_js_and_css_share_class_authority	287	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_join_mechanical_checks_holds	286	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	rust_vec_debug_contract_requires_clone_from_im_vector_authority	286	100	1552
test.claim.roadmap_dispatch_actuator	codex_provider_v0_argv_keystone_holds	284	100	1552
test.claim.sessions_panel_witness	sessions_panel_keystone_holds	284	100	1552
v2.test.emit.semantic_decl_routing_generic	semantic_generic_struct_routes_to_struct_emit	284	100	1552
v2.test.claim.build_artifact_verification_witness	witness_existence_check_no_mtime	283	100	1552
v2.test.emit.semantic_decl_serialize_parity	decoded_lex_live_bindings_match_live_target	281	100	1552
v2.test.emit.semantic_decl_serialize_parity	decoded_row_profile_matches_golden	280	100	1552
v2.test.emit.semantic_decl_serialize_parity	generic_row_profile_matches_golden	280	100	1552
v2.test.emit.semantic_decl_serialize_parity	same_tokens_decoded_lex_matches_live_lex	280	100	1552
v2.test.emit.semantic_decl_routing	semantic_bool_coproduct_routes_to_enum_emit	277	100	1552
v2.test.emit.produced_decl_two_target	produced_decl_unwired_target_still_refuses	274	100	1552
v2.test.emit.rust_call_emit	rust_call_helper_emit_holds	274	100	1552
v2.test.emit.semantic_decl_emit_substrings_test	emit_eq_golden	274	100	1552
v2.test.emit.rust_produced_decl_emit	rust_produced_decl_emits_named_add2	272	100	1552
test.claim.ssh_transport_witness	witness_apply_script_stays_under_argv_embed_budget	271	100	1552
v2.test.emit.rust_binop_emit	rust_binop_producer_emit_eq_holds	270	100	1552
v2.test.emit.rust_binop_emit	rust_binop_producer_emit_mul_holds	269	100	1552
v2.test.emit.rust_binop_emit	rust_binop_producer_emit_sub_discriminates_from_add	269	100	1552
v2.test.emit.rust_body_add_emit	rust_body_add_emit_operand_swap_discriminates	269	100	1552
v2.test.emit.rust_produced_decl_emit	rust_produced_decl_emits_named_add	269	100	1552
v2.test.emit.semantic_decl_routing	semantic_record_routes_to_struct_emit	269	100	1552
v2.test.emit.rust_body_add_emit	rust_body_add_emit_add_fn_accepts_holds	268	100	1552
test.claim.stage0_rust_honest_frontier_projection_witness	honest_frontier_projection_positive_control_has_no_unclassified_paths	267	100	1552
v2.test.emit.rust_binop_emit	rust_binop_producer_emit_sub_holds	267	100	1552
v2.test.emit.semantic_decl_serialize_parity	same_tokens_decoded_bindings_match_live_bindings	267	100	1552
test.claim.roadmap_tactile_witness	witness_keyframes_wall_holds_on_the_dashboard	266	100	1552
test.claim.workflow_dispatch_input_witness	workflow_dispatch_choice_input_projects_options_list	264	100	1552
v2.test.emit.rust_body_add_emit	rust_body_add_emit_catalog_minus_discriminates	263	100	1552
test.claim.workflow_dispatch_input_witness	fleet_converge_workflow_has_build_job_needs_release_bins	262	100	1552
test.claim.stage0_rust_maintenance_census_report_witness	maintenance_census_report_red_control_reports_unclassified_as_unknown_or_refused	261	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_observed_honest_minimal_observation_ok	259	100	1552
v2.test.emit.rust_fold_call_closure_emit	rust_fold_call_emit_swap_discriminates	259	100	1552
v2.workflow.ci_regen_rustfmt_path_emit_test	ci_regen_ensure_rustfmt_path_emit_carries_dissolve_marker_holds	259	100	1552
v2.workflow.ci_regen_rustfmt_path_emit_test	ci_regen_ensure_rustfmt_path_emit_uses_structural_if_holds	259	100	1552
test.claim.stage0_rust_honest_frontier_integration_witness	honest_frontier_integration_separates_discovery_from_decision	258	100	1552
test.claim.stage0_rust_lifecycle_totality_witness	lifecycle_totality_discovery_and_decision_are_separate	258	100	1552
v2.workflow.ci_regen_rustfmt_path_emit_test	ci_regen_ensure_rustfmt_path_emit_matches_golden_holds	257	100	1552
test.claim.stage0_rust_lifecycle_totality_witness	lifecycle_totality_red_control_reports_exact_unclassified_path	255	100	1552
test.claim.v1_interpreter_primitive_roster_acceptance	v1_interpreter_primitive_roster_acceptance_contract_holds	252	100	1552
v2.test.emit.rust_logic_complement_emit	rust_logic_complement_emit_swapped_discriminates	252	100	1552
v2.test.emit.rust_logic_complement_emit	rust_logic_complement_emit_accepts	251	100	1552
v2.test.emit.rust_body_add_emit	rust_body_add_emit_missing_catalog_rejects	249	100	1552
test.claim.roadmap_dashboard_instance_apply_witness	dashboard_instance_apply_model_keystone_holds	248	100	1552
v2.test.emit.rust_fold_call_closure_emit	rust_fold_call_emit_canonical_accepts	248	100	1552
v2.test.emit.rust_logic_meet_join_emit	rust_logic_join_emit_holds	248	100	1552
v2.test.emit.rust_logic_meet_join_emit	rust_logic_meet_emit_holds	248	100	1552
v2.test.manual.english_emit_add	english_emit_add_ingest_round_trip_holds	242	100	1552
v2.test.emit.rust_freemonoid_char_string_grounding	fmc_freemonoid_char_grounds_to_native_string	241	100	1552
test.claim.roadmap_focus_witness_test	every_visible_edge_has_both_endpoints_visible	240	100	1552
test.claim.roadmap_sandbox_witness	witness_family_fixture_page_carries_all_three_frames	236	100	1552
test.claim.roadmap_sandbox_witness	witness_sandbox_gallery_and_live_render	235	100	1552
test.claim.roadmap_sandbox_witness	witness_sandbox_renders_register_depths	235	100	1552
test.claim.roadmap_dashboard_instance_apply_witness	dashboard_health_requires_intended_instance_identity	234	100	1552
v2.test.lens_registry.sg_claims	lens_registry_required_ids_resolve_holds	231	100	1552
v2.test.execution.c_type_decl_emit_host_run	c_type_decl_emit_host_inject_fault_refuses_holds	230	100	1552
v2.test.emit.semantic_decl_profile_path_parity	bundle_node_profile_matches_target_emission_profile	229	100	1552
test.claim.roadmap_validation_oracle_witness_test	roadmap_validation_oracle_keystone_holds	227	100	1552
v2.test.manual.rust_add_emit_translate	rust_add_emit_add_fn_accepts_holds	227	100	1552
test.claim.roadmap_dispatch_actuator	witness_selected_provider_shapes_codex_tmux_command	226	100	1552
v2.test.emit.rust_field_access_emit	rust_field_access_emit_wrong_field_discriminates	224	100	1552
v2.test.manual.rust_add_emit_translate	rust_add_compile_inferred_receipt_holds	223	100	1552
test.claim.roadmap_workflow_progress_witness_test	roadmap_workflow_progress_keystone_holds	222	100	1552
test.claim.instrument_motion_page_witness	witness_note_class_wire_matches_stylesheet_selector	221	100	1552
v2.test.emit.rust_field_access_emit	rust_field_access_emit_get_accepts	220	100	1552
test.claim.roadmap_dispatch_actuator	witness_event_pipe_emits_grammar_quoted_command	219	100	1552
test.claim.roadmap_dispatch_actuator	witness_lab_instance_moves_repo_tmux_and_codex_state_together	219	100	1552
test.claim.instrument_motion_page_witness	witness_motion_page_renders_through_its_route	218	100	1552
v2.test.claim.translate_underived_refusal	translate_derived_emit_byte_identical_to_before_holds	218	100	1552
v2.test.execution.c_type_decl_emit_host_run	c_type_decl_emit_host_green_run_holds	218	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	lex_derive_enum_copy_matches	217	100	1552
test.claim.instrument_motion_page_witness	witness_page_ships_both_decided_sequences	216	100	1552
test.claim.instrument_motion_page_witness	witness_receipt_starts_unanswered	216	100	1552
test.claim.v1_interpreter_primitive_surface_witness_test	every_row_is_unique_on_site_identity_and_spelling	216	100	1552
v2.test.emit.semantic_decl_all_lex_parity	all_lex_rows_match	216	100	1552
v2.test.emit.semantic_decl_profile_path_parity	target_emission_lex_matches_live_for_kw_enum	216	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_lower_hex_16_refuses	215	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_lower_hex_40_refuses	215	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	lex_rbrace_matches	215	100	1552
v2.test.execution.emit_ingest_typescript_same_language_round_trip	emit_ingest_typescript_same_language_round_trip_holds	215	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_lower_hex_64_refuses	214	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	lex_comma_matches	214	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	lex_lbrace_matches	213	100	1552
test.claim.compute_board_verilog_projection_witness	w_digital_change_is_confined_to_the_digital_projection	212	100	1552
v2.test.execution.emit_host_module_equals_eval	emit_module_join_concatenates_two_decls	212	100	1552
test.claim.compute_board_verilog_projection_witness	w_fault_polarity_change_changes_emitted_bytes	211	100	1552
test.claim.roadmap_serve_witness	roadmap_serve_instance_keystone_holds	211	100	1552
test.claim.stage0_rust_lifecycle_totality_witness	lifecycle_totality_positive_control_discovery_complete	211	100	1552
test.claim.stage0_rust_lifecycle_totality_witness	lifecycle_totality_red_control_cargo_role_without_disposition_blocks_decision	210	100	1552
v2.test.emit.semantic_decl_serialize_parity	live_rebuilt_target_matches_golden	209	100	1552
v2.test.claim.bash_program_fold	bash_program_assign_root_matches_golden_holds	208	100	1552
v2.test.claim.bash_command_fold	bash_fold_pipe_three_stage_holds	207	100	1552
v2.test.emit.rust_freemonoid_char_string_grounding	fmc_projection_accepts	207	100	1552
v2.test.claim.self_host.direct_rust_door_fixture_containment_witness_test	fixture_cargo_green_advance_is_not_behaviorally_equivalent	204	100	1552
v2.test.claim.self_host.direct_rust_door_fixture_containment_witness_test	fixture_synthetic_mint_is_fixture_source_produced_only	204	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	binding_bool_ident_fallback_matches	204	100	1552
v2.test.emit.semantic_decl_serialize_parity	live_via_bool_serialize_target_matches_golden	204	100	1552
v2.test.emit.semantic_decl_lex_binding_parity	binding_enum_copy_matches	203	100	1552
v2.test.emit.semantic_decl_lookup_receipt_test	map_lookup_returns_derive_spelling	203	100	1552
v2.test.claim.bash_command_fold	bash_fold_if_then_pipe_soundness_holds	202	100	1552
v2.test.emit.semantic_decl_lookup_receipt_test	row_lookup_returns_derive_spelling	202	100	1552
v2.test.emit.semantic_decl_rules_parity_test	emission_rules_match_rust_rules_for_generic_surface	201	100	1552
test.claim.roadmap_authority	witness_projected_dependency_edges_include_active_edges	199	100	1552
test.claim.roadmap_focus_witness_test	no_visible_node_has_a_hidden_prerequisite	199	100	1552
v2.test.emit.semantic_decl_binding_keys_parity	all_bool_emit_bindings_match	199	100	1552
test.claim.roadmap_focus_witness_test	focus_notice_states_the_derived_hidden_count	197	100	1552
test.claim.roadmap_page_witness	witness_signed_off_node_doc_has_no_button	197	100	1552
test.claim.roadmap_page_witness	witness_supporting_facts_live_in_disclosure_not_head	197	100	1552
test.claim.roadmap_page_witness	witness_unsized_open_node_keeps_manual_dispatch	197	100	1552
test.claim.roadmap_page_witness	witness_merged_pr_is_review_evidence_not_acceptance	195	100	1552
test.claim.roadmap_page_witness	witness_ready_node_doc_emits_button_and_external_script	195	100	1552
test.claim.structured_application_mismatch_wall_witness	structured_missing_variant_terminal_at_mechanism_field_refuses	194	100	1552
v2.workflow.ci_floor_peak_emit_test	ci_floor_peak_post_emit_matches_golden_holds	194	100	1552
test.claim.roadmap_page_witness	witness_superseded_node_marked_no_button	193	100	1552
test.claim.instrument_tuner_witness	instrument_tuner_keystone_holds	191	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_duplicate_exact_paths_zero_holds	191	100	1552
v2.test.claim.bash_command_fold	bash_fold_pipe_and_then_left_holds	191	100	1552
v2.test.emit.rust_bind_let_emit	rust_bind_let_emit_wrong_value_discriminates	190	100	1552
test.claim.documentary_refs_witness	documentary_refs_population_is_the_union	189	100	1552
v2.test.claim.bash_program_fold	bash_program_mktemp_rm_matches_golden_holds	189	100	1552
v2.test.manual.target_carriers_fidelity	target_carriers_declared_loss_fidelity_holds	189	100	1552
test.claim.roadmap_altitude_witness	altitude_working_member_holds_section_open	187	100	1552
test.claim.roadmap_page_witness	witness_page_script_census_clean	187	100	1552
v2.test.compiler.pipeline.tokenize_stage	pipeline_tokenize_pick_relationship_green	187	100	1552
test.claim.site_register_witness	site_register_keystone_holds	185	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_declaration_ref_empty_bind_refuses	185	100	1552
test.claim.compute_board_article_witness	w_one_article_feeds_both_emissions	184	100	1552
test.claim.compute_board_emission_entry_witness	w_the_production_article_emits_through_every_entry	184	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_bool_wrong_value_discriminates	184	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_int_wrong_value_discriminates	184	100	1552
test.claim.instrument_sandbox_witness	instrument_sandbox_keystone_holds	183	100	1552
test.claim.roadmap_altitude_witness	altitude_routine_section_folds	183	100	1552
v2.test.claim.ci_placement_witness	ci_placement_shadow_report_matches_commit_gate_roster_identities_holds	183	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_char_wrong_value_discriminates	183	100	1552
test.claim.roadmap_altitude_witness	altitude_unsigned_done_holds_section_open	182	100	1552
v2.test.emit.rust_bind_let_emit	rust_bind_let_emit_holds	182	100	1552
test.claim.v1_complexity_decl_classification_witness_test	w_classification_roster_names_are_distinct	181	100	1552
test.claim.compute_board_simulation_receipt_witness	w_the_executed_verilog_is_what_the_product_emits_today	179	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_char_emit_accepts	179	100	1552
test.claim.compute_board_emission_entry_witness	w_the_same_board_still_emits_for_a_target_that_can_render_it	178	100	1552
v2.test.claim.bash_command_fold	bash_fold_if_multi_then_holds	178	100	1552
test.claim.compute_board_verilog_projection_witness	w_interlock_emits_exact_verilog_bytes	177	100	1552
v2.test.claim.translate_underived_refusal	translate_refuses_mixed_derived_root_underived_child_holds	177	100	1552
v2.test.claim.bash_command_fold	bash_fold_with_redir_pipe_soundness_holds	176	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_int_emit_accepts	176	100	1552
v2.test.execution.emit_ingest_typescript_same_language_round_trip	typescript_same_language_source_emit_round_trip_holds	176	100	1552
test.claim.compute_board_verilog_projection_witness	w_production_bindings_are_admitted	175	100	1552
test.claim.dispatch_presentation_witness	witness_dispatch_receipt_is_provider_agnostic	175	100	1552
v2.test.claim.compilation_unit_witness	mismatched_artifact_identity_is_unwritable	175	100	1552
v2.test.claim.rust_crate_partition_witness	witness_partition_perturbation_member_coverage_holds	175	100	1552
v2.test.emit_host_gate.target_coverage_completeness	emit_host_target_coverage_complete	175	100	1552
v2.test.claim.translate_underived_refusal	translate_accepts_derived_corpus_module_holds	174	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_bool_emit_accepts	174	100	1552
v2.test.emit.rust_variant_construct_emit	rust_variant_construct_emit_holds_accepts	174	100	1552
test.claim.design_register_lift_parity_witness	witness_roadmap_css_digest_pinned	173	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_non_empty_string_literal_refuses	173	100	1552
v2.workflow.ci_heal_revalidation_preflight_emit_test	preflight_is_exact_head_and_precedes_any_witness	173	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_branded_nonempty_alias_literal_refuses	172	100	1552
v2.workflow.ci_heal_revalidation_preflight_emit_test	preflight_absent_input_is_ordinary_manual_ci	172	100	1552
v2.workflow.ci_v1_compiler_tests_compile_gate_emit_test	ci_v1_compiler_tests_compile_gate_emit_carries_dissolve_marker_holds	172	100	1552
v2.workflow.ci_v1_compiler_tests_compile_gate_emit_test	ci_v1_compiler_tests_compile_gate_uses_cargo_bin_and_test_args	172	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_non_empty_string_refuses	171	100	1552
v2.test.emit.rust_variant_construct_emit	rust_variant_construct_emit_wrong_value_discriminates	171	100	1552
v2.workflow.ci_v1_compiler_tests_compile_gate_emit_test	ci_v1_compiler_tests_compile_gate_script_is_typed_plan_plus_marker	171	100	1552
test.claim.roadmap_authority	witness_projected_dependency_edges_include_closing_contract_projection	170	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_file_grain_avoids_discovery_prefix_holds	170	100	1552
test.claim.exact_witness_admission_witness	exact_witness_admission_walls_hold	169	100	1552
v2.test.claim.bash_program_fold	bash_program_exit_in_if_body_matches_golden_holds	169	100	1552
v2.test.emit.decl_emit_consolidated	dc_enums_covered_holds	169	100	1552
v2.test.manual.sg_rc_layering	sg_rc_outcome_inner_sg2_args_preserved	169	100	1552
v2.test.compiler.pipeline.lower_stage	pipeline_lower_add_fixture_relationship_green	167	100	1552
v2.test.execution.emit_ingest_typescript_same_language_round_trip	typescript_same_language_parse_bridge_holds	167	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	a_change_adds_its_own_plane_and_leaves_structure_alone	165	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	a_changed_module_is_marked_on_the_page	165	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	a_provisional_reading_is_labelled_provisional_on_the_page	165	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_observed_cargo_path_untracked_reds	164	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_observed_ratchet_red_control_newly_unclassified_reds	164	100	1552
v2.test.claim.translate_underived_refusal	translate_refuses_absent_parent_underived_child_holds	164	100	1552
v2.test.claim.bash_build_round_trip	bash_build_round_trip_pipe_holds	163	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	an_impact_plane_is_emitted_from_a_real_reading	162	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_page_carries_no_agent_occupancy_channel	162	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_page_prints_exact_comparison_endpoints	162	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_served_page_is_a_complete_document	162	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_observed_cargo_role_does_not_supply_lifecycle_disposition	162	100	1552
test.claim.roadmap_register_witness	witness_upstream_edit_propagates_to_both_surfaces	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	a_refused_overlay_states_its_cause_and_keeps_the_structure	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	no_impact_plane_is_emitted_without_a_reading	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_atlas_is_a_single_keyboard_stop	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_page_carries_no_client_script	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_page_says_changes_were_not_observed	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_page_serializes_to_non_empty_html	161	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_served_page_embeds_its_stylesheet	161	100	1552
test.claim.roadmap_serve_witness	witness_asset_route_serves_modeled_js	161	100	1552
v2.test.claim.bash_command_fold	bash_fold_pipe_echo_hi_wc_holds	161	100	1552
v2.test.emit.decl_emit_consolidated	dc_structs_covered_holds	161	100	1552
v2.test.emit.rust_binop_emit	rust_binop_vep_emit_core_catalog_holds	161	100	1552
v2.test.compiler.pipeline.tokenize_stage	pipeline_tokenize_add_relationship_green	160	100	1552
test.claim.roadmap_focus_witness_test	focus_partitions_rather_than_deletes	159	100	1552
v2.test.emit.c_semantic_decl_routing	c_semantic_answer_coproduct_routes_to_tagged_union_emit	159	100	1552
test.claim.roadmap_focus_witness_test	focus_actually_narrows_the_page	158	100	1552
v2.test.execution.add_arrow_eval_by_execution	add_arrow_eval_tokenize_holds	157	100	1552
v2.test.execution.emit_host_match_equals_eval	emit_host_match_emit_only_accepts	157	100	1552
v2.test.claim.bash_command_fold	bash_fold_if_true_then_echo_holds	156	100	1552
v2.test.claim.bash_command_fold	bash_fold_subshell_nested_and_then_holds	156	100	1552
v2.test.emit.rust_record_construct_emit	rust_record_construct_emit_mk_accepts	156	100	1552
v2.test.emit.rust_record_construct_emit	rust_record_construct_emit_wrong_field_discriminates	156	100	1552
v2.test.grounding_typescript.sg_claims	ts_g2_g14_fact_registry_accepts	156	100	1552
v2.test.emit.rust_match_emit	rust_match_emit_swapped_arms_discriminates	154	100	1552
v2.test.claim.body_lowering.arrow_body_form_witness	arrow_body_form_eval_value_vertical_holds	153	100	1552
v2.workflow.ci_floor_peak_emit_test	ci_floor_peak_pre_emit_has_teeth_holds	153	100	1552
v2.test.emit.rust_match_emit	rust_match_emit_one_or_two_accepts	152	100	1552
v2.workflow.ci_floor_peak_emit_test	ci_floor_peak_pre_emit_matches_golden_holds	150	100	1552
v2.test.emit.semantic_decl_routing	semantic_unsupported_shape_refuses	149	100	1552
v2.test.manual.sg_rc_layering	sg_rc_f1_dual_boundary_holds	149	100	1552
v2.test.claim.emit.trait_derive_supplemental_generic_bound_contract	nested_generic_contract_round_trip_preserves_keyed_authority	148	100	1552
v2.test.emit.semantic_decl_decoration_binding_test	nullary_bool_uses_enum_copy_derive_binding	148	100	1552
test.claim.roadmap_register_witness	witness_scale_block_is_the_px_home	146	100	1552
test.claim.roadmap_sandbox_witness	witness_auditioner_blocks_emitted_with_derived_inks	146	100	1552
v2.test.manual.sg_rc_layering	sg_rc_value_rc_wrap_tagged	146	100	1552
test.claim.dispatch_presentation_witness	witness_chip_material_is_band_paint	145	100	1552
test.claim.state_response_totality_witness	state_response_family_census_clean_on_live_emission	145	100	1552
v2.test.claim.translate_underived_refusal	translate_accepts_synthetic_empty_facts_tree_holds	145	100	1552
v2.test.emit.rust_conditional_emit	rust_conditional_emit_swapped_arms_discriminates	145	100	1552
v2.test.manual.sg_rc_layering	sg_rc_f2_param_value_holds	145	100	1552
v2.test.manual.sg_rc_layering	sg_rc_f2_return_value_holds	145	100	1552
v2.test.manual.sg_rc_layering	sg_rc_probe_heap_param_without_row_rejects	145	100	1552
test.claim.anomaly_evidence_witness	anomaly_reason_surface_is_styled	144	100	1552
test.claim.dispatch_stop_witness	stop_chip_is_styled	144	100	1552
test.claim.exact_witness_admission_witness	declared_long_budget_reaches_the_ceiling_roster_without_the_batch_roster	144	100	1552
test.claim.non_fold_residue_frontier	non_fold_residue_frontier_keyed_roster_build_admits	144	100	1552
test.claim.roadmap_repo_atlas_sandbox_witness	the_change_channel_is_painted_differently_from_structure	144	100	1552
v2.test.claim.bash_command_fold	bash_fold_and_then_true_false_holds	144	100	1552
v2.test.claim.bash_command_fold	bash_fold_or_else_true_false_holds	144	100	1552
v2.test.emit.rust_conditional_emit	rust_conditional_emit_pick_fn_accepts	144	100	1552
v2.test.emit.rust_loop_emit	rust_loop_emit_wrong_value_discriminates	144	100	1552
test.claim.dispatch_attempts_witness	attempts_row_is_styled	143	100	1552
test.claim.dispatch_presentation_witness	witness_chip_wrong_paint_not_shipped	143	100	1552
test.claim.roadmap_page_witness	witness_empty_doc_is_minimal_shell	143	100	1552
test.claim.roadmap_register_witness	witness_archetype_demand_matches_shipped_css	143	100	1552
test.claim.roadmap_register_witness	witness_derived_responses_ship_with_reduced_motion_collapse	143	100	1552
test.claim.roadmap_row_witness	roadmap_row_grid_structure_holds	143	100	1552
v2.test.claim.bash_program_fold	bash_program_serialize_matches_golden_holds	143	100	1552
v2.test.claim.bash_program_fold	bash_program_serialize_set_e_has_teeth_holds	143	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_instantiation_arg_is_wrapped	143	100	1552
v2.test.emit.rust_loop_emit	rust_loop_emit_one_accepts	143	100	1552
test.claim.roadmap_row_witness	roadmap_row_actuator_scale_derived_not_set	142	100	1552
test.claim.roadmap_row_witness	roadmap_row_head_columns_derive_from_archetype	142	100	1552
v2.test.emit.rust_binop_emit	rust_binop_vep_emit_discriminates_from_add	142	100	1552
test.claim.cited_symbol_resolution_witness_test	cited_symbol_production_population_excludes_planted_controls	141	100	1552
test.claim.roadmap_page_witness	witness_prominence_and_frame_rules_present_in_css	141	100	1552
v2.test.claim.bash_program_fold	bash_program_exit_in_subshell_tail_matches_golden_holds	141	100	1552
v2.test.claim.bash_program_fold	bash_program_exit_spelling_literal_holds	141	100	1552
v2.test.emit.rust_literal_bind_emit	rust_literal_bind_string_rope_refusal_is_executed	141	100	1552
v2.workflow.orchestration_retry_emit_test	orch_retry_env_value_has_teeth_holds	141	100	1552
test.claim.dispatch_presentation_witness	witness_reserved_width_is_caption_projection	139	100	1552
