module	function	elapsed_ms	warn_ms	ceiling_ms
test.claim.live_rust_observation_contract	control_matching_revision_admits_with_exact_counts	139	100	1552
test.claim.roadmap_tactile_witness	witness_every_transition_property_carries_its_own_duration	139	100	1552
test.claim.roadmap_tactile_witness	witness_per_edge_weights_ride_their_own_selectors	139	100	1552
test.claim.roadmap_tactile_witness	witness_reduced_motion_neutralizes_every_carrier	139	100	1552
test.claim.roadmap_tactile_witness	witness_register_vocabulary_is_consumed	139	100	1552
v2.test.claim.bash_command_fold	bash_fold_subshell_multi_stmt_holds	139	100	1552
test.claim.cited_symbol_resolution_witness_test	cited_symbol_planted_doc_graph_controls_are_enrolled	138	100	1552
test.claim.live_rust_observation_contract	control_7_receipt_verdict_is_the_fold_of_the_same_observation	138	100	1552
test.claim.roadmap_tactile_witness	witness_accept_settles_from_a_held_position	138	100	1552
test.claim.roadmap_tactile_witness	witness_press_depresses_on_pointer_down	138	100	1552
test.claim.roadmap_tactile_witness	witness_hover_runs_on_reveal_not_the_press_clock	137	100	1552
test.claim.sessions_panel_witness	sessions_banner_is_styled_loud	137	100	1552
v2.test.claim.bash_build_round_trip	bash_build_round_trip_and_then_holds	136	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_over_wrap_direction_refuses	135	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_under_wrap_direction_refuses	135	100	1552
v2.test.claim.bash_program_fold	bash_program_andor_exit_matches_golden_holds	134	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_distinct_reference_layers_refuse	134	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_missing_row_refuses	134	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_agreeing_sites_accept	133	100	1552
test.claim.primitive_identity_join_witness_test	w_open_denominator_counted_receipt	132	100	1552
v2.test.claim.bash_command_fold	bash_fold_with_redir_redir_to_file_var_holds	132	100	1552
v2.test.claim.bash_program_fold	bash_program_serialize_cmdsubst_matches_golden_holds	132	100	1552
v2.test.claim.bash_program_fold	bash_program_serialize_redir_matches_golden_holds	132	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_node_struct_field_is_box	132	100	1552
v2.test.emit.decl_emit_consolidated	dc_witness_module_fully_emitted_holds	132	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_diagnostics_param_is_owned	131	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_diagnostics_return_is_rc	131	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_use_site_verdict_param_is_owned	131	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_use_site_verdict_return_is_owned	131	100	1552
v2.test.emit.rust_production_closure_let_emit	rust_production_emits_closure_and_let	131	100	1552
v2.test.claim.bash_program_fold	bash_program_serialize_concat_matches_golden_holds	130	100	1552
v2.test.claim.translate_underived_refusal	translate_refuses_underived_disj_holds	130	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_probe_heap_param_miss_rejects	130	100	1552
v2.test.emit.rust_production_closure_let_emit	rust_production_closure_body_is_not_ignored	130	100	1552
test.claim.anomaly_evidence_witness	anomaly_reason_is_a_surface	129	100	1552
v2.test.claim.translate_underived_refusal	translate_refuses_underived_conj_holds	129	100	1552
v2.test.claim.translate_underived_refusal	translate_refuses_underived_value_holds	129	100	1552
v2.test.claim.bash_command_fold	bash_fold_negation_subshell_false_holds	128	100	1552
v2.test.emit.rust_signature_general_emit	rust_signature_general_reproduces_add_holds	128	100	1552
test.claim.anomaly_evidence_witness	anomaly_dispatch_answer_reaches_the_surface	127	100	1552
test.claim.anomaly_evidence_witness	anomaly_reason_empty_text_removes_the_line	127	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_arbitrary_grep_triple_holds	127	100	1552
test.claim.anomaly_evidence_witness	anomaly_absent_reason_phrase_has_one_spelling	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_cleanup_refusal_reaches_the_surface	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_instance_label_keeps_both_halves	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_stage_accessible_name_keeps_label_and_state	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_unreadable_answer_does_not_name_the_network	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_unreadable_answer_reaches_the_surface	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_workflow_refusal_reason_survives_concatenation	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_workflow_segment_falls_closed_on_empty_detail	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_workflow_segment_reaches_the_surface	126	100	1552
test.claim.v1_interpreter_primitive_surface_witness_test	lookup_is_dispatched_under_more_than_one_site	126	100	1552
v2.test.emit.rust_production_closure_let_emit	rust_production_refuses_unspelled_token_class	126	100	1552
test.claim.anomaly_evidence_witness	anomaly_title_stays_a_convenience	125	100	1552
test.claim.dispatch_attempts_witness	attempts_client_renders_and_shouts	125	100	1552
test.claim.dispatch_presentation_witness	witness_located_fields_surface_to_title	125	100	1552
test.claim.dispatch_stop_witness	stop_client_carries_the_chip	125	100	1552
test.claim.roadmap_identity_witness_test	resolution_is_exactly_one_not_first_pick	125	100	1552
v2.test.claim.witness_exclusion_reconciliation_test	witness_exclusion_frontier_reconciliation_holds	125	100	1552
test.claim.primitive_identity_join_witness_test	w_map_keys_joins_all_five_surfaces	124	100	1552
v2.test.emit.conditional_delimiting	conditional_close_is_derived_from_declared_discipline	124	100	1552
v2.test.emit.conditional_delimiting	production_rust_conditional_declares_a_close	124	100	1552
v2.test.emit.c_semantic_decl_routing	c_semantic_bool_coproduct_routes_to_enum_emit	124	100	1552
v2.test.emit.produced_decl_support_preserved	produced_decl_support_survives_augmentation	124	100	1552
v2.test.execution.emit_host_transport_wire	emit_host_transport_outside_grant_refuses_holds	124	100	1552
test.claim.roadmap_page_witness	witness_observation_channels_join_one_impact_region	122	100	1552
test.claim.stage0_rust_maintenance_census_report_witness	maintenance_census_report_category_paths_are_disjoint_by_predicate	122	100	1552
v2.test.emit.rust_binop_emit	rust_binop_vep_emit_wrong_token_discriminates	122	100	1552
v2.test.std_grounding.terminal_gate	witness_grounding_terminal_gate_runtime_authoritative_discriminates	122	100	1552
test.claim.roadmap_page_witness	witness_parity_client_paints_verbatim_with_shared_constants	121	100	1552
test.claim.roadmap_page_witness	witness_selection_grammar_ships_in_client_asset	121	100	1552
test.claim.stage0_rust_source_lifecycle_scaffold_witness	scaffold_generated_artifact_stage0_src_disjoint_from_residue_holds_green	121	100	1552
v2.test.claim.rust_crate_partition_witness	witness_runtime_unit_members_holds	121	100	1552
v2.test.emit.bool_literal_projection	bool_spelling_is_derived_from_projection	121	100	1552
test.claim.roadmap_page_witness	witness_dispatch_asset_reads_belt_b_status_contract	120	100	1552
test.claim.roadmap_validation_oracle_witness_test	verify_lamp_shows_a_refusal_as_refused_not_failed	120	100	1552
v2.test.claim.rust_crate_partition_witness	witness_partition_fold_unit_count_holds	120	100	1552
v2.test.claim.rust_crate_partition_witness	witness_v1_artifact_unit_members_holds	120	100	1552
v2.test.claim.rust_crate_partition_witness	witness_v1_infer_unit_members_holds	120	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_bundle_absent_inapplicable	120	100	1552
test.claim.primitive_identity_join_witness_test	w_fold_list_spelling_fork_named_finding	119	100	1552
test.claim.v1_complexity_decl_classification_witness_test	w_every_inventory_authority_carrier_is_classified	119	100	1552
v2.test.claim.bash_command_fold	bash_fold_subshell_true_holds	119	100	1552
v2.test.claim.bash_command_fold	bash_fold_with_redir_stderr_null_holds	119	100	1552
v2.test.claim.bash_program_fold	bash_program_metachars_quoted_matches_golden_holds	119	100	1552
v2.test.claim.bash_program_fold	bash_program_varref_vs_lit_quoting_matches_golden_holds	119	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_bundle_partial_rejects	119	100	1552
v2.test.claim.wrap_decision_predicate	wrap_decision_flow_bundle_absent_inapplicable	119	100	1552
v2.test.emit.bool_literal_projection	production_rust_bool_literal_declares_rust_spelling	119	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_discard_refuses	118	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_cast_literal_positive_int_refuses	118	100	1552
v2.test.claim.bash_command_fold	bash_fold_with_redir_stdout_and_stderr_null_holds	118	100	1552
v2.test.claim.bash_command_fold	bash_fold_with_redir_stdout_to_stderr_holds	118	100	1552
gunbc.test.claim.normalize_retention_contract_probe_test	classifier_separates_lex_from_accepted	117	100	1552
test.claim.primitive_identity_join_witness_test	w_fold_list_registry_gap_proves_open_denominator	117	100	1552
test.claim.roadmap_tactile_witness	witness_button_reports_dispatch_acceptance	117	100	1552
test.claim.roadmap_tactile_witness	witness_mute_is_persisted_and_defaults_to_sounding	117	100	1552
test.claim.roadmap_tactile_witness	witness_press_tick_is_derived_from_the_sound_row	117	100	1552
test.claim.roadmap_tactile_witness	witness_tick_fires_on_pointer_down_in_its_own_listener	117	100	1552
test.claim.roadmap_tactile_witness	witness_tick_is_synthesized_not_a_file	117	100	1552
test.claim.roadmap_workflow_progress_witness_test	failed_or_refused_stage_is_visible_without_decoding_border_style	117	100	1552
v2.test.claim.bash_build_round_trip	bash_build_round_trip_command_tier_holds	117	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_multi_lit_echo_hi_holds	117	100	1552
v2.test.claim.bash_command_fold	bash_fold_direct_serialize_multi_lit_echo_hi_holds	117	100	1552
test.claim.sessions_panel_witness	sessions_client_marks_presence_reobserves_and_shouts_refusal	116	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_direct_return_literal_refuses	116	100	1552
test.claim.primitive_identity_join_witness_test	w_derived_rows_marked_derived_from_authority	115	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_negated_int_literal_refuses	115	100	1552
test.claim.where_refinement_enforcement_witness	where_refinement_record_field_literal_refuses	115	100	1552
test.claim.primitive_identity_join_witness_test	w_derived_surface_census_population	114	100	1552
test.claim.sessions_panel_witness	attempts_refusal_withdraws_prior_rows	114	100	1552
test.claim.sessions_panel_witness	sessions_client_reobserves_after_dispatch_and_on_cadence	114	100	1552
test.claim.sessions_panel_witness	sessions_client_serializes_each_observation_source	114	100	1552
test.claim.sessions_panel_witness	sessions_presence_does_not_overwrite_dispatch_presentation	114	100	1552
test.claim.sessions_panel_witness	sessions_refusal_withdraws_prior_presence	114	100	1552
test.claim.roadmap_altitude_witness	altitude_client_carries_the_derived_chain	113	100	1552
test.claim.roadmap_focus_witness_test	clearing_focus_restores_every_node	113	100	1552
test.claim.roadmap_focus_witness_test	unfocused_projection_emits_no_notice	111	100	1552
v2.test.claim.verilog_interlock_emission_test	w_production_order_does_not_change_the_bytes	111	100	1552
test.claim.roadmap_authority	witness_declared_graph_has_justified_size	110	100	1552
test.claim.merge_lifecycle_interleaving_witness	per_pr_gate_only_admits_unverified_tips_in_window_4	109	100	1552
test.claim.roadmap_authority	witness_accepted_scm_sequence_activates_authored_p1_slice	109	100	1552
test.claim.v1_interpreter_primitive_dispatch_authority_acceptance	v1_interpreter_primitive_dispatch_authority_acceptance_contract_holds	109	100	1552
v2.test.claim.gha_workflow_yaml_fold_serialize	gha_fold_pilot_job_byte_identical_holds	109	100	1552
v2.test.claim.verilog_interlock_emission_test	w_interlock_emits_expected_bytes_through_the_generic_fold	109	100	1552
v2.test.manual.int_literal_parse_smoke	int_literal_loop_token_lexeme_builds_holds	109	100	1552
v2.workflow.ci_floor_peak_emit_test	ci_floor_peak_locate_emit_matches_golden_holds	107	100	1552
test.claim.merge_lifecycle_interleaving_witness	keyed_receipt_admits_no_unverified_tip_across_window_4	106	100	1552
test.claim.roadmap_authority	witness_accepted_parent_discharges_active_dependency	106	100	1552
v2.test.claim.bash_command_fold	bash_fold_wrong_production_rejects_oracle_holds	106	100	1552
v2.test.emit.semantic_decl_profile_codec	decoded_lex_derive_enum_copy_matches_live	106	100	1552
test.claim.merge_lifecycle_interleaving_witness	require_up_to_date_base_misses_the_roster_axis_in_window_4	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_arbitrary_lit_quote_escape_holds	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_arbitrary_var_home_holds	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_var_ref_x_holds	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_direct_serialize_single_lit_true_holds	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_direct_serialize_var_ref_x_holds	105	100	1552
v2.test.claim.gha_workflow_yaml_fold_serialize	gha_fold_flat_steps_perturbation_rejects_oracle_holds	105	100	1552
v2.test.claim.bash_command_fold	bash_fold_command_single_lit_true_holds	104	100	1552
test.claim.roadmap_identity_witness_test	identities_are_unique_across_the_registry	102	100	1552
test.claim.cargo_artifact_selection_witness	the_real_build_script_build_collision_refuses_as_ambiguous	101	100	1552
test.claim.roadmap_authority	witness_active_set_is_declared_minus_accepted	101	100	1552
test.claim.roadmap_authority	witness_five_minute_ci_gate_program_chain_is_explicit	101	100	1552
v2.test.emit.c_semantic_decl_routing	c_semantic_point_record_routes_to_struct_emit	101	100	1552
